ts,P2O5,SO4,density,Cl,x,y,SO4_m,SO4_s,average,R(K),R(SO4)
25/01/2024 03:34,16.45,4.5,1.31,37186,50.3,28.8,0.46,0.46,0.415,50.07831119,28.83585523
25/01/2024 00:34,16.31,4.45,1.31,37140,50.2,28.8,0.46,0.46,0.415,50.0802941,28.8445913
24/01/2024 19:44,16.4,4.3,1.31,36915,50.9,28.8,0.46,0.46,0.415,50.06813918,28.79104056
24/01/2024 11:44,16.2,4.4,1.31,36585,49.5,28.3,0.46,0.46,0.415,49.84837703,27.82283787
24/01/2024 03:34,16.15,4.35,1.31,39022,49.5,28.3,0.31,0.32,0.46,49.95512694,28.29314403
23/01/2024 23:34,15.8,4.45,1.31,38866,49.3,28.6,0.31,0.32,0.46,50.0142461,28.55359867
23/01/2024 11:54,15.5,4.25,1.31,37689,50.1,28,0.36,0.32,0.46,49.89983732,27.9806277
23/01/2024 08:24,15.75,3.95,1.31,35277,50.2,28.7,0.36,0.34,0.46,50.31105936,28.72304983
23/01/2024 03:44,16.25,3.94,1.3,35618,52.4,26.5,0.36,0.34,0.3275,52.85797682,26.48228062
23/01/2024 00:14,15.95,4.05,1.3,34258,54,26.3,0.36,0.34,0.3275,55.12448351,26.2780168
22/01/2024 00:04,16.4,3.95,1.3,36245,52.3,26.5,0.36,0.34,,52.80453566,26.51819062
21/01/2024 15:54,16.45,3.94,1.3,36926,52.1,26.2,0.36,0.34,,52.66793898,26.15040328
21/01/2024 11:44,16.45,3.84,1.3,36520,53.2,26,0.34,0.34,,53.5777852,26.04316011
21/01/2024 08:24,16.5,3.85,1.29,36795,54.4,26,0.34,0.34,,55.68851255,25.66651604
21/01/2024 03:34,16.3,4.05,1.29,36231,54.4,26,0.34,0.34,0.35,55.76643015,26.00980066
20/01/2024 23:34,16.3,3.94,1.29,33458,54.8,26.8,0.34,0.34,0.35,55.9355652,26.75505932
20/01/2024 11:44,15.6,3.84,1.29,28676,55.3,26.1,0.34,0.34,0.35,55.46805011,26.10147984
20/01/2024 08:14,16.4,4.3,1.29,33416,54.6,27.2,0.34,0.34,0.35,55.98553753,27.20306513
20/01/2024 03:24,16.3,4.4,1.29,33384,54.5,28.2,0.34,0.34,,56.14473643,28.19281559
19/01/2024 19:44,16.3,4.35,1.29,33398,56,28.6,0.34,0.34,,56.35235154,28.5975833
19/01/2024 08:54,16.25,4.3,1.29,33488,56.2,29.8,0.34,0.36,,56.56168301,29.78582469
19/01/2024 03:24,16,4.4,1.29,33621,57.8,28.3,0.34,0.36,0.34,57.61765075,28.31833782
18/01/2024 08:24,16.26,4.3,1.29,31480,56.6,29.6,0.41,0.35,0.34,56.58339649,29.60909216
18/01/2024 04:14,16.15,4.25,1.29,31464,56.5,28.2,0.41,0.35,0.3675,56.26193123,28.19281559
18/01/2024 00:14,16.7,4.45,1.29,31335,56.8,28,0.41,0.35,0.3675,56.22247724,28.01894238
17/01/2024 19:54,16.7,3.64,1.29,32912,57.1,28.5,0.41,0.35,0.3675,56.32183068,28.45499167
17/01/2024 11:24,16.5,4.15,1.29,31945,55.8,24.5,0.39,0.35,0.3675,55.77666519,24.49111103
15/01/2024 19:54,16.14,4.05,1.3,37546,52.5,27.4,0.39,0.37,0.37,52.92234176,27.41822919
15/01/2024 03:34,16,4,1.3,38601,50.9,27.2,0.37,0.37,0.38,51.2582088,27.19226077
14/01/2024 23:54,16,4.05,1.31,38579,50.8,26.8,0.37,0.37,0.38,51.09585783,26.75207234
14/01/2024 19:54,16.4,4.25,1.31,38153,51.4,27.2,0.37,0.37,0.38,51.43140604,27.24172232
14/01/2024 15:44,16.43,4.2,1.3,38752,53,27.6,0.37,0.37,0.38,53.80138918,27.63708636
14/01/2024 12:04,16.15,4.25,1.3,38678,54.3,27.4,0.37,0.37,0.38,56.61467573,27.35277931
14/01/2024 08:34,16,3.64,1.3,39794,51.5,25.4,0.37,0.37,0.38,52.42831263,28.01894238
14/01/2024 03:44,16,3.95,1.3,39357,51.5,25.4,0.37,0.37,,52.46869224,25.41599465
13/01/2024 08:14,15.46,4.55,1.29,36746,55.2,27.1,0.35,0.35,,56.95054282,27.1215125
13/01/2024 00:14,15.48,4.66,1.28,36460,60.8,30.3,0.35,0.35,0.365,60.47054775,30.2750574
12/01/2024 20:14,15.2,3.85,1.29,36357,58.7,30.6,0.35,0.35,0.365,58.16769783,30.61760841
12/01/2024 08:34,15.35,3.9,1.29,35412,56.7,27.1,0.37,0.37,0.365,56.03752266,27.12478293
11/01/2024 23:54,15.25,3.6,1.28,33603,59.7,28,0.37,0.37,0.355,60.48260229,28.01894238
11/01/2024 03:34,15.35,3.7,1.28,32620,57.9,25.8,0.36,0.35,0.3675,59.21290011,25.81818182
10/01/2024 23:34,15.6,3.8,1.28,32594,58.8,26.2,0.36,0.35,0.3675,59.33304199,26.15752265
10/01/2024 19:54,15.6,4.26,1.27,33286,61.7,26.7,0.36,0.35,0.3675,62.93124983,26.73934589
10/01/2024 04:14,15.43,4.25,1.28,33978,60.4,29.2,0.41,0.4,0.3675,59.6659139,29.17076558
09/01/2024 23:24,15.32,4.15,1.28,34214,60.6,28.9,0.41,0.4,0.3675,60.40457541,28.85488884
09/01/2024 20:24,15.3,3.95,1.28,29758,61.3,28.4,0.41,0.4,0.3675,59.81207539,28.43425814
09/01/2024 15:54,15.5,4.35,1.27,33928,62.6,27.6,0.41,0.4,0.3675,62.38182226,27.63462581
08/01/2024 23:44,15.58,4.25,1.29,34040,57.7,29.2,0.41,0.4,,56.48923132,29.1750503
08/01/2024 20:54,15.4,4.5,1.29,33326,57.2,28.7,0.41,0.4,,56.42144589,28.70993216
08/01/2024 11:44,15.4,4.4,1.28,33261,58.9,29.6,0.37,0.4,,59.58480358,29.57511802
08/01/2024 08:44,15.6,3.85,1.29,32786,58.1,29.4,0.37,0.37,,58.47788274,29.37194434
07/01/2024 19:54,15.62,4,1.29,29228,56.6,26.7,0.37,0.37,0.395,56.45055623,26.7426503
06/01/2024 19:44,15.37,4.25,1.29,29342,57.4,28,0.35,0.33,0.365,56.82199453,28.00584368
06/01/2024 16:04,15.37,4.35,1.28,29212,59,29.1,0.35,0.33,0.365,60.28726295,29.09527437
06/01/2024 03:44,15.3,4.15,1.28,31935,58.6,29,0.35,0.35,0.34,59.61028449,28.98794371
05/01/2024 23:34,15.3,4.05,1.28,31935,59.2,28.8,0.35,0.35,0.34,59.64412164,28.76739077
05/01/2024 08:54,15,3.7,1.27,32112,61.2,28.4,0.31,0.34,0.34,61.7540401,28.40420803
04/01/2024 11:44,15.35,3.74,1.27,27226,61.3,26.7,0.31,0.34,0.35,62.32219059,26.73247176
04/01/2024 08:44,15.3,3.6,1.27,29576,61.9,26.5,0.3,0.32,0.35,62.20604555,26.4920087
03/01/2024 21:14,15.2,3.3,1.26,30498,63.3,24.9,0.3,0.32,0.325,63.69375681,24.92256866
03/01/2024 03:34,15.15,3.4,1.26,30428,63.3,24.3,0.35,0.35,0.31,64.96192499,24.30750078
02/01/2024 23:34,15.2,2.6,1.24,30380,67.2,24.9,0.35,0.35,0.31,66.69329925,24.92256866
02/01/2024 21:14,15.9,2.7,1.23,30751,64.7,20.4,0.35,0.35,0.31,64.16238855,20.35281147
02/01/2024 04:14,15.2,2.6,1.25,22986,66.9,20.9,0.32,0.31,0.35,67.41621508,20.91653028
01/01/2024 19:44,15.63,3.52,1.24,27941,71.9,20.1,0.32,0.31,0.35,68.00075149,20.08705114
01/01/2024 03:34,15.8,3.24,1.07,32100,69.5,25,0.32,0.31,,66.10018682,24.98800192
31/12/2023 03:34,15.7,3.35,1.27,28819,61.7,23.3,0.33,0.31,0.315,61.51687813,23.2730363
30/12/2023 23:34,15.75,3.34,1.27,27918,62.1,23.8,0.33,0.31,0.315,62.50548195,23.81715316
30/12/2023 19:44,15.81,3.42,1.27,26781,63.1,23.9,0.33,0.31,0.315,62.38779692,23.87780172
30/12/2023 18:04,15.47,3.54,1.27,26820,63,24.2,0.33,0.31,0.315,64.34234783,24.24079066
30/12/2023 11:34,15.5,3.3,1.26,29000,66.5,25.4,0.33,0.31,0.315,66.42939807,25.39865397
30/12/2023 03:34,15.6,3.35,1.27,29094,60.8,23.9,0.33,0.31,,62.05564699,23.94970868
29/12/2023 23:34,15.55,3.34,1.27,28889,61.7,24,0.33,0.31,,62.08287459,23.99011549
29/12/2023 19:44,15.65,5.3,1.27,27035,61.5,24.1,0.33,0.31,,61.6702908,24.11086484
29/12/2023 16:24,15.7,5.66,1.27,26895,64.2,33.4,0.33,0.31,,63.85076932,33.40316367
29/12/2023 08:34,15.5,2.6,1.26,24216,66.2,34,0.3,0.29,,67.07741576,33.98903299
29/12/2023 03:34,15.8,2.7,1.26,24109,64.7,19.5,0.3,0.29,0.3125,63.98946262,19.47668284
28/12/2023 23:24,16.5,2.8,1.26,24095,63.3,20.2,0.3,0.29,0.3125,62.52921708,20.22792023
28/12/2023 19:44,16,2.95,1.27,22686,61.1,20,0.3,0.29,0.3125,61.54623792,20.01610954
28/12/2023 08:44,15.8,2.43,1.25,22746,65.2,21.3,0.31,0.31,0.3125,65.05362452,21.31389404
27/12/2023 16:14,15.61,4.7,1.25,21153,68.2,19,0.31,0.31,0.2975,67.17421172,19.0235189
27/12/2023 03:54,15.73,4.86,1.24,21353,69.6,30.5,0.25,0.25,0.295,67.90717735,30.48880767
26/12/2023 23:14,15.5,4.96,1.26,21026,68.4,31.3,0.25,0.25,0.295,68.20375007,31.33889161
26/12/2023 20:04,16,2.43,1.25,20533,68,32.2,0.25,0.25,0.295,67.67631769,32.21132738
01/12/2023 19:44,16.31,7.33,1.31,31913,50.9,28.8,1.23,1.09,,50.76380435,28.82612533
29/11/2023 20:34,15.6,4.7,1.3,27628,54,31,0.55,0.52,1.00125,54.14431616,30.97382494
28/11/2023 23:34,15.5,4.75,1.29,26186,56.2,31.3,0.43,0.45,,55.43960101,31.28451113
28/11/2023 03:24,15.55,4.25,1.28,24864,59.2,28.5,0.54,0.55,0.4675,59.72519607,28.50751405
27/11/2023 23:44,15.49,4.15,1.27,25768,62.4,28.7,0.54,0.55,0.4675,62.18796419,28.72304983
25/11/2023 15:44,16.26,4.05,1.31,33508,48.2,27.1,0.37,0.38,0.8625,48.98291948,27.11544656
25/11/2023 08:34,15.85,4.2,1.31,32670,52,27.5,0.37,0.38,0.8625,51.17635102,27.49175391
25/11/2023 03:34,15.8,4.3,1.3,32503,51.9,28.4,0.37,0.38,,52.15284634,28.3513976
24/11/2023 03:44,15.8,4.45,1.29,31035,55.2,28.4,0.38,0.38,0.375,55.59312128,28.44498276
23/11/2023 16:14,16.27,4.55,1.28,32124,60,29,0.38,0.38,0.375,59.50205289,28.99395252
23/11/2023 08:34,16.36,4.42,1.3,31212,57.4,28.1,0.37,0.39,0.375,54.013049,29.08447598
22/11/2023 04:44,16.65,4.4,1.28,30210,57.4,28.1,0.42,0.43,0.38,57.34858974,28.13469366
21/11/2023 15:34,16,4.5,1.28,31874,58,28.8,0.42,0.43,0.38,57.98023583,28.78732031
21/11/2023 08:14,15.6,4.25,1.29,30802,55.7,29.4,0.42,0.43,0.38,56.40022728,29.44429085
21/11/2023 03:24,15.6,4.2,1.29,30847,55.4,28.7,0.42,0.43,,55.76329292,28.68373274
20/11/2023 23:34,15.65,4.25,1.29,30172,55.6,28.6,0.42,0.43,,56.02511005,28.61255037
20/11/2023 19:44,15.5,4.2,1.29,34257,56.1,28.6,0.42,0.43,,57.30395476,28.5924101
20/11/2023 03:54,15.2,4.25,1.29,32355,57.6,29,0.43,0.39,0.4275,56.87647419,28.97283432
19/11/2023 23:44,15.3,4.35,1.28,32220,59.3,29.3,0.43,0.39,0.4275,59.30418649,29.25776894
19/11/2023 19:44,15.5,4.45,1.28,31804,59,29.6,0.43,0.39,0.4275,60.0106109,29.60460101
19/11/2023 03:44,15.5,4.66,1.28,31744,59.1,30.2,0.45,0.44,0.415,59.75490549,30.21854526
17/11/2023 16:24,15.7,4.75,1.28,34079,59.7,30.6,0.52,0.52,0.4625,60.57466651,30.55349458
17/11/2023 08:24,15.55,4.6,1.29,32381,56.4,31.2,0.49,0.49,0.4625,57.14894517,31.19075145
16/11/2023 20:14,15.6,4.1,1.29,35576,56.9,30.3,0.49,0.49,0.5125,56.77276932,30.2755015
15/11/2023 04:24,15.4,4.32,1.29,32846,57.2,29.3,0.44,0.42,0.4625,56.5439303,29.3464046
14/11/2023 04:44,15.32,4.3,1.27,29812,61.6,29.3,0.39,0.4,0.43,63.1507494,29.32537861
13/11/2023 04:04,15.35,4.35,1.26,28816,64.8,29.1,0.49,0.41,0.42,65.16462133,29.09558753
12/11/2023 19:44,15.6,4.2,1.27,30596,61.9,29.3,0.49,0.41,0.42,61.57399826,29.26794598
12/11/2023 06:24,15.42000008,4.199999809,1.275216818,29762,60.81940079,28.71836281,0.404000014,0.38499999,0.4275,61.10090046,28.8115942
12/11/2023 06:14,15.42000008,4.199999809,1.276422024,29762,60.81940079,28.71836281,0.404000014,0.38499999,0.4275,60.97791441,28.71836357
12/11/2023 03:34,15.43999958,4.25,1.274600625,29848,60.81940079,28.71836281,0.404000014,0.38499999,0.4275,60.43726689,28.71836254
11/11/2023 19:54,15.14999962,4.199999809,1.277198792,29728,60.89819336,29.53266525,0.404000014,0.38499999,0.4275,60.87875085,29.53266455
11/11/2023 08:24,15.19999981,4.048999786,1.270156741,28362,63.08682632,28.13239098,0.363000005,0.375999987,0.4275,62.74706567,29.08133369
11/11/2023 04:14,15,4.353000164,1.268422127,28613,63.08682632,28.13239098,0.363000005,0.375999987,0.394500002,63.49936666,28.13239009
11/11/2023 00:34,15.5,4.449999809,1.260373712,32259,69.07598877,30.17418289,0.363000005,0.375999987,0.394500002,64.91425455,30.17418511
10/11/2023 16:14,15.39999962,4.349999905,1.276641726,30118,61.99227142,29.87565613,0.363000005,0.375999987,0.394500002,61.21088869,29.87565536
10/11/2023 08:34,15.39999962,4.25,1.268004417,29254,63.38577652,29.33466339,0.400000006,0.430000007,0.394500002,63.88040891,29.3346626
09/11/2023 15:54,15.69999981,4.150000095,1.25949657,28940,66.18711853,28.98794365,0.400000006,0.430000007,0.378749996,65.32915343,28.98794421
09/11/2023 08:34,15.10000038,3.947999954,1.263113141,31367,64.43836975,28.43425751,0.379999995,0.379999995,0.378749996,63.82479845,28.43425886
08/11/2023 01:34,17,4.300000191,1.250437737,21117,68.67410278,25.68080139,0.439999998,0.379999995,0.379999995,66.13100684,25.68080145
05/11/2023 04:14,15.64999962,4.25,1.279184699,32088,58.45960617,28.87106895,0.409000009,0.386999995,0.437250003,58.73581254,28.87106922
04/11/2023 23:34,15.35000038,4.300000191,1.279977202,32442,58.57640076,28.85488892,0.409000009,0.386999995,0.437250003,59.08509902,28.85488884
03/11/2023 23:34,15.5,4.353000164,1.27905333,33399,60.28645706,28.96309662,0.409000009,0.386999995,,60.47932707,28.96309689
03/11/2023 04:04,15,4.150000095,1.273759842,33562,61.92604828,29.75584984,0.397000015,0.400000006,0.395000004,62.55479632,29.75585064
01/11/2023 16:24,15.25,4.199999809,1.257348657,28366,66.8102951,28.90283966,0.370999992,0.363999993,0.392000005,67.35991461,28.90283972
01/11/2023 03:34,15.39999962,4.300000191,1.269163966,30526,63.40383911,28.87855911,0.40200001,0.409000009,0.375249997,63.21362412,28.87855779
31/10/2023 03:44,15.05000019,4.599999905,1.26684773,30564,64.62796783,30.59465599,0.361999989,0.374000013,0.395500004,64.50180882,30.59465617
30/10/2023 20:14,15.30000019,3.900000095,1.26545012,28971,64.11057281,30.51994133,0.361999989,0.374000013,0.395500004,64.21115866,30.51994157
28/10/2023 11:34,16.14999962,4,1.25538671,26250,67.97642517,27.38059998,0.409999996,0.389999986,0.404624995,67.89728534,27.38059947
28/10/2023 00:04,15.25,4.050000191,1.2461555,29423,69.62798309,27.75605965,0.409999996,0.389999986,,69.26225228,27.75605992
27/10/2023 03:34,15.19999981,4.150000095,1.260680437,27753,66.07549286,28.13738441,0.352999985,0.335000008,0.385749988,66.04177983,28.13738511
26/10/2023 19:34,15.35000038,4.250999928,1.262143016,29224,65.19502258,28.36855507,0.352999985,0.335000008,0.385749988,65.04831458,28.3685558
26/10/2023 08:54,15.30000019,3.839999914,1.266581178,27366,64.08620453,28.89951134,0.344999999,0.328000009,0.385749988,64.0487603,28.8995101
24/10/2023 08:54,15.03999996,3.845999956,1.254125476,26957,66.67156219,27.0734024,0.305000007,0.319999993,0.335750006,66.60951154,27.07340255
22/10/2023 21:24,15.10000038,3.900000095,1.251043081,27852,68.03777313,27.33869553,0.351000011,0.342000008,0.324000001,68.34174362,27.33869555
21/10/2023 07:44,15.11999989,4.300000191,1.25295794,25828,68.61858368,28.15225983,0.351000011,0.340000004,,68.27430314,28.1522596
21/10/2023 03:54,15.30000019,4.25,1.257659674,25813,67.34633636,29.20245552,0.351000011,0.340000004,,67.47810662,29.20245715
20/10/2023 03:54,15.14999962,4.150000095,1.259903193,23967,66.52174377,29.25776863,0.360000014,0.351000011,0.348250009,67.52177583,29.2577692
19/10/2023 23:34,15.39999962,4.25,1.253545165,23772,68.58594513,28.90283966,0.360000014,0.351000011,0.348250009,68.18992219,28.90283972
19/10/2023 19:44,15.19999981,4.099999905,1.251729727,22547,67.52713013,28.92126274,0.360000014,0.351000011,0.348250009,67.59808622,28.92126349
19/10/2023 03:34,15.10000038,4.150000095,1.250857949,23666,70.19765472,28.79042625,0.338,0.344999999,0.350000009,70.25519774,28.79042579
18/10/2023 03:44,15.19999981,3.640000105,1.250757337,22351,69.04045868,27.10424042,0.360000014,0.389999986,0.347000003,69.77641955,27.10423927
17/10/2023 08:44,14.39999962,4.048999786,1.231344461,17413,68.04774475,28.87266731,0.381000012,0.368999988,0.347000003,72.00274081,26.28452877
15/10/2023 23:44,14.97999954,3.900000095,1.255360723,22907,68.04774475,28.87266731,0.333999991,0.349000007,0.363249995,68.90785673,28.87266678
14/10/2023 20:44,14.69999981,4.150000095,1.238282561,21477,73.28019714,29.41176414,0.442000002,0.421000004,0.368500002,73.12741515,29.41176498
11/10/2023 23:34,14.89999962,4.449999809,1.252358675,20979,69.20858002,30.3300972,0.363999993,0.379999995,0.385999993,69.4025515,30.33009781
09/10/2023 04:14,15.60000038,4.449999809,1.23439014,15523,72.85283661,30.49098969,0.44600001,0.416999996,0.341999993,73.39468909,30.49099127
04/10/2023 03:54,15.39999962,4.400000095,1.26256001,17983,66.53961182,29.67363167,0.39199999,0.367000014,0.569000013,66.6359819,29.6736309
03/10/2023 23:34,15.5,4.449999809,1.25969851,16631,66.64945221,29.30581665,0.39199999,0.367000014,0.569000013,68.65583609,29.30581683
03/10/2023 04:04,14.89999962,4.449999809,1.224579453,22701,72.79208374,30.3300972,0.521000028,0.524999976,0.411750012,69.65776755,30.33009781
02/10/2023 23:34,15.19999981,4.400000095,1.25734961,22657,67.77848053,30.49857712,0.521000028,0.524999976,0.411750012,67.61530384,30.49857528
30/09/2023 16:14,15.35000038,4.150000095,1.260518789,18874,66.61241913,29.12223053,0.39199999,0.419999987,0.382500001,67.2263554,29.12223108
28/09/2023 19:54,16.32999992,4.75,1.24828136,19541,69.45417023,27.55005074,0.36500001,0.36500001,0.405999989,70.05714403,27.55005026
28/09/2023 00:04,15.14000034,4.5,1.2467767,16607,70.12084961,30.59317589,0.360000014,0.416000009,0.36500001,71.12018777,30.59317708
27/09/2023 03:54,15.94999981,4.550000191,1.243560553,16384,71.32776642,29.25020599,0.550000012,0.546000004,0.388000011,71.55077623,29.2502055
26/09/2023 03:34,15,4.550000191,1.262550235,25453,65.33570862,30.45467567,0.423999995,0.36500001,0.508000001,65.24411533,30.4546757
26/09/2023 00:04,15.27000046,4.099999905,1.265075445,23571,66.83148956,29.02466774,0.423999995,0.36500001,0.508000001,64.95213397,30.8297947
24/09/2023 14:24,15.10999966,4.150000095,1.251323819,25589,69.30462646,29.29661179,0.423999995,0.36500001,,70.12211551,29.29661302
23/09/2023 16:04,15.39999962,4.050000191,1.255459428,23295,62.67873383,9.832018852,0.423999995,0.36500001,,63.24332033,9.832018384
22/09/2023 16:14,15.19999981,4.150000095,1.250666738,22896,68.65431976,28.98794365,0.361999989,0.361000001,0.394500003,69.22388072,28.98794421
22/09/2023 08:34,15.22999954,4.048999786,1.249925494,26585,68.4482193,28.01396179,0.386000007,0.377999991,0.394500003,69.72075175,28.3685558
22/09/2023 01:34,15.39999962,4.099999905,1.253338575,27541,68.4482193,28.01396179,0.386000007,0.377999991,0.361499995,68.40804514,28.01396069
21/09/2023 03:44,15.60000038,4.199999809,1.258011699,25692,65.53240967,27.86445808,0.338999987,0.411000013,0.370249994,65.64622883,27.86445847
21/09/2023 00:14,15.64999962,4.25,1.259655476,25633,66.66777802,28.38064384,0.338999987,0.411000013,0.370249994,67.46016947,28.28685167
18/09/2023 20:14,15.85000038,4,1.278414726,31469,59.58201218,28.29640198,0.407000005,0.412999988,0.409000009,60.55315829,28.29640148
18/09/2023 03:54,15.69999981,4.050000191,1.273128629,30580,61.73166656,27.48528862,0.407999992,0.426999986,0.409999996,62.57489801,27.48529
17/09/2023 23:54,15.19999981,3.950000048,1.25948751,31428,63.36444855,27.85862541,0.407999992,0.426999986,0.409999996,65.98685776,27.87552807
17/09/2023 08:34,15.39999962,4.050000191,1.26651752,28174,63.36444855,27.85862541,0.433999985,0.428000003,0.409999996,63.99976526,27.85862589
17/09/2023 03:34,15.14999962,3.950000048,1.253395438,28259,65.61884308,28.39074707,0.433999985,0.428000003,0.424249988,67.04292816,28.39074814
16/09/2023 19:44,15.56999969,3.744999886,1.263358235,32182,64.08238983,27.43994904,0.433999985,0.428000003,0.424249988,63.68463833,27.43994961
16/09/2023 08:34,15.52000046,4.099999905,1.267408967,31264,62.58975983,26.14259148,0.433999985,0.428000003,0.424249988,61.90057952,26.14259226
15/09/2023 19:54,15.47999954,3.845999956,1.267273784,32156,62.94600677,28.05783081,0.433999985,0.428000003,,62.92581516,28.05783061
15/09/2023 12:04,15.69999981,3.744999886,1.267413855,32217,64.49263763,26.72229004,0.462000012,0.483999997,,65.1435361,26.7222897
15/09/2023 08:34,15.60000038,3.947999954,1.263152719,33057,65.42237854,26.13026047,0.462000012,0.483999997,,65.22413423,26.13026027
14/09/2023 15:54,15.39999962,3.845999956,1.255114436,33101,67.49168396,27.39126778,0.462000012,0.483999997,0.438000001,67.7907732,27.39126902
14/09/2023 03:44,15.32999992,4.300000191,1.267992258,32768,63.03881836,28.51964378,0.449999988,0.449999988,0.469999999,62.98862516,28.51964316
13/09/2023 20:04,15.5,4.150000095,1.269914985,32922,63.22703171,28.93674278,0.449999988,0.449999988,0.469999999,63.82231377,28.93674399
13/09/2023 08:54,15.05000019,4.099999905,1.271110654,32910,62.39986801,28.07019234,0.439999998,0.453999996,0.469999999,62.71091954,28.0701932
13/09/2023 04:44,15.5,4.199999809,1.271939516,32850,62.60463715,28.51964378,0.439999998,0.453999996,0.447499991,61.93053932,28.51964316
12/09/2023 19:34,15.19999981,4.400000095,1.263238549,35900,64.83003235,29.08133316,0.439999998,0.453999996,0.447499991,64.98656891,29.08133369
11/09/2023 08:34,15.89999962,4.25,1.281819701,33804,60.4925499,29.70711327,0.439999998,0.456999987,0.427749999,62.36428916,29.70711394
10/09/2023 03:34,15.30000019,4.349999905,1.26151979,32047,65.82221985,29.16275978,0.441000015,0.407000005,0.445124999,65.77712155,29.16275996
09/09/2023 19:44,15.32999992,4.400000095,1.26514101,33921,64.12283325,29.40168571,0.441000015,0.407000005,0.445124999,63.78397829,29.40168479
09/09/2023 03:24,15.19999981,4.349999905,1.269374728,31428,62.96845245,29.93943024,0.441000015,0.407000005,,62.59977834,29.9394322
08/09/2023 19:54,15.19999981,4.199999809,1.272898436,32392,62.37517929,29.40168571,0.441000015,0.407000005,,62.47560666,29.40168479
07/09/2023 08:34,15.30000019,4.250999928,1.262798429,28927,66.04866791,28.81159401,0.458999991,0.460999995,0.413750008,65.68999068,28.81159276
06/09/2023 03:44,15.19999981,4.300000191,1.27135694,31902,62.57271194,28.87855911,0.510999978,0.514999986,0.47299999,62.62162388,28.87855779
02/09/2023 12:44,14.64000034,4.449999809,1.171338201,32429,63.25392532,29.49554825,0.389999986,0.389999986,0.451750003,63.45441312,29.49554748
02/09/2023 03:34,15.25,4.400000095,1.263515711,31077,65.71923828,30.10796738,0.389999986,0.389999986,,65.21630206,30.10796695
01/09/2023 23:34,15.25,4.449999809,1.264000058,30837,64.70114136,30.25959015,0.389999986,0.389999986,,65.14108123,30.25958976
01/09/2023 19:54,15.22000027,4.554999828,1.261097789,30837,66.29036713,30.92402458,0.389999986,0.389999986,,65.99817006,30.21854462
01/09/2023 09:04,14.81999969,4.449999809,1.258579612,32507,66.29036713,30.92402458,0.433999985,0.430999994,,66.78910212,30.92402396
01/09/2023 04:04,15.10000038,4.353000164,1.258456588,32414,66.95587158,30.6405468,0.433999985,0.430999994,0.389999986,67.34779094,30.64054659
01/09/2023 00:24,15.19999981,4.300000191,1.256052613,31975,67.21412659,29.96229744,0.433999985,0.430999994,0.389999986,67.08254777,30.03343898
31/08/2023 11:44,14.88000011,4.150000095,1.258382559,31842,66.11254883,28.57276535,0.433999985,0.39199999,0.389999986,65.8803389,28.57276695
30/08/2023 11:54,14.94999981,4.050000191,1.255875945,32445,66.75343323,29.24710846,0.374000013,0.370999992,0.43249999,66.06470335,29.24710898
29/08/2023 08:44,14.89000034,3.599999905,1.263982415,27948,65.65445709,28.53952599,0.446999997,0.416000009,0.397999995,66.12769415,28.53952754
28/08/2023 19:44,15.11999989,4.25,1.230856299,32326,74.4532547,27.35679436,0.446999997,0.416000009,0.372500003,71.23394073,27.35679324
26/08/2023 16:24,14.75,4.150000095,1.265617967,33223,63.75794601,28.78881836,0.437999994,0.44600001,0.44675,64.04437419,28.78881814
26/08/2023 07:54,14.68999958,4.048999786,1.258586645,30570,66.590065,28.50732613,0.437999994,0.44600001,,66.45665255,29.45763634
26/08/2023 00:24,15.30000019,4.099999905,1.258282661,34795,66.590065,28.50732613,0.437999994,0.44600001,,67.47371474,28.50732497
25/08/2023 16:04,15.05000019,4.199999809,1.262203455,34336,66.23847198,28.65439606,0.437999994,0.44600001,,66.31042522,28.65439413
25/08/2023 08:04,14.65999985,4.150000095,1.261039972,34936,66.24956512,29.63625526,0.561999977,0.611999989,,66.19999696,29.63625427
25/08/2023 04:14,14.60000038,4.250999928,1.26245141,34936,65.67508698,29.74309731,0.561999977,0.611999989,0.472999998,65.55148029,29.74309844
24/08/2023 08:54,14.5,3.845999956,1.265341997,34189,64.4888382,28.47534943,0.375,0.433999985,0.472999998,65.19263725,28.47535098
24/08/2023 04:44,14.80000019,4.099999905,1.258304119,34189,66.31654358,27.49726677,0.375,0.433999985,,66.75989349,27.49726581
21/08/2023 03:44,15.23999977,4.048999786,1.262915134,33164,65.55840302,28.38615227,0.39199999,0.388000011,0.400999993,65.38572338,28.38615237
20/08/2023 19:54,15,4.656000137,1.266773582,33412,63.46149445,28.56170654,0.39199999,0.388000011,0.400999993,63.63382979,28.56170579
20/08/2023 03:44,15.35000038,4.099999905,1.262153387,28860,64.38304138,27.24481964,0.5,0.439999998,0.417000003,64.85919363,27.24481941
17/08/2023 12:04,15.60000038,4.449999809,1.269166827,28659,63.20318222,29.49648285,0.409999996,0.419,0.469999999,63.87053638,29.49648278
16/08/2023 19:54,15.75,4.250999928,1.287142396,30979,57.07164001,28.93886185,0.409999996,0.421999991,0.415249996,57.52961402,28.93886086
16/08/2023 09:04,16,4.5,1.272958875,32835,61.89057922,28.07373428,0.50999999,0.5,0.415249996,62.1809225,28.07373336
16/08/2023 03:44,15.89999962,4.550000191,1.268512011,32835,63.45952225,29.64096832,0.50999999,0.5,0.415999994,62.69879274,29.6409683
