ts,P2O5,SO4,density,Cl,x,y,SO4_m,SO4_s,average,R(K),R(SO4)
29/03/2024 00:34,16.34,4.25,1.279,26242,60.5,28.8,0.42,0.42,0.42,60.27204364,28.78351553
28/03/2024 20:14,15.7,3.23,1.278,26000,59.8,27.6,0.42,0.42,0.42,59.23826682,27.63708636
28/03/2024 04:04,16,4.35,1.277,25410,60.7,28.1,0.407,0.409,0.41675,60.5553806,28.06840121
27/03/2024 23:34,16.3,4.2,1.275,25188,60.6,28.4,0.407,0.409,0.41675,61.1981322,28.42744719
27/03/2024 08:34,15.8,4.05,1.279,24930,59.9,27.8,0.49,0.44,0.41675,60.26286738,27.75292223
27/03/2024 04:04,16.2,3.9,1.276,24833,60.2,26.9,0.49,0.44,0.41575,60.77374805,26.93550653
26/03/2024 16:34,16.75,4.35,1.278,25353,59.9,27.3,0.49,0.44,0.41575,59.93859221,27.25367823
26/03/2024 11:54,16.85,4.25,1.275,24658,60.7,27.6,0.34,0.35,0.41575,60.63003069,27.81304876
26/03/2024 08:44,16.9,4.05,1.278,23549,59.4,27.1,0.34,0.35,0.41575,59.49656883,27.08926215
26/03/2024 04:04,16.7,3.95,1.28,23767,59,26.6,0.34,0.35,0.4275,59.07543299,26.63609837
25/03/2024 19:34,16.9,3.6,1.279,22256,59.1,24.6,0.34,0.35,0.4275,58.95447813,24.55202766
25/03/2024 11:44,17,3.64,1.277,23018,59.3,24.1,0.33,0.329,0.4275,59.67432509,24.06779661
25/03/2024 08:34,16.7,4.05,1.276,22943,59.5,24.5,0.33,0.329,0.4275,60.04559575,24.54693971
25/03/2024 04:14,16.48,4.25,1.27,22011,62.9,27,0.33,0.329,0.3425,62.94748675,26.99619772
25/03/2024 00:24,16.2,4.05,1.267,21059,63.4,27.5,0.33,0.329,0.3425,63.89725421,27.46802603
24/03/2024 16:14,15.9,4.05,1.255,19377,66.9,26.6,0.33,0.329,0.3425,67.12072356,26.57185629
24/03/2024 12:04,16.25,3.95,1.256,21589,67,27.4,0.366,0.36,0.3425,67.2651015,27.36616702
24/03/2024 08:34,16.05,3.3,1.26,20393,65.4,23.3,0.366,0.36,0.3425,65.61579552,26.44631996
24/03/2024 03:54,16.2,3.2,1.258,20369,65.4,23.3,0.366,0.36,0.3295,65.35981988,23.26481978
23/03/2024 19:44,16.15,3.34,1.257,19435,65,22.8,0.366,0.36,0.3295,65.59803542,22.77465918
23/03/2024 17:24,16.3,3.04,1.257,19435,65.7,23.4,0.366,0.36,0.3295,65.56691834,23.42493629
23/03/2024 12:04,15.9,3.5,1.253,19274,66.5,21.7,0.244,0.206,0.3295,66.58501661,21.72652601
23/03/2024 03:44,16.25,3.6,1.253,19524,67.6,24.4,0.244,0.206,0.363,66.79775608,24.4466306
22/03/2024 19:34,16,3.84,1.253,19939,67.1,24.8,0.244,0.206,0.363,67.10748943,24.79627474
22/03/2024 12:04,15.9,3.64,1.252,22434,68,26,0.126,0.156,0.363,68.14492281,25.95978062
21/03/2024 19:54,16.05,2.5,1.249,16722,68.2,23.1,0.126,0.156,0.1955,68.79821533,23.08248043
21/03/2024 15:54,15.75,4.15,1.083,19610,56.8,27.4,0.126,0.156,0.1955,71.53535299,18.86892739
19/03/2024 20:24,16.32,4.05,1.288,28689,56.8,27.4,0.529,0.524,0.4485,57.69389798,27.35713291
19/03/2024 11:34,16.5,3.94,1.298,28002,53.9,26.4,0.553,0.514,0.4485,53.40644454,26.40132213
19/03/2024 08:44,16.45,4.15,1.299,28057,52.8,26.2,0.553,0.514,0.4485,52.94981118,26.21890641
18/03/2024 19:44,16.6,4.45,1.296,29066,53.8,28.4,0.553,0.514,0.5325,53.73896985,27.17546691
18/03/2024 16:04,16.45,4.55,1.298,30645,53.8,28.4,0.553,0.514,0.5325,54.20051106,28.43041096
18/03/2024 11:34,16.62,4.45,1.293,30351,55.2,29.2,0.481,0.554,0.5325,55.79253995,29.16008485
18/03/2024 08:34,16.35,4.05,1,31531,55.2,28.4,0.481,0.554,0.5325,56.68003839,28.39361941
17/03/2024 16:24,16.3,4.15,1.3,27933,52.5,28,0.481,0.554,0.5155,53.75065019,28.01894238
17/03/2024 11:54,16.2,4.2,1.294,30743,54.5,27.3,0.671,0.629,0.5155,55.24548091,27.29630831
17/03/2024 06:14,16.3,4.05,1.29,29217,56.9,28,0.671,0.629,0.5175,56.13254349,27.95664057
16/03/2024 20:54,16.2,4.25,1.286,29964,57.4,28.2,0.671,0.629,0.5175,57.79276933,28.17845901
16/03/2024 16:14,16.3,4.2,1.29,29524,56.5,27.9,0.671,0.629,0.5175,55.26146952,27.89461521
16/03/2024 11:44,16.65,4.25,1.293,30310,54.8,27.5,0.7,0.67,0.5175,55.56670353,27.53462604
16/03/2024 08:24,16.8,4,1.292,29631,55.2,27.5,0.7,0.67,0.5175,55.4350166,27.46802603
16/03/2024 03:34,16.7,4.1,1.29,29510,55.4,26,0.7,0.67,0.65,55.42668786,26.04548789
15/03/2024 19:24,16.97,4.25,1.291,31231,55,26.4,0.7,0.67,0.65,55.37841202,26.35104553
15/03/2024 16:04,16.7,3.84,1.293,30968,54.8,26.9,0.7,0.67,0.65,54.80422007,26.93835647
15/03/2024 12:04,16.6,4.05,1.296,29305,53.7,25.3,0.533,0.574,0.65,53.5067034,25.26690391
15/03/2024 08:14,16.6,3.9,1.296,28310,53.5,26.4,0.533,0.574,0.65,54.71697904,26.40132213
15/03/2024 03:44,16.4,3.8,1.288,28215,57.1,26.1,0.533,0.574,0.685,56.14303023,26.13990371
14/03/2024 19:34,16.7,3.85,1.297,25553,53.4,24.9,0.533,0.574,0.685,54.36717686,24.90308289
14/03/2024 15:44,16.6,4.05,1.283,30127,58.1,25.3,0.533,0.574,0.685,58.6934352,25.31604538
14/03/2024 11:44,17.1,4.25,1.289,29134,55.8,26.5,0.528,0.584,0.685,55.38452138,26.51819062
14/03/2024 03:54,17,4.45,1.3,31432,52.4,27.5,0.528,0.584,0.5535,53.57241809,27.48044737
14/03/2024 00:54,16.64,4.35,1.296,31526,55,28,0.528,0.584,0.5535,54.01146905,27.97131601
13/03/2024 03:34,16.92,4.55,1.296,31533,54.4,28,0.56,0.54,0.556,54.52824403,28.03087433
13/03/2024 00:24,16.87,4.45,1.295,27387,54.4,27.3,0.56,0.54,0.556,54.38713117,27.23655035
12/03/2024 20:34,16.8,4.2,1.296,27211,54.2,28.1,0.56,0.54,0.556,54.12231184,28.12669699
12/03/2024 11:44,16.95,4.3,1.297,27211,53.5,26.9,0.556,0.576,0.556,53.55326608,26.93766938
12/03/2024 09:04,16.8,4.25,1.298,27211,53.3,27.3,0.556,0.576,0.556,53.62612602,27.28572705
12/03/2024 00:14,16.04,4.55,1.283,33711,51,28.7,0.556,0.576,0.55,59.47041915,27.49205077
11/03/2024 11:44,16.77,4.76,1.309,33697,51,28.7,0.556,0.576,0.55,50.4447162,28.72449206
11/03/2024 04:24,16.1,4.66,1.305,31452,52.7,30,0.531,0.562,0.55975,52.4110143,30.03661701
10/03/2024 18:14,16.34,5.26,1.301,34209,54.2,31.5,0.531,0.562,0.55975,52.82097782,31.49469624
10/03/2024 16:14,16.36,4.96,1.305,33424,52,32.3,0.531,0.562,0.55975,52.23787026,32.25655997
10/03/2024 13:44,16.3,5.06,1.306,33424,51.3,31,0.531,0.562,0.55975,51.74926619,30.96075397
10/03/2024 11:24,16.45,4.86,1.307,33521,51.6,31.5,0.531,0.562,0.55975,51.84198905,31.46821295
10/03/2024 08:44,16.6,4.35,1.305,31971,51.5,30.5,0.322,0.46,0.55975,52.13307567,30.51414018
09/03/2024 23:54,16,4.25,1.3,31902,53,28.1,0.322,0.46,,52.72195415,28.05559341
09/03/2024 19:54,16.45,4.35,1.305,30958,51.6,28,0.322,0.46,,51.97916884,27.95664057
09/03/2024 16:24,16.45,4.45,1.304,30843,52.1,28.1,0.322,0.46,,51.5949991,28.05559341
09/03/2024 08:14,16.62,4.05,1.302,30632,52.7,28.3,0.322,0.46,,52.65586218,28.33251132
09/03/2024 00:04,16.77,4.15,1.3,30626,52.2,26.8,0.322,0.46,,52.58105134,26.83178815
08/03/2024 11:54,16.85,4.15,1.302,29397,51.5,26.4,0.322,0.46,,52.42183754,26.40841876
08/03/2024 08:34,16.89,4.5,1.299,28491,53.4,26.8,0.6,0.597,,53.76298229,26.76081922
08/03/2024 03:34,16.8,4.6,1.297,28850,54.4,28.5,0.6,0.597,0.4605,52.76035518,28.49879583
07/03/2024 23:44,16.65,4.35,1.308,27846,50.6,28.8,0.6,0.597,0.4605,50.25296522,28.76519288
07/03/2024 15:44,16.33,4.25,1.292,26936,56.3,28.1,0.6,0.597,0.4605,56.06998993,28.05559341
07/03/2024 11:34,16.5,4.05,1.286,26400,57.3,27.7,0.62,0.571,0.4605,58.32700342,27.71017953
07/03/2024 08:24,16.65,4.2,1.291,26121,55.3,26.4,0.62,0.571,0.4605,55.06236064,26.40132213
07/03/2024 03:34,17.1,4.1,1.295,25658,54.2,26.8,0.62,0.571,0.6035,54.19126924,26.7635972
06/03/2024 06:24,16.97,4.58,1.296,23464,54.6,26.8,0.523,0.571,0.5955,58.31195501,26.76631037
05/03/2024 03:34,16.8,4.55,1.298,29013,53.7,28.6,0.565,0.612,0.5575,54.0559139,28.61542794
04/03/2024 23:54,16.5,4.66,1.297,32058,53.7,29.2,0.565,0.612,0.5575,53.97329895,29.22339319
04/03/2024 19:44,16.7,4.8,1.299,31625,54.1,29.6,0.565,0.612,0.5575,53.58367175,29.59232957
04/03/2024 16:34,16.6,4.7,1.301,31625,53.1,29.6,0.565,0.612,0.5575,52.69164315,29.64509395
04/03/2024 03:44,16.75,4.5,1.314,30645,48.5,28.7,0.629,0.643,0.6045,49.36868946,28.72449206
03/03/2024 23:44,16.95,4.55,1.308,31091,51,28.6,0.629,0.643,0.6045,50.97791625,28.62133835
03/03/2024 19:44,16.9,4.66,1.309,31341,50.2,28.4,0.629,0.643,0.6045,50.43367209,28.42123785
03/03/2024 16:24,16.78,4.86,1.31,28820,50.5,28.9,0.629,0.643,0.6045,50.53866797,28.94612518
03/03/2024 12:04,16.75,5.16,1.3,31303,53,30.1,0.666,0.609,0.6045,53.56480392,30.06744393
03/03/2024 08:44,16.65,4.65,1.314,32057,49.5,31.3,0.666,0.62,0.6045,49.94416471,31.30318876
03/03/2024 04:04,16.45,4.6,1.31,32175,49.7,29.3,0.666,0.62,0.641,50.05169156,29.29588713
02/03/2024 23:34,16.65,4.65,1.311,32059,50.2,28.9,0.666,0.62,0.641,49.71641463,28.94876795
02/03/2024 19:44,16.91,4.76,1.312,30853,49.9,29.3,0.666,0.62,0.641,49.61683897,29.29588713
02/03/2024 17:44,16.86,4.86,1.312,30853,49.7,29.4,0.666,0.62,0.641,49.90570691,29.39702864
02/03/2024 13:34,17.02,4.76,1.308,30578,51.2,29.6,0.666,0.62,0.641,50.76646519,29.60922618
02/03/2024 11:34,17.12,4.86,1.309,30767,50.2,29.2,0.666,0.62,0.641,50.61199022,29.26263291
02/03/2024 10:04,17.1,4.76,1.308,30767,50.2,29.6,0.666,0.62,0.641,50.93384059,29.57268473
02/03/2024 08:44,17.2,4.7,1.307,32721,50.5,29.2,0.666,0.62,0.641,50.98492536,29.16565984
02/03/2024 03:34,16.55,4.8,1.311,32549,50.1,29.8,0.666,0.62,,49.97389918,29.77071996
01/03/2024 23:54,16.65,4.5,1.311,32094,50.2,29.8,0.666,0.62,,49.98550023,29.83193277
01/03/2024 19:54,16.7,4.6,1.312,32183,49.1,28.4,0.666,0.62,,49.99528032,28.37729816
01/03/2024 16:44,16.7,4.65,1.312,32130,49.5,28.9,0.666,0.62,,49.36316573,28.88731647
01/03/2024 08:34,16.7,4.35,1.315,33591,48.1,29,0.666,0.642,,48.54863834,29.04843606
01/03/2024 06:14,16.2,4.45,1.315,33591,48.6,27.8,0.666,0.642,0.643,48.06086462,27.81304876
01/03/2024 03:44,16.3,4.35,1.317,33332,47.6,28.9,0.666,0.642,0.643,47.75584606,28.89214028
29/02/2024 19:54,16.4,4.65,1.315,30707,48.5,28.7,0.666,0.642,0.643,49.23303884,28.72449206
29/02/2024 15:44,16.7,4.6,1.307,32869,51.1,29.5,0.666,0.642,0.643,50.92330171,29.48425988
29/02/2024 11:44,16.6,4.65,1.313,31670,48.6,28.9,0.55,0.515,0.643,49.30032299,28.88731647
29/02/2024 08:34,16.7,4.7,1.313,30630,49.6,29.3,0.55,0.515,0.643,48.56470202,29.29588713
29/02/2024 03:34,16.2,4.8,1.315,30090,48.9,29.8,0.55,0.515,0.625,49.4916335,29.77071996
28/02/2024 23:34,16.4,4.9,1.309,30090,50.7,30.3,0.55,0.515,0.625,53.28604127,30.2771855
28/02/2024 19:44,16.18,4.86,1.292,33329,56,30.8,0.55,0.515,0.625,57.14981604,30.84493306
28/02/2024 17:44,16.39,4.76,1.282,33329,58.9,30.8,0.55,0.515,0.625,58.32173452,30.76223589
28/02/2024 08:44,16.3,4.4,1.311,34978,50.5,28.4,0.549,0.572,0.625,50.01820239,30.04943628
28/02/2024 03:44,16.3,4.5,1.309,35100,50.5,28.4,0.549,0.572,0.5325,49.99626293,28.41033103
27/02/2024 08:14,16.78,5.06,1.31,31485,49.9,29.4,0.575,0.602,0.5325,50.75743591,29.46582833
27/02/2024 06:24,16.6,4.81,1.308,31485,50.9,30.8,0.575,0.602,0.5605,51.67414543,30.84571134
27/02/2024 04:04,16.75,4.86,1.305,31485,51.8,30,0.575,0.602,0.5605,52.20053794,30.00149344
27/02/2024 02:24,16.8,4.96,1.303,31485,52.5,30,0.575,0.602,0.5605,52.54824961,30.02976346
26/02/2024 21:44,16.84,5.06,1.303,31018,53.2,30,0.575,0.602,0.5605,52.80804832,29.96717211
26/02/2024 20:34,16.6,4.8,1.302,31792,52.9,30.8,0.575,0.602,0.5605,53.01026023,30.76962606
26/02/2024 12:24,16.55,4.9,1.311,31836,49.9,30.2,0.575,0.602,0.5605,49.96786523,30.21276596
26/02/2024 08:44,16.46,4.86,1.308,30750,50.7,30.3,0.575,0.576,0.5605,51.48875885,30.32865487
25/02/2024 23:54,16.65,4.8,1.303,31346,52.5,30.3,0.575,0.576,0.5885,52.20366109,30.25727364
25/02/2024 21:54,16.4,4.86,1.306,31346,51.5,29.9,0.575,0.576,0.5885,51.25356496,29.89473684
25/02/2024 15:44,16.4,4.25,1.309,29569,49.9,26.6,0.575,0.576,0.5885,50.01768379,26.63609837
25/02/2024 12:54,16.5,4.45,1.079,28271,51.6,27.7,0.568,0.552,0.5885,52.16936361,27.71017953
25/02/2024 08:24,16.4,4.65,1.299,30839,53.5,28.5,0.568,0.552,0.5885,55.53389648,28.51662981
24/02/2024 23:34,16.5,4.6,1.305,30230,52.2,29.5,0.568,0.552,0.57975,51.54842265,29.54759028
24/02/2024 21:54,16.55,4.65,1.306,30230,51.3,29.2,0.568,0.552,0.57975,50.77048613,29.1972108
24/02/2024 12:04,16.86,4.35,1.308,34207,51.1,32.5,0.568,0.552,0.57975,52.75366897,32.50583794
24/02/2024 03:34,16.95,4.3,1.32,34207,46,27.9,0.568,0.552,,47.13460265,27.9337946
24/02/2024 01:24,17.2,4.25,1.316,34207,47.9,27.3,0.568,0.552,,47.50215974,27.28572705
23/02/2024 23:34,17,4.35,1.319,34267,47.3,26.8,0.568,0.552,,46.83908167,26.76631037
23/02/2024 21:44,17.1,4.25,1.322,34267,46,27.5,0.568,0.552,,46.80335925,27.45699427
23/02/2024 19:44,18.4,3.86,1.319,41963,46.9,23.7,0.568,0.552,,46.77958911,26.88076255
23/02/2024 18:04,19.27,3.85,1.319,41963,46.9,23.7,0.568,0.552,,46.03487134,23.68180011
23/02/2024 16:24,16.62,4.95,1.319,41963,45.6,22.8,0.568,0.552,,45.76650991,22.81129257
23/02/2024 14:04,16.83,4.96,1.32,41963,47,30.6,0.568,0.552,,47.31513383,30.58187799
23/02/2024 11:54,16.85,5.05,1.32,42532,47.3,30.4,0.57,0.54,,47.28922917,30.35862069
23/02/2024 09:34,16.82,5.06,1.32,42532,47.1,30.7,0.57,0.54,,47.53501154,30.71486701
23/02/2024 08:34,16.9,4.35,1.319,34230,47.2,30.8,0.57,0.54,,47.68838474,30.79494608
23/02/2024 06:14,16.5,4.45,1.319,34230,46.9,27.6,0.57,0.54,0.5605,47.03263816,27.57466185
23/02/2024 04:04,16.8,4.25,1.318,34221,47.1,28.5,0.57,0.54,0.5605,47.55768837,28.51662981
23/02/2024 01:34,16.7,4.35,1.317,34221,46.8,27.2,0.57,0.54,0.5605,47.74244213,27.23006813
22/02/2024 23:54,17.1,4.25,1.317,31848,48.1,27.8,0.57,0.54,0.5605,48.58822925,27.81304876
22/02/2024 21:24,17.3,4.45,1.312,31848,49.2,26.9,0.57,0.54,0.5605,50.15070582,26.88076255
22/02/2024 17:54,17.2,4.55,1.319,31848,46.7,27.6,0.57,0.54,0.5605,48.15118262,27.5613905
22/02/2024 11:44,17.3,4.76,1.329,34662,44.7,28.6,0.36,0.36,0.5605,44.52885048,28.60241711
22/02/2024 08:34,17.1,4.05,1.325,34490,45.8,29,0.36,0.36,0.5605,45.51648565,29.0453436
21/02/2024 19:34,17.12,4.35,1.32,34700,46.3,27.1,0.36,0.36,0.555,46.67972024,27.1126286
21/02/2024 16:14,17.2,4.45,1.318,33564,47.2,27.3,0.36,0.36,0.555,47.76126101,27.28236385
21/02/2024 11:44,17.1,4.35,1.312,33740,48.5,27.6,0.32,0.33,0.555,49.11229208,27.61921413
21/02/2024 03:34,17.15,4.3,1.313,34690,48.2,27.7,0.32,0.33,0.35,48.77528517,27.68521801
20/02/2024 19:34,16.5,4.25,1.313,35152,48.8,27.3,0.32,0.33,0.35,48.75861293,27.34437976
20/02/2024 16:04,17.1,4.05,1.313,34325,48.9,27.4,0.32,0.33,0.35,48.27640283,27.34852948
20/02/2024 11:24,16.86,3.95,1.316,35112,47.3,25.7,0.35,0.34,0.35,47.9414817,25.7211861
20/02/2024 08:44,16.74,4.05,1.313,30899,48,25.8,0.35,0.34,0.35,48.74388559,25.80392879
20/02/2024 00:14,16.7,4.15,1.304,30273,51.2,26.2,0.35,0.34,0.3325,52.17364289,26.23942621
19/02/2024 03:44,16.72,4.05,1.29,30013,55.3,25.9,0.33,0.35,0.345,56.68697368,25.91839564
19/02/2024 00:14,16.61,3.95,1.281,28691,58.3,26.3,0.33,0.35,0.345,59.98630387,26.34327333
18/02/2024 20:14,16.55,4,1.195,33497,62.4,25.9,0.33,0.35,0.345,62.03480549,25.91839564
18/02/2024 03:34,16.59,3.85,1.297,33628,53.4,25.1,0.358,0.358,0.347,53.07898475,25.07507224
18/02/2024 00:14,16.65,4,1.3,33797,52.7,25.5,0.358,0.358,0.347,52.03892115,25.53169629
17/02/2024 12:14,16.5,4.1,1.306,35270,50.5,26,0.358,0.358,0.347,50.54463855,26.04548789
17/02/2024 03:44,16.4,4.25,1.303,34753,51.8,27.4,0.358,0.358,,52.2047834,27.35277931
16/02/2024 23:44,16.25,4.15,1.3,34264,53.6,27.7,0.358,0.358,,53.49402466,27.71017953
16/02/2024 19:44,16,4.35,1.297,32386,53.8,27.4,0.358,0.358,,54.26601998,27.35713291
16/02/2024 04:04,16.4,4.05,1.29,32456,56,28.1,0.349,0.348,0.358,56.59269007,28.05559341
16/02/2024 00:04,16,4.15,1.289,32245,56.8,26.7,0.349,0.348,0.358,56.51719477,26.70734766
15/02/2024 16:14,16.25,3.7,1.278,33413,59.8,26.9,0.349,0.348,0.358,60.42671238,26.9113064
15/02/2024 03:34,16.2,3.8,1.294,33781,54.8,25.4,0.349,0.343,0.3485,54.13387872,25.36938677
14/02/2024 19:44,16.4,3.95,1.289,33606,56.2,25.3,0.349,0.343,0.3485,55.90604717,25.29533096
14/02/2024 16:04,16.2,3.9,1.292,33916,55.2,26.2,0.349,0.343,0.3485,55.19725735,26.20905565
13/02/2024 23:54,15.9,3.95,1.283,32492,58.3,27,0.331,0.326,0.346,58.89773633,26.99619772
13/02/2024 20:24,16,3.85,1.282,31648,58.9,26.6,0.331,0.326,0.346,58.98299016,26.62710657
13/02/2024 16:14,16,3.75,1.27,31178,61.4,26.3,0.331,0.326,0.346,65.38316477,26.31021705
13/02/2024 12:04,15.7,3.74,1.279,32469,59.1,25.7,0.307,0.303,0.346,59.4389354,25.74329224
13/02/2024 09:04,15.67,3.85,1.279,32920,59.3,27.2,0.307,0.303,0.346,59.52210154,26.05530153
13/02/2024 03:34,15.18,3.75,1.28,32711,59.3,27.2,0.307,0.303,0.3225,59.24679012,27.18953598
13/02/2024 00:04,15.66,3.95,1.277,32649,60.3,26.2,0.307,0.303,0.3225,59.63026669,26.21783699
12/02/2024 20:14,15.6,3.85,1.28,33825,59.5,27.2,0.307,0.303,0.3225,59.00662964,27.20992733
12/02/2024 11:24,16,3.44,1.28,34197,57,24.3,0.307,0.303,0.3225,58.55654991,25.90513612
12/02/2024 08:44,16,3.5,1.283,33145,57,24.3,0.307,0.303,0.3225,57.46747695,24.24362741
12/02/2024 03:24,15.9,3.6,1.286,32821,56.5,24.4,0.333,0.334,,56.77573601,24.4466306
11/02/2024 23:34,16,3.9,1.285,32764,57.5,24.9,0.333,0.334,,57.11541816,24.85414236
11/02/2024 11:34,16.2,4.25,1.285,32371,57.4,26.9,0.33,0.272,,57.87618867,26.87508762
11/02/2024 08:24,16.58,3.9,1.283,30406,58.2,28.1,0.33,0.272,,58.64944354,28.0815225
11/02/2024 03:34,16.61,3.87,1.281,30032,58.2,25.8,0.33,0.272,0.3335,58.56430585,25.82396061
10/02/2024 23:44,16.64,3.85,1.281,30106,58.8,25.6,0.33,0.272,0.3335,58.35061186,25.63033441
10/02/2024 15:54,16.7,3.74,1.279,29568,59.3,25.5,0.33,0.272,0.3335,59.69298661,25.48599133
10/02/2024 12:04,16.2,3.65,1.271,28214,61.1,24.7,0.26,0.28,0.3335,62.08265413,24.66147817
10/02/2024 04:14,16.43,3.24,1.265,21827,63.6,24.9,0.26,0.28,0.301,64.38216261,24.82994504
10/02/2024 01:54,18.25,4.51,1.258,32419,65.8,22.6,0.26,0.28,0.301,65.45158771,22.58216515
09/02/2024 04:04,16.51,4.4,1.284,32040,58.5,28.8,0.386,0.399,0.27,57.55577885,28.79042627
08/02/2024 03:54,17,4.25,1.287,31828,56.6,26.8,0.322,0.308,0.3925,56.83899125,26.77408296
08/02/2024 00:24,16.41,4.45,1.288,35643,55.6,26.7,0.322,0.308,0.3925,56.28170485,26.65282869
07/02/2024 16:24,16.36,4.35,1.305,32803,52,28.6,0.322,0.308,0.3925,52.3985826,28.55374104
07/02/2024 11:34,16,4.45,1.289,28081,56.4,28.1,0.436,0.453,0.3925,56.35564978,28.12918386
07/02/2024 01:54,16,4.66,1.283,41679,58.7,29,0.436,0.453,0.3435,60.78460053,29.0195178
05/02/2024 19:44,16.43,4.96,1.34,43253,42.7,29.9,0.44,0.41,0.4445,44.37755071,29.90902333
05/02/2024 15:54,16.41,4.65,1.33,43830,43.4,30.8,0.44,0.41,0.4445,44.2878053,30.79182988
05/02/2024 11:54,16.34,4.45,1.33,43438,44.6,29.5,0.4,0.38,0.4445,43.89625336,29.48425988
05/02/2024 08:34,16.58,4.3,1.33,41816,43.1,28.7,0.4,0.38,0.4445,43.70941111,28.64071069
05/02/2024 03:34,16.8,4.4,1.33,41695,43.8,27.7,0.4,0.38,0.415,43.7642702,27.70166047
04/02/2024 19:34,17,4.05,1.32,44703,45.5,27.9,0.4,0.38,0.415,46.08583881,27.86300392
04/02/2024 16:34,16.7,4.25,1.34,43335,40.1,26.1,0.4,0.38,0.415,40.80748431,26.05681664
04/02/2024 08:24,16.8,4.4,1.33,40722,43.9,27.1,0.41,0.4,0.415,43.61535011,27.1126286
04/02/2024 03:34,16.9,4.5,1.32,40666,45.9,28.2,0.41,0.4,0.39,46.90266514,28.16444284
04/02/2024 01:24,16.65,4.55,1.32,40666,46.2,28.3,0.41,0.4,0.39,47.58519976,28.25683205
03/02/2024 16:14,16.8,4.65,1.33,42232,42.8,28.9,0.41,0.4,0.39,43.85286026,28.9095709
03/02/2024 12:04,16.55,4.45,1.33,42328,45.4,29,0.41,0.4,0.39,46.2589277,29.04843606
02/02/2024 07:54,16.47,4.58,1.33,43311,42.2,28.9,0.38,0.38,0.3975,43.75639743,28.86961236
02/02/2024 04:14,16.52,4.6,1.33,43311,42.8,29.1,0.38,0.38,0.3975,43.81033622,29.10721638
01/02/2024 11:54,16.65,4.7,1.32,41633,45.9,29.1,0.38,0.38,0.3975,46.09316415,29.07245861
01/02/2024 08:34,16.6,4.15,1.32,40960,44.2,27.2,0.38,0.38,0.3975,46.6336421,29.77071996
01/02/2024 04:54,16.5,4.1,1.33,41028,45,27.4,0.38,0.38,,43.42010285,26.99619772
31/01/2024 23:34,16,4.15,1.33,41576,45,27.4,0.38,0.38,,44.38340161,27.36159413
31/01/2024 19:54,16.3,4.65,1.32,39716,46.1,27.7,0.38,0.38,,46.67568185,27.72785019
31/01/2024 15:34,16.28,4.76,1.32,40260,47.7,29.7,0.38,0.38,,47.55230583,29.71352971
31/01/2024 11:24,16.5,4.86,1.31,39420,49.8,30.3,0.41,0.4,,50.5469713,30.29509843
31/01/2024 08:44,15.75,4.45,1.31,39420,49.6,30.3,0.41,0.4,,51.57372645,30.29552758
31/01/2024 04:14,16.45,4.4,1.3,39616,52.7,28.5,0.41,0.4,0.3875,52.16941925,28.51662981
30/01/2024 20:04,16.1,4.96,1.31,38747,53.6,28.8,0.41,0.4,0.3875,50.51772661,28.76587609
30/01/2024 12:04,16.18,4.05,1.31,39487,50,30.2,0.49,0.4,0.3875,50.3842586,30.18376303
30/01/2024 04:14,16.4,4.25,1.31,39989,48.8,26.9,0.49,0.47,0.425,49.63325756,26.87508762
29/01/2024 23:54,16.2,4.05,1.31,38106,48.9,27.6,0.49,0.47,0.425,49.78698227,27.55229686
29/01/2024 19:34,16.3,4.25,1.31,38888,48.1,26.5,0.49,0.47,0.425,49.55265113,26.51819062
29/01/2024 15:54,16.55,4.35,1.31,39010,49.3,27.8,0.49,0.47,0.425,49.85824433,27.83286446
29/01/2024 11:34,16.6,4.3,1.31,38559,50.9,28.1,0.4,0.39,0.425,50.14561625,28.05559341
29/01/2024 08:44,16.7,4.35,1.31,38493,41.2,28.4,0.4,0.39,0.425,49.56172176,27.64146673
29/01/2024 03:34,16.5,4.25,1.34,38386,41.2,28.4,0.4,0.39,0.4575,47.35891227,28.42744719
28/01/2024 03:34,16.6,4.4,1.31,38692,48.5,27.8,0.39,0.38,0.3925,49.84840359,27.82283787
27/01/2024 23:34,16.5,4.3,1.31,38423,48.7,28,0.39,0.38,0.3925,49.88534014,27.98280186
27/01/2024 08:14,16.55,4.3,1.32,39741,48.1,27.9,0.39,0.38,0.3925,46.97709045,27.87329092
27/01/2024 03:34,16.75,4.4,1.31,39874,49,27.8,0.39,0.38,,50.99395038,27.82283787
26/01/2024 19:34,16.1,4.25,1.32,41007,47.6,28.2,0.39,0.38,,46.77526925,28.225515
26/01/2024 08:34,16.65,4.45,1.32,37123,50.2,28.6,0.38,0.41,,48.25990309,26.4479457
26/01/2024 04:44,16.46,4.5,1.31,37453,50.2,28.6,0.38,0.41,0.385,50.02554254,28.6033732
26/01/2024 00:14,16.34,4.66,1.31,37404,50.7,28.7,0.38,0.41,0.385,50.05767513,28.74493927
25/01/2024 20:04,16.35,4.4,1.31,39859,50.7,29.6,0.38,0.41,0.385,50.25001534,29.59232957
25/01/2024 16:14,15.3,4.3,1.31,39859,49.3,28.5,0.38,0.41,0.385,49.99583142,28.47247539
25/01/2024 11:44,16.3,4.52,1.31,39969,50.7,27.9,0.46,0.46,0.385,49.86221986,27.88382501
