Name,\\pi3\MKP_LAB449SO4%
Data Type,Float 32
Number of Values,15429
Time,Value,Value Attributes
20-Jun-2023 15:57:25.4014,4.25
20-Jun-2023 15:47:25.4014,4.25
20-Jun-2023 15:27:25.4014,4.25
20-Jun-2023 14:57:25.4014,4.25
20-Jun-2023 14:47:25.4014,4.25
20-Jun-2023 14:37:25.4014,4.25
20-Jun-2023 14:27:25.4014,4.25
20-Jun-2023 14:17:25.4014,4.25
20-Jun-2023 14:07:25.4014,4.25
20-Jun-2023 13:57:25.4014,4.25
20-Jun-2023 13:47:25.4014,4.25
20-Jun-2023 13:37:25.4014,4.25
20-Jun-2023 13:27:25.4014,4.25
20-Jun-2023 13:17:25.4014,4.25
20-Jun-2023 13:07:25.4014,4.25
20-Jun-2023 12:57:25.4014,4.25
20-Jun-2023 12:47:25.4014,4.25
20-Jun-2023 12:37:25.4014,4.25
20-Jun-2023 12:27:25.4014,4.25
20-Jun-2023 12:17:25.4014,4.25
20-Jun-2023 12:07:25.4014,4.25
20-Jun-2023 11:57:25.4014,4.25
20-Jun-2023 11:47:25.4014,4.25
20-Jun-2023 11:37:25.4014,4.25
20-Jun-2023 11:27:25.4014,4.25
20-Jun-2023 11:17:25.4014,4.25
20-Jun-2023 11:07:25.4014,4.25
20-Jun-2023 10:57:25.4014,4.25
20-Jun-2023 10:47:25.4014,4.25
20-Jun-2023 10:37:25.4014,4.25
20-Jun-2023 10:27:25.4014,4.25
20-Jun-2023 10:17:25.4014,4.25
20-Jun-2023 10:07:25.4014,4.25
20-Jun-2023 09:57:25.4014,4.25
20-Jun-2023 09:47:25.4014,4.25
20-Jun-2023 09:37:25.4014,4.25
20-Jun-2023 09:27:25.4014,4.25
20-Jun-2023 09:17:25.4014,4.25
20-Jun-2023 09:07:25.4014,4.25
20-Jun-2023 08:57:25.4014,4.25
20-Jun-2023 08:55:22.63831,4.45
20-Jun-2023 08:45:22.63831,4.45
20-Jun-2023 08:35:22.63831,4.45
20-Jun-2023 08:25:22.63831,4.45
20-Jun-2023 08:15:22.63831,4.45
20-Jun-2023 08:05:22.63831,4.45
20-Jun-2023 07:55:22.63831,4.45
20-Jun-2023 07:45:22.63831,4.45
20-Jun-2023 07:35:22.63831,4.45
20-Jun-2023 07:25:22.63831,4.45
20-Jun-2023 07:15:22.63831,4.45
20-Jun-2023 07:05:22.63831,4.45
20-Jun-2023 06:55:22.63831,4.45
20-Jun-2023 06:45:22.63831,4.45
20-Jun-2023 06:35:22.63831,4.45
20-Jun-2023 06:25:22.63831,4.45
20-Jun-2023 06:15:22.63831,4.45
20-Jun-2023 06:05:22.63831,4.45
20-Jun-2023 05:55:22.63831,4.45
20-Jun-2023 05:45:22.63831,4.45
20-Jun-2023 05:35:22.63831,4.45
20-Jun-2023 05:25:22.63831,4.45
20-Jun-2023 05:15:22.63831,4.45
20-Jun-2023 05:05:22.63831,4.45
20-Jun-2023 04:55:22.63831,4.45
20-Jun-2023 04:45:22.63831,4.45
20-Jun-2023 04:35:22.63831,4.45
20-Jun-2023 04:25:22.63831,4.45
20-Jun-2023 04:15:22.63831,4.45
20-Jun-2023 04:05:22.63831,4.45
20-Jun-2023 03:55:22.63831,4.45
20-Jun-2023 03:45:22.63831,4.45
20-Jun-2023 03:35:22.63831,4.45
20-Jun-2023 03:25:22.63831,4.45
20-Jun-2023 03:15:22.63831,4.45
20-Jun-2023 03:05:22.63831,4.45
20-Jun-2023 02:55:22.63831,4.45
20-Jun-2023 02:45:22.63831,4.45
20-Jun-2023 02:35:22.63831,4.45
20-Jun-2023 02:25:22.63831,4.45
20-Jun-2023 02:15:22.63831,4.45
20-Jun-2023 02:05:22.63831,4.45
20-Jun-2023 01:55:22.63831,4.45
20-Jun-2023 01:45:22.63831,4.45
20-Jun-2023 01:35:22.63831,4.45
20-Jun-2023 01:25:22.63831,4.45
20-Jun-2023 01:15:22.63831,4.45
20-Jun-2023 01:05:22.63831,4.45
20-Jun-2023 00:55:22.63831,4.45
20-Jun-2023 00:45:22.63831,4.45
20-Jun-2023 00:35:22.63831,4.45
20-Jun-2023 00:25:22.63831,4.45
20-Jun-2023 00:15:22.63831,4.45
20-Jun-2023 00:05:22.63831,4.45
19-Jun-2023 23:55:22.63831,4.45
19-Jun-2023 23:45:22.63831,4.45
19-Jun-2023 23:35:22.63831,4.45
19-Jun-2023 23:25:22.63831,4.45
19-Jun-2023 23:15:22.63831,4.45
19-Jun-2023 23:05:22.63831,4.45
19-Jun-2023 22:55:22.63831,4.45
19-Jun-2023 22:45:22.63831,4.45
19-Jun-2023 22:35:22.63831,4.45
19-Jun-2023 22:25:22.63831,4.45
19-Jun-2023 22:15:22.63831,4.45
19-Jun-2023 22:05:22.63831,4.45
19-Jun-2023 21:55:22.63831,4.45
19-Jun-2023 21:45:22.63831,4.45
19-Jun-2023 21:35:22.63831,4.45
19-Jun-2023 21:25:22.63831,4.45
19-Jun-2023 21:15:22.63831,4.45
19-Jun-2023 21:05:22.63831,4.45
19-Jun-2023 20:55:22.63831,4.45
19-Jun-2023 20:45:22.63831,4.45
19-Jun-2023 20:35:22.63831,4.45
19-Jun-2023 20:25:22.63831,4.45
19-Jun-2023 20:15:22.63831,4.45
19-Jun-2023 20:05:22.63831,4.45
19-Jun-2023 19:55:22.63831,4.45
19-Jun-2023 19:45:22.63831,4.45
19-Jun-2023 19:35:22.63831,4.45
