Time,\\pi3\LR09144901L%P2O5,\\pi3\MKP_LAB449SO4%,\\pi3\MKP_DT_40450
02/10/2023 01:19:28.528,,4.35,
02/10/2023 01:17:39.132,15,,
02/10/2023 01:16:53.176,,,1.2711
02/10/2023 01:15:27.494,,,1.2665
02/10/2023 01:10:41.527,,,1.2649
02/10/2023 01:09:28.528,,4.35,
02/10/2023 01:08:56.418,,,1.27
02/10/2023 01:07:39.132,15,,
02/10/2023 01:03:25.351,,,1.2668
02/10/2023 00:59:28.528,,4.35,
02/10/2023 00:57:39.132,15,,
02/10/2023 00:56:21.192,,,1.2635
02/10/2023 00:54:50.338,,,1.2707
02/10/2023 00:51:41.291,,,1.0384
02/10/2023 00:49:28.528,,4.35,
02/10/2023 00:47:39.132,15,,
02/10/2023 00:47:27.046,,,1.2644
02/10/2023 00:44:02.681,,,1.2656
02/10/2023 00:42:39.954,,,1.27
02/10/2023 00:39:28.528,,4.35,
02/10/2023 00:38:33.726,,,1.2684
02/10/2023 00:37:39.132,15,,
02/10/2023 00:37:33.401,,,1.265
02/10/2023 00:35:02.267,,,1.2663
02/10/2023 00:30:58.089,,,1.271
02/10/2023 00:29:28.528,,4.35,
02/10/2023 00:28:48.367,,,1.2631
02/10/2023 00:27:39.132,15,,
02/10/2023 00:25:37.237,,,1.2654
02/10/2023 00:24:34.965,,,1.2641
02/10/2023 00:23:02.918,,,1.2717
02/10/2023 00:19:28.528,,4.35,
02/10/2023 00:17:53.549,,,1.265
02/10/2023 00:17:39.132,15,,
02/10/2023 00:14:14.437,,,1.2683
02/10/2023 00:12:14.551,,,1.2731
02/10/2023 00:10:04.652,,,1.267
02/10/2023 00:09:28.528,,4.35,
02/10/2023 00:07:39.132,15,,
02/10/2023 00:05:35.550,,,1.2632
02/10/2023 00:03:06.487,,,1.2676
01/10/2023 23:59:28.528,,4.35,
01/10/2023 23:59:14.456,,,1.2725
01/10/2023 23:57:39.132,15,,
01/10/2023 23:57:16.894,,,1.2643
01/10/2023 23:53:34.956,,,1.2662
01/10/2023 23:52:13.090,,,1.2674
01/10/2023 23:49:28.528,,4.35,
01/10/2023 23:48:14.873,,,1.2708
01/10/2023 23:47:39.132,15,,
01/10/2023 23:44:46.330,,,1.262
01/10/2023 23:41:04.496,,,1.2709
01/10/2023 23:40:22.179,15.2,,
01/10/2023 23:39:28.528,,4.35,
01/10/2023 23:37:11.372,,,1.2725
01/10/2023 23:35:57.748,,,1.2643
01/10/2023 23:34:09.433,,,1.2665
01/10/2023 23:30:22.179,15.2,,
01/10/2023 23:29:45.863,,,1.2686
01/10/2023 23:29:28.528,,4.35,
01/10/2023 23:24:17.771,,,1.2704
01/10/2023 23:20:22.179,15.2,,
01/10/2023 23:19:28.528,,4.35,
01/10/2023 23:17:50.128,,,1.2657
01/10/2023 23:14:40.026,,,1.2723
01/10/2023 23:11:24.744,,,1.266
01/10/2023 23:10:22.179,15.2,,
01/10/2023 23:09:28.528,,4.35,
01/10/2023 23:05:45.244,,,1.2674
01/10/2023 23:02:03.340,,,1.2725
01/10/2023 23:00:28.227,,,1.266
01/10/2023 23:00:22.179,15.2,,
01/10/2023 22:59:28.528,,4.35,
01/10/2023 22:58:11.905,,,1.2674
01/10/2023 22:54:54.713,,,1.2724
01/10/2023 22:53:50.288,,,1.2676
01/10/2023 22:50:22.179,15.2,,
01/10/2023 22:50:02.159,,,1.266
01/10/2023 22:49:28.528,,4.35,
01/10/2023 22:47:08.283,,,1.2707
01/10/2023 22:42:38.313,,,1.2689
01/10/2023 22:40:22.179,15.2,,
01/10/2023 22:39:28.528,,4.35,
01/10/2023 22:38:37.864,,,1.2655
01/10/2023 22:33:35.134,,,1.2721
01/10/2023 22:30:22.179,15.2,,
01/10/2023 22:30:13.835,,,1.2673
01/10/2023 22:29:28.528,,4.35,
01/10/2023 22:26:02.743,,,1.2707
01/10/2023 22:21:10.372,,,1.2691
01/10/2023 22:20:22.179,15.2,,
01/10/2023 22:19:28.528,,4.35,
01/10/2023 22:17:36.215,,,1.2657
01/10/2023 22:13:43.976,,,1.2693
01/10/2023 22:11:07.160,,,1.2712
01/10/2023 22:10:22.179,15.2,,
01/10/2023 22:09:28.528,,4.35,
01/10/2023 22:04:57.197,,,1.2666
01/10/2023 22:02:52.475,,,1.2679
01/10/2023 22:00:22.179,15.2,,
01/10/2023 21:59:37.391,15,,
01/10/2023 21:59:28.528,,4.35,
01/10/2023 21:59:26.956,,,1.2727
01/10/2023 21:56:26.016,,,1.2665
01/10/2023 21:50:02.722,,,1.2682
01/10/2023 21:49:37.391,15,,
01/10/2023 21:49:28.528,,4.35,
01/10/2023 21:45:10.469,,,1.2699
01/10/2023 21:40:57.133,,,1.2652
01/10/2023 21:39:37.391,15,,
01/10/2023 21:39:28.528,,4.35,
01/10/2023 21:38:44.218,,,1.2715
01/10/2023 21:34:29.648,,,1.2656
01/10/2023 21:33:02.647,,,1.0328
01/10/2023 21:30:00.763,,,1.2685
01/10/2023 21:29:37.391,15,,
01/10/2023 21:29:28.528,,4.35,
01/10/2023 21:25:23.960,,,1.2709
01/10/2023 21:19:59.937,,,1.266
01/10/2023 21:19:37.391,15,,
01/10/2023 21:19:28.528,,4.35,
01/10/2023 21:15:57.317,,,1.2707
01/10/2023 21:14:29.332,,,1.266
01/10/2023 21:09:37.391,15,,
01/10/2023 21:09:28.528,,4.35,
01/10/2023 21:09:14.584,,,1.2682
01/10/2023 21:05:31.749,,,1.2708
01/10/2023 21:02:02.356,,,1.2661
01/10/2023 20:59:37.391,15,,
01/10/2023 20:59:28.528,,4.35,
01/10/2023 20:58:43.976,,,1.2677
01/10/2023 20:54:18.222,,,1.2694
01/10/2023 20:49:37.391,15,,
01/10/2023 20:49:28.528,,4.35,
01/10/2023 20:47:25.298,,,1.2665
01/10/2023 20:42:16.530,,,1.2712
01/10/2023 20:40:58.944,,,1.2665
01/10/2023 20:39:37.391,15,,
01/10/2023 20:39:28.528,,4.35,
01/10/2023 20:34:23.481,,,1.2649
01/10/2023 20:30:28.515,,,1.2732
01/10/2023 20:29:37.391,15,,
01/10/2023 20:29:28.528,,4.35,
01/10/2023 20:28:07.376,,,1.0135
01/10/2023 20:20:00.982,,,1.2666
01/10/2023 20:19:37.391,15,,
01/10/2023 20:19:28.528,,4.35,
01/10/2023 20:18:17.778,,,1.2673
01/10/2023 20:14:32.016,,,1.27
01/10/2023 20:09:37.550,,,1.2654
01/10/2023 20:09:37.391,15,,
01/10/2023 20:09:28.528,,4.35,
01/10/2023 20:08:12.714,,,1.2695
01/10/2023 19:59:37.391,15,,
01/10/2023 19:59:28.528,,4.35,
01/10/2023 19:57:44.816,,,1.2673
01/10/2023 19:54:19.407,,,1.2721
01/10/2023 19:53:13.941,,,1.2673
01/10/2023 19:53:09.358,15.25,,
01/10/2023 19:49:28.528,,4.35,
01/10/2023 19:48:07.410,,,1.269
01/10/2023 19:43:09.358,15.25,,
01/10/2023 19:42:48.453,,,1.2674
01/10/2023 19:39:28.528,,4.35,
01/10/2023 19:39:11.885,,,1.2654
01/10/2023 19:38:08.487,,,1.2709
01/10/2023 19:33:55.170,,,1.2693
01/10/2023 19:33:09.358,15.25,,
01/10/2023 19:29:28.528,,4.35,
01/10/2023 19:28:07.918,,,1.2665
01/10/2023 19:23:36.370,,,1.2693
01/10/2023 19:23:09.358,15.25,,
01/10/2023 19:19:28.528,,4.35,
01/10/2023 19:17:15.382,,,1.2642
01/10/2023 19:16:01.644,,,1.2706
01/10/2023 19:13:09.358,15.25,,
01/10/2023 19:11:35.399,,,1.2707
01/10/2023 19:09:28.528,,4.35,
01/10/2023 19:05:30.788,,,1.2677
01/10/2023 19:03:09.358,15.25,,
01/10/2023 19:01:49.098,,,1.2721
01/10/2023 18:59:28.528,,4.35,
01/10/2023 18:58:41.103,,,1.2644
01/10/2023 18:53:54.868,,,1.27
01/10/2023 18:53:09.358,15.25,,
01/10/2023 18:49:28.528,,4.35,
01/10/2023 18:48:49.250,,,1.266
01/10/2023 18:43:59.982,,,1.2677
01/10/2023 18:43:09.358,15.25,,
01/10/2023 18:40:27.471,,,1.271
01/10/2023 18:39:28.528,,4.35,
01/10/2023 18:38:44.076,,,1.2665
01/10/2023 18:35:54.403,,,1.2688
01/10/2023 18:33:09.358,15.25,,
01/10/2023 18:29:36.873,,,1.2705
01/10/2023 18:29:28.528,,4.35,
01/10/2023 18:23:09.358,15.25,,
01/10/2023 18:21:58.965,,,1.2644
01/10/2023 18:20:09.603,,,1.0571
01/10/2023 18:19:28.528,,4.35,
01/10/2023 18:17:27.681,,,1.2726
01/10/2023 18:13:31.531,,,1.2648
01/10/2023 18:13:09.358,15.25,,
01/10/2023 18:09:28.528,,4.35,
01/10/2023 18:08:56.640,,,1.2697
01/10/2023 18:03:10.336,,,1.2669
01/10/2023 18:03:09.358,15.25,,
01/10/2023 18:03:05.539,15.2,,
01/10/2023 17:59:28.528,,4.35,
01/10/2023 17:57:25.648,,,1.2702
01/10/2023 17:54:13.437,,,1.2703
01/10/2023 17:53:05.539,15.2,,
01/10/2023 17:50:34.581,,,1.2674
01/10/2023 17:49:28.528,,4.35,
01/10/2023 17:48:11.537,,,1.2718
01/10/2023 17:46:31.329,,,1.2672
01/10/2023 17:43:05.539,15.2,,
01/10/2023 17:40:00.837,,,1.2692
01/10/2023 17:39:28.528,,4.35,
01/10/2023 17:35:19.739,,,1.2709
01/10/2023 17:33:05.539,15.2,,
01/10/2023 17:30:41.703,,,1.2659
01/10/2023 17:29:28.528,,4.35,
01/10/2023 17:24:32.805,,,1.2708
01/10/2023 17:23:05.892,,,1.2659
01/10/2023 17:23:05.539,15.2,,
01/10/2023 17:19:28.528,,4.35,
01/10/2023 17:17:44.116,,,1.2683
01/10/2023 17:14:59.763,,,1.2715
01/10/2023 17:13:05.539,15.2,,
01/10/2023 17:10:15.673,,,1.2649
01/10/2023 17:09:28.528,,4.35,
01/10/2023 17:06:16.686,,,1.2674
01/10/2023 17:03:05.539,15.2,,
01/10/2023 17:02:26.857,,,1.2706
01/10/2023 16:59:28.528,,4.35,
01/10/2023 16:58:31.867,,,1.2644
01/10/2023 16:56:02.573,,,1.2678
01/10/2023 16:53:05.539,15.2,,
01/10/2023 16:49:28.528,,4.35,
01/10/2023 16:47:22.276,,,1.265
01/10/2023 16:44:01.887,,,1.2679
01/10/2023 16:43:05.539,15.2,,
01/10/2023 16:39:28.528,,4.35,
01/10/2023 16:38:31.886,,,1.2691
01/10/2023 16:33:05.539,15.2,,
01/10/2023 16:31:34.010,,,1.266
01/10/2023 16:29:28.528,,4.35,
01/10/2023 16:28:38.324,,,1.2699
01/10/2023 16:26:59.155,,,1.2636
01/10/2023 16:23:05.539,15.2,,
01/10/2023 16:21:39.241,,,1.2682
01/10/2023 16:19:28.528,,4.35,
01/10/2023 16:18:16.980,,,1.2698
01/10/2023 16:13:05.539,15.2,,
01/10/2023 16:11:35.249,,,1.2658
01/10/2023 16:09:28.528,,4.35,
01/10/2023 16:06:53.327,,,1.2689
01/10/2023 16:03:05.539,15.2,,
01/10/2023 16:00:54.684,,,1.2654
01/10/2023 15:59:28.528,,4.35,
01/10/2023 15:59:11.546,,,1.2693
01/10/2023 15:54:49.715,,,1.2677
01/10/2023 15:53:05.539,15.2,,
01/10/2023 15:49:43.954,,,1.2661
01/10/2023 15:49:28.528,,4.35,
01/10/2023 15:48:06.966,,,1.2697
01/10/2023 15:43:05.539,15.2,,
01/10/2023 15:41:59.415,15.25,,
01/10/2023 15:39:28.528,,4.35,
01/10/2023 15:39:02.298,,,1.265
01/10/2023 15:34:40.625,,,1.2713
01/10/2023 15:31:59.415,15.25,,
01/10/2023 15:30:29.231,,,1.2652
01/10/2023 15:29:28.528,,4.35,
01/10/2023 15:25:24.750,,,1.2667
01/10/2023 15:21:59.415,15.25,,
01/10/2023 15:20:09.881,,,1.2697
01/10/2023 15:19:28.528,,4.35,
01/10/2023 15:16:49.723,,,1.2658
01/10/2023 15:12:48.544,,,1.2681
01/10/2023 15:11:59.415,15.25,,
01/10/2023 15:09:28.528,,4.35,
01/10/2023 15:07:57.309,,,1.2642
01/10/2023 15:06:13.071,,,1.2673
01/10/2023 15:01:59.415,15.25,,
01/10/2023 14:59:28.528,,4.35,
01/10/2023 14:56:48.955,,,1.2638
01/10/2023 14:55:27.000,,,1.2677
01/10/2023 14:51:59.415,15.25,,
01/10/2023 14:49:42.832,,,1.2664
01/10/2023 14:49:28.528,,4.35,
01/10/2023 14:44:02.361,,,1.2676
01/10/2023 14:41:59.415,15.25,,
01/10/2023 14:40:10.321,,,1.2662
01/10/2023 14:39:28.528,,4.35,
01/10/2023 14:34:03.328,,,1.2683
01/10/2023 14:31:59.415,15.25,,
01/10/2023 14:30:16.556,,,1.2668
01/10/2023 14:29:28.528,,4.35,
01/10/2023 14:22:34.711,,,1.2654
01/10/2023 14:21:59.415,15.25,,
01/10/2023 14:19:28.528,,4.35,
01/10/2023 14:18:28.484,,,1.2686
01/10/2023 14:11:59.415,15.25,,
01/10/2023 14:09:35.941,,,1.2654
01/10/2023 14:09:28.528,,4.35,
01/10/2023 14:07:02.561,,,1.2687
01/10/2023 14:01:59.415,15.25,,
01/10/2023 14:00:47.384,,,1.267
01/10/2023 13:59:28.528,,4.35,
01/10/2023 13:57:32.092,,,1.2646
01/10/2023 13:51:59.415,15.25,,
01/10/2023 13:49:28.528,,4.35,
01/10/2023 13:48:03.609,,,1.2682
01/10/2023 13:45:00.780,,,1.2635
01/10/2023 13:42:34.628,,,1.2666
01/10/2023 13:41:59.415,15.25,,
01/10/2023 13:39:28.528,,4.35,
01/10/2023 13:38:50.832,,,1.2652
01/10/2023 13:31:59.415,15.25,,
01/10/2023 13:31:26.268,,,1.2668
01/10/2023 13:29:28.528,,4.35,
01/10/2023 13:26:17.734,,,1.2659
01/10/2023 13:21:59.415,15.25,,
01/10/2023 13:21:57.245,,,1.2658
01/10/2023 13:19:28.528,,4.35,
01/10/2023 13:16:28.406,,,1.2611
01/10/2023 13:11:59.415,15.25,,
01/10/2023 13:10:58.396,,,1.2672
01/10/2023 13:09:28.528,,4.35,
01/10/2023 13:08:48.377,,,1.2622
01/10/2023 13:03:26.423,,,1.2667
01/10/2023 13:01:59.415,15.25,,
01/10/2023 12:59:28.528,,4.35,
01/10/2023 12:58:51.353,,,1.2646
01/10/2023 12:56:18.908,,,1.2645
01/10/2023 12:51:59.415,15.25,,
01/10/2023 12:51:05.078,,,1.2664
01/10/2023 12:49:28.528,,4.35,
01/10/2023 12:46:14.461,,,1.2651
01/10/2023 12:41:59.415,15.25,,
01/10/2023 12:39:51.175,,,1.2635
01/10/2023 12:39:28.528,,4.35,
01/10/2023 12:35:04.465,,,1.2665
01/10/2023 12:32:46.047,,,1.2632
01/10/2023 12:31:59.415,15.25,,
01/10/2023 12:29:28.528,,4.35,
01/10/2023 12:28:55.170,,,1.2621
01/10/2023 12:27:26.216,,,1.0696
01/10/2023 12:21:59.415,15.25,,
01/10/2023 12:19:28.528,,4.35,
01/10/2023 12:19:21.523,,,1.2617
01/10/2023 12:15:27.307,,,1.2635
01/10/2023 12:13:24.674,,,1.2656
01/10/2023 12:11:59.415,15.25,,
01/10/2023 12:09:28.528,,4.35,
01/10/2023 12:09:00.925,,,1.2634
01/10/2023 12:04:43.433,,,1.2665
01/10/2023 12:01:59.415,15.25,,
01/10/2023 11:59:28.528,,4.35,
01/10/2023 11:55:37.674,,,1.2647
01/10/2023 11:53:38.169,,,1.2633
01/10/2023 11:51:59.415,15.25,,
01/10/2023 11:51:22.225,,,1.268
01/10/2023 11:49:48.255,,,1.2633
01/10/2023 11:49:28.528,,4.35,
01/10/2023 11:45:51.232,,,1.2675
01/10/2023 11:41:59.415,15.25,,
01/10/2023 11:41:16.455,,,1.2644
01/10/2023 11:40:10.100,,,1.2673
01/10/2023 11:39:28.528,,4.35,
01/10/2023 11:38:29.082,,,1.2652
01/10/2023 11:36:19.227,,,1.2638
01/10/2023 11:33:28.115,15.3,,
01/10/2023 11:32:47.717,,,1.2677
01/10/2023 11:31:02.406,,,1.2609
01/10/2023 11:29:34.571,,,1.2656
01/10/2023 11:29:28.528,,4.35,
01/10/2023 11:27:35.022,,,1.2626
01/10/2023 11:26:29.614,,,1.2656
01/10/2023 11:23:28.115,15.3,,
01/10/2023 11:22:30.389,,,1.2613
01/10/2023 11:21:26.003,,,1.2668
01/10/2023 11:19:28.528,,4.35,
01/10/2023 11:17:06.598,,,1.2637
01/10/2023 11:15:01.895,,,1.2663
01/10/2023 11:13:53.418,,,1.2643
01/10/2023 11:13:28.115,15.3,,
01/10/2023 11:11:46.673,,,1.2663
01/10/2023 11:09:28.528,,4.35,
01/10/2023 11:04:20.225,,,1.2617
01/10/2023 11:03:28.115,15.3,,
01/10/2023 11:01:43.930,,,1.2679
01/10/2023 10:59:28.528,,4.35,
01/10/2023 10:58:23.708,,,1.2618
01/10/2023 10:56:42.707,,,1.2643
01/10/2023 10:54:16.531,,,1.2611
01/10/2023 10:53:28.115,15.3,,
01/10/2023 10:50:54.170,,,1.2675
01/10/2023 10:49:28.528,,4.35,
01/10/2023 10:43:49.204,,,1.2624
01/10/2023 10:43:28.115,15.3,,
01/10/2023 10:41:12.834,,,1.2636
01/10/2023 10:39:28.528,,4.35,
01/10/2023 10:37:29.295,,,1.2654
01/10/2023 10:33:28.115,15.3,,
01/10/2023 10:30:37.488,,,1.2626
01/10/2023 10:29:28.528,,4.35,
01/10/2023 10:23:28.115,15.3,,
01/10/2023 10:19:50.388,,,1.2625
01/10/2023 10:19:28.528,,4.35,
01/10/2023 10:18:36.857,,,1.2666
01/10/2023 10:13:48.759,,,1.2643
01/10/2023 10:13:28.115,15.3,,
01/10/2023 10:09:28.528,,4.35,
01/10/2023 10:08:56.875,,,1.2611
01/10/2023 10:07:14.751,,,1.2647
01/10/2023 10:03:28.115,15.3,,
01/10/2023 10:01:58.040,,,1.2615
01/10/2023 09:59:28.528,,4.35,
01/10/2023 09:57:51.613,,,1.2651
01/10/2023 09:53:28.115,15.3,,
01/10/2023 09:51:00.236,,,1.2606
01/10/2023 09:49:28.528,,4.35,
01/10/2023 09:49:11.794,,,1.2648
01/10/2023 09:45:40.540,,,1.2634
01/10/2023 09:43:44.015,,,1.2616
01/10/2023 09:43:28.115,15.3,,
01/10/2023 09:39:28.528,,4.35,
01/10/2023 09:38:47.920,,,1.264
01/10/2023 09:34:55.149,,,1.2627
01/10/2023 09:33:28.115,15.3,,
01/10/2023 09:29:28.528,,4.35,
01/10/2023 09:27:50.500,,,1.2612
01/10/2023 09:23:28.115,15.3,,
01/10/2023 09:23:17.570,,,1.2643
01/10/2023 09:19:28.528,,4.35,
01/10/2023 09:16:03.590,,,1.2598
01/10/2023 09:13:28.115,15.3,,
01/10/2023 09:13:21.292,,,1.2662
01/10/2023 09:09:28.528,,4.35,
01/10/2023 09:04:02.630,,,1.26
01/10/2023 09:03:28.115,15.3,,
01/10/2023 09:02:49.084,,,1.2651
01/10/2023 08:59:49.115,,4.25,
01/10/2023 08:54:42.226,,,1.2614
01/10/2023 08:53:28.115,15.3,,
01/10/2023 08:49:49.115,,4.25,
01/10/2023 08:49:35.726,,,1.2635
