Name,\\pi3\LR09144901L%P2O5
20-Mar-2023 02:12:03.63271,16.58
20-Mar-2023 02:02:03.63271,16.58
20-Mar-2023 01:52:03.63271,16.58
20-Mar-2023 01:42:03.63271,16.58
20-Mar-2023 01:32:03.63271,16.58
20-Mar-2023 01:22:03.63271,16.58
20-Mar-2023 01:22:00.69165,16.68
20-Mar-2023 01:12:00.69165,16.68
20-Mar-2023 01:02:00.69165,16.68
20-Mar-2023 00:52:00.69165,16.68
20-Mar-2023 00:42:00.69165,16.68
20-Mar-2023 00:32:00.69165,16.68
20-Mar-2023 00:22:00.69165,16.68
20-Mar-2023 00:12:00.69165,16.68
20-Mar-2023 00:02:00.69165,16.68
19-Mar-2023 23:52:00.69165,16.68
19-Mar-2023 23:48:23.21106,16.31
19-Mar-2023 23:38:23.21106,16.31
19-Mar-2023 23:28:23.21106,16.31
19-Mar-2023 23:18:23.21106,16.31
19-Mar-2023 23:08:23.21106,16.31
19-Mar-2023 22:58:23.21106,16.31
19-Mar-2023 22:48:23.21106,16.31
19-Mar-2023 22:38:23.21106,16.31
19-Mar-2023 22:28:23.21106,16.31
19-Mar-2023 22:27:17.87228,16.27
19-Mar-2023 22:17:17.87228,16.27
19-Mar-2023 22:07:17.87228,16.27
19-Mar-2023 21:57:17.87228,16.27
19-Mar-2023 21:47:17.87228,16.27
19-Mar-2023 21:37:17.87228,16.27
19-Mar-2023 21:27:17.87228,16.27
19-Mar-2023 21:17:17.87228,16.27
19-Mar-2023 21:07:17.87228,16.27
19-Mar-2023 20:57:17.87228,16.27
19-Mar-2023 20:47:17.87228,16.27
19-Mar-2023 20:37:17.87228,16.27
19-Mar-2023 20:27:17.87228,16.27
19-Mar-2023 20:22:18.1412,16.24
19-Mar-2023 20:12:18.1412,16.24
19-Mar-2023 20:02:18.1412,16.24
19-Mar-2023 19:52:18.1412,16.24
19-Mar-2023 19:42:18.1412,16.24
19-Mar-2023 19:32:18.1412,16.24
19-Mar-2023 19:22:18.1412,16.24
19-Mar-2023 19:12:18.1412,16.24
19-Mar-2023 19:02:18.1412,16.24
19-Mar-2023 18:52:18.1412,16.24
19-Mar-2023 18:42:18.1412,16.24
19-Mar-2023 18:32:18.1412,16.24
19-Mar-2023 18:22:18.1412,16.24
19-Mar-2023 18:12:18.1412,16.24
19-Mar-2023 18:02:18.1412,16.24
19-Mar-2023 17:52:18.1412,16.24
19-Mar-2023 17:42:18.1412,16.24
19-Mar-2023 17:32:18.1412,16.24
19-Mar-2023 17:22:18.1412,16.24
19-Mar-2023 17:12:18.1412,16.24
19-Mar-2023 17:02:18.1412,16.24
19-Mar-2023 16:52:18.1412,16.24
19-Mar-2023 16:42:18.1412,16.24
19-Mar-2023 16:32:18.1412,16.24
19-Mar-2023 16:22:18.1412,16.24
19-Mar-2023 16:12:18.1412,16.24
19-Mar-2023 16:02:18.1412,16.24
19-Mar-2023 15:52:18.1412,16.24
19-Mar-2023 15:42:18.1412,16.24
19-Mar-2023 15:32:18.1412,16.24
19-Mar-2023 15:22:18.1412,16.24
19-Mar-2023 15:12:18.1412,16.24
19-Mar-2023 15:02:18.1412,16.24
19-Mar-2023 14:52:18.1412,16.24
19-Mar-2023 14:42:18.1412,16.24
19-Mar-2023 14:32:18.1412,16.24
19-Mar-2023 14:22:18.1412,16.24
19-Mar-2023 14:12:18.1412,16.24
19-Mar-2023 14:02:18.1412,16.24
19-Mar-2023 13:52:18.1412,16.24
19-Mar-2023 13:42:18.1412,16.24
19-Mar-2023 13:32:18.1412,16.24
19-Mar-2023 13:22:18.1412,16.24
19-Mar-2023 13:12:18.1412,16.24
19-Mar-2023 13:02:18.1412,16.24
19-Mar-2023 12:52:18.1412,16.24
19-Mar-2023 12:42:18.1412,16.24
19-Mar-2023 12:32:18.1412,16.24
19-Mar-2023 12:22:18.1412,16.24
19-Mar-2023 12:12:18.1412,16.24
19-Mar-2023 12:02:18.1412,16.24
19-Mar-2023 11:52:18.1412,16.24
19-Mar-2023 11:42:18.1412,16.24
19-Mar-2023 11:32:18.1412,16.24
19-Mar-2023 11:22:18.1412,16.24
19-Mar-2023 11:12:18.1412,16.24
19-Mar-2023 11:02:18.1412,16.24
19-Mar-2023 10:52:18.1412,16.24
19-Mar-2023 10:42:18.1412,16.24
19-Mar-2023 10:32:18.1412,16.24
19-Mar-2023 10:22:18.1412,16.24
19-Mar-2023 10:12:18.1412,16.24
19-Mar-2023 10:02:18.1412,16.24
19-Mar-2023 09:52:18.1412,16.24
19-Mar-2023 09:42:18.1412,16.24
19-Mar-2023 09:32:18.1412,16.24
19-Mar-2023 09:22:18.1412,16.24
19-Mar-2023 09:12:18.1412,16.24
19-Mar-2023 09:02:18.1412,16.24
19-Mar-2023 08:52:18.1412,16.24
19-Mar-2023 08:42:18.1412,16.24
19-Mar-2023 08:32:18.1412,16.24
19-Mar-2023 08:22:18.1412,16.24
19-Mar-2023 08:12:18.1412,16.24
19-Mar-2023 08:02:18.1412,16.24
19-Mar-2023 07:52:18.1412,16.24
19-Mar-2023 07:42:18.1412,16.24
19-Mar-2023 07:32:18.1412,16.24
19-Mar-2023 07:22:18.1412,16.24
19-Mar-2023 07:12:18.1412,16.24
19-Mar-2023 07:02:18.1412,16.24
19-Mar-2023 06:52:18.1412,16.24
19-Mar-2023 06:42:18.1412,16.24
19-Mar-2023 06:32:18.1412,16.24
19-Mar-2023 06:22:18.1412,16.24
19-Mar-2023 06:12:18.1412,16.24
19-Mar-2023 06:02:18.1412,16.24
19-Mar-2023 05:52:18.1412,16.24
19-Mar-2023 05:42:18.1412,16.24
19-Mar-2023 05:32:18.1412,16.24
19-Mar-2023 05:22:18.1412,16.24
19-Mar-2023 05:12:18.1412,16.24
19-Mar-2023 05:02:18.1412,16.24
19-Mar-2023 04:52:18.1412,16.24
19-Mar-2023 04:42:18.1412,16.24
19-Mar-2023 04:32:18.1412,16.24
19-Mar-2023 04:22:18.1412,16.24
19-Mar-2023 04:12:18.1412,16.24
19-Mar-2023 04:02:18.1412,16.24
19-Mar-2023 04:00:23.59961,16.3
19-Mar-2023 03:50:23.59961,16.3
19-Mar-2023 03:40:23.59961,16.3
19-Mar-2023 03:30:23.59961,16.3
19-Mar-2023 03:20:23.59961,16.3
19-Mar-2023 03:10:23.59961,16.3
19-Mar-2023 03:00:23.59961,16.3
19-Mar-2023 02:50:23.59961,16.3
19-Mar-2023 02:40:23.59961,16.3
19-Mar-2023 02:30:23.59961,16.3
19-Mar-2023 02:20:23.59961,16.3
19-Mar-2023 02:10:23.59961,16.3
19-Mar-2023 02:02:33.72723,16.21
19-Mar-2023 01:52:33.72723,16.21
19-Mar-2023 01:42:33.72723,16.21
19-Mar-2023 01:32:33.72723,16.21
19-Mar-2023 01:22:33.72723,16.21
19-Mar-2023 01:12:33.72723,16.21
19-Mar-2023 01:02:33.72723,16.21
19-Mar-2023 00:52:33.72723,16.21
19-Mar-2023 00:42:33.72723,16.21
19-Mar-2023 00:32:33.72723,16.21
19-Mar-2023 00:22:33.72723,16.21
19-Mar-2023 00:18:10.55571,15.94
19-Mar-2023 00:08:10.55571,15.94
18-Mar-2023 23:58:10.55571,15.94
18-Mar-2023 23:48:10.55571,15.94
18-Mar-2023 23:38:10.55571,15.94
18-Mar-2023 23:28:10.55571,15.94
18-Mar-2023 23:18:10.55571,15.94
18-Mar-2023 23:08:10.55571,15.94
18-Mar-2023 22:58:10.55571,15.94
18-Mar-2023 22:48:10.55571,15.94
18-Mar-2023 22:38:10.55571,15.94
18-Mar-2023 22:28:10.55571,15.94
18-Mar-2023 22:18:10.55571,15.94
18-Mar-2023 22:08:10.55571,15.94
18-Mar-2023 22:01:29.87103,15.89
18-Mar-2023 21:51:29.87103,15.89
18-Mar-2023 21:41:29.87103,15.89
18-Mar-2023 21:31:29.87103,15.89
18-Mar-2023 21:21:29.87103,15.89
18-Mar-2023 21:11:29.87103,15.89
18-Mar-2023 21:01:29.87103,15.89
18-Mar-2023 20:51:29.87103,15.89
18-Mar-2023 20:41:29.87103,15.89
18-Mar-2023 20:31:29.87103,15.89
18-Mar-2023 20:21:29.87103,15.89
18-Mar-2023 20:14:41.6192,16.24
18-Mar-2023 20:04:41.6192,16.24
18-Mar-2023 19:54:41.6192,16.24
18-Mar-2023 19:44:41.6192,16.24
18-Mar-2023 19:34:41.6192,16.24
18-Mar-2023 19:24:41.6192,16.24
18-Mar-2023 19:14:41.6192,16.24
18-Mar-2023 19:04:41.6192,16.24
18-Mar-2023 18:54:41.6192,16.24
18-Mar-2023 18:44:41.6192,16.24
18-Mar-2023 18:34:41.6192,16.24
18-Mar-2023 18:24:41.6192,16.24
18-Mar-2023 18:14:41.6192,16.24
18-Mar-2023 18:04:41.6192,16.24
18-Mar-2023 18:00:47.21619,16.2
18-Mar-2023 17:50:47.21619,16.2
18-Mar-2023 17:40:47.21619,16.2
18-Mar-2023 17:30:47.21619,16.2
18-Mar-2023 17:20:47.21619,16.2
18-Mar-2023 17:10:47.21619,16.2
18-Mar-2023 17:05:24.74753,16.8
18-Mar-2023 16:55:24.74753,16.8
18-Mar-2023 16:45:24.74753,16.8
18-Mar-2023 16:35:24.74753,16.8
18-Mar-2023 16:25:24.74753,16.8
18-Mar-2023 16:15:24.74753,16.8
18-Mar-2023 16:05:24.74753,16.8
18-Mar-2023 15:55:24.74753,16.8
18-Mar-2023 15:45:24.74753,16.8
18-Mar-2023 15:35:24.74753,16.8
18-Mar-2023 15:25:24.74753,16.8
18-Mar-2023 15:15:24.74753,16.8
18-Mar-2023 15:05:24.74753,16.8
18-Mar-2023 14:55:24.74753,16.8
18-Mar-2023 14:45:24.74753,16.8
18-Mar-2023 14:35:24.74753,16.8
18-Mar-2023 14:25:24.74753,16.8
18-Mar-2023 14:15:24.74753,16.8
18-Mar-2023 14:05:24.74753,16.8
18-Mar-2023 13:55:24.74753,16.8
18-Mar-2023 13:54:34.64104,16.5
18-Mar-2023 13:44:34.64104,16.5
18-Mar-2023 13:34:34.64104,16.5
18-Mar-2023 13:24:34.64104,16.5
18-Mar-2023 13:14:34.64104,16.5
18-Mar-2023 13:04:34.64104,16.5
18-Mar-2023 12:54:34.64104,16.5
18-Mar-2023 12:53:13.76204,16.4
18-Mar-2023 12:43:13.76204,16.4
18-Mar-2023 12:33:13.76204,16.4
18-Mar-2023 12:23:13.76204,16.4
18-Mar-2023 12:13:13.76204,16.4
18-Mar-2023 12:03:13.76204,16.4
18-Mar-2023 11:53:13.76204,16.4
18-Mar-2023 11:43:13.76204,16.4
18-Mar-2023 11:33:13.76204,16.4
18-Mar-2023 11:23:13.76204,16.4
18-Mar-2023 11:13:13.76204,16.4
18-Mar-2023 11:03:13.76204,16.4
18-Mar-2023 10:53:13.76204,16.4
18-Mar-2023 10:43:13.76204,16.4
18-Mar-2023 10:33:13.76204,16.4
18-Mar-2023 10:23:13.76204,16.4
18-Mar-2023 10:13:13.76204,16.4
18-Mar-2023 10:03:13.76204,16.4
18-Mar-2023 09:53:13.76204,16.4
18-Mar-2023 09:46:17.96138,16.5
18-Mar-2023 09:36:17.96138,16.5
18-Mar-2023 09:26:17.96138,16.5
18-Mar-2023 09:16:17.96138,16.5
18-Mar-2023 09:06:17.96138,16.5
18-Mar-2023 08:56:17.96138,16.5
18-Mar-2023 08:46:17.96138,16.5
18-Mar-2023 08:36:17.96138,16.5
18-Mar-2023 08:26:17.96138,16.5
18-Mar-2023 08:16:17.96138,16.5
18-Mar-2023 08:06:17.96138,16.5
18-Mar-2023 08:01:16.46405,16.45
18-Mar-2023 07:51:16.46405,16.45
18-Mar-2023 07:41:16.46405,16.45
18-Mar-2023 07:31:16.46405,16.45
18-Mar-2023 07:21:16.46405,16.45
18-Mar-2023 07:11:16.46405,16.45
18-Mar-2023 07:01:16.46405,16.45
18-Mar-2023 06:51:16.46405,16.45
18-Mar-2023 06:41:16.46405,16.45
18-Mar-2023 06:31:16.46405,16.45
18-Mar-2023 06:21:16.46405,16.45
18-Mar-2023 06:20:36.69212,16.52
18-Mar-2023 06:10:36.69212,16.52
18-Mar-2023 06:00:36.69212,16.52
18-Mar-2023 05:50:36.69212,16.52
18-Mar-2023 05:40:36.69212,16.52
18-Mar-2023 05:30:36.69212,16.52
18-Mar-2023 05:20:36.69212,16.52
18-Mar-2023 05:10:36.69212,16.52
18-Mar-2023 05:00:36.69212,16.52
18-Mar-2023 04:50:36.69212,16.52
18-Mar-2023 04:40:36.69212,16.52
18-Mar-2023 04:30:36.69212,16.52
18-Mar-2023 04:20:36.69212,16.52
18-Mar-2023 04:10:36.69212,16.52
18-Mar-2023 04:00:36.69212,16.52
18-Mar-2023 03:50:36.69212,16.52
18-Mar-2023 03:40:36.69212,16.52
18-Mar-2023 03:32:11.50563,16.5
18-Mar-2023 03:22:11.50563,16.5
18-Mar-2023 03:12:11.50563,16.5
18-Mar-2023 03:02:11.50563,16.5
18-Mar-2023 02:52:11.50563,16.5
18-Mar-2023 02:42:11.50563,16.5
18-Mar-2023 02:32:11.50563,16.5
18-Mar-2023 02:22:11.50563,16.5
18-Mar-2023 02:12:11.50563,16.5
