Name,\\pi3\LR09144901L%P2O5,
Data Type,Float 32,
Number of Values,15682,
Time,Value,Value Attributes
02/03/2023 05:26:10.4,16.85,
02/03/2023 05:16:10.4,16.85,
02/03/2023 05:06:10.4,16.85,
02/03/2023 04:56:10.4,16.85,
02/03/2023 04:46:10.4,16.85,
02/03/2023 04:36:10.4,16.85,
02/03/2023 04:26:10.4,16.85,
02/03/2023 04:16:10.4,16.85,
02/03/2023 04:06:10.4,16.85,
02/03/2023 03:56:10.4,16.85,
02/03/2023 03:46:10.4,16.85,
02/03/2023 03:36:10.4,16.85,
02/03/2023 03:26:10.4,16.85,
02/03/2023 03:16:10.4,16.85,
02/03/2023 03:06:10.4,16.85,
02/03/2023 02:59:48.2,15.7,
02/03/2023 02:49:48.2,15.7,
02/03/2023 02:39:48.2,15.7,
02/03/2023 02:29:48.2,15.7,
02/03/2023 02:19:48.2,15.7,
02/03/2023 02:09:48.2,15.7,
02/03/2023 01:59:48.2,15.7,
02/03/2023 01:49:48.2,15.7,
02/03/2023 01:39:48.2,15.7,
02/03/2023 01:29:48.2,15.7,
02/03/2023 01:19:48.2,15.7,
02/03/2023 01:09:48.2,15.7,
02/03/2023 00:59:48.2,15.7,
02/03/2023 00:49:48.2,15.7,
02/03/2023 00:39:48.2,15.7,
02/03/2023 00:29:48.2,15.7,
02/03/2023 00:19:48.2,15.7,
02/03/2023 00:09:48.2,15.7,
01/03/2023 23:59:48.2,15.7,
01/03/2023 23:49:48.2,15.7,
01/03/2023 23:39:48.2,15.7,
01/03/2023 23:29:48.2,15.7,
01/03/2023 23:19:48.2,15.7,
01/03/2023 23:09:48.2,15.7,
01/03/2023 22:59:48.2,15.7,
01/03/2023 22:49:48.2,15.7,
01/03/2023 22:39:48.2,15.7,
01/03/2023 22:29:48.2,15.7,
01/03/2023 22:19:48.2,15.7,
01/03/2023 22:09:48.2,15.7,
01/03/2023 21:59:48.2,15.7,
01/03/2023 21:49:48.2,15.7,
01/03/2023 21:39:48.2,15.7,
01/03/2023 21:29:48.2,15.7,
01/03/2023 21:19:48.2,15.7,
01/03/2023 21:09:48.2,15.7,
01/03/2023 20:59:48.2,15.7,
01/03/2023 20:49:48.2,15.7,
01/03/2023 20:39:48.2,15.7,
01/03/2023 20:29:48.2,15.7,
01/03/2023 20:19:48.2,15.7,
01/03/2023 20:09:48.2,15.7,
01/03/2023 20:02:58.4,15.76,
01/03/2023 19:52:58.4,15.76,
01/03/2023 19:42:58.4,15.76,
01/03/2023 19:32:58.4,15.76,
01/03/2023 19:22:58.4,15.76,
01/03/2023 19:12:58.4,15.76,
01/03/2023 19:02:58.4,15.76,
01/03/2023 18:52:58.4,15.76,
01/03/2023 18:42:58.4,15.76,
01/03/2023 18:32:58.4,15.76,
01/03/2023 18:22:58.4,15.76,
01/03/2023 18:12:58.4,15.76,
01/03/2023 18:02:58.4,15.76,
01/03/2023 17:52:58.4,15.76,
01/03/2023 17:42:58.4,15.76,
01/03/2023 17:32:58.4,15.76,
01/03/2023 17:22:58.4,15.76,
01/03/2023 17:12:58.4,15.76,
01/03/2023 17:02:58.4,15.76,
01/03/2023 16:52:58.4,15.76,
01/03/2023 16:42:58.4,15.76,
01/03/2023 16:32:58.4,15.76,
01/03/2023 16:22:58.4,15.76,
01/03/2023 16:12:58.4,15.76,
01/03/2023 16:02:58.4,15.76,
01/03/2023 15:52:58.4,15.76,
01/03/2023 15:42:58.4,15.76,
01/03/2023 15:32:58.4,15.76,
01/03/2023 15:22:58.4,15.76,
01/03/2023 15:12:58.4,15.76,
01/03/2023 15:02:58.4,15.76,
01/03/2023 14:52:58.4,15.76,
01/03/2023 14:42:58.4,15.76,
01/03/2023 14:32:58.4,15.76,
01/03/2023 14:22:58.4,15.76,
01/03/2023 14:12:58.4,15.76,
01/03/2023 14:02:58.4,15.76,
01/03/2023 13:52:58.4,15.76,
01/03/2023 13:42:58.4,15.76,
01/03/2023 13:32:58.4,15.76,
01/03/2023 13:22:58.4,15.76,
01/03/2023 13:12:58.4,15.76,
01/03/2023 13:02:58.4,15.76,
01/03/2023 12:52:58.4,15.76,
01/03/2023 12:42:58.4,15.76,
01/03/2023 12:32:58.4,15.76,
01/03/2023 12:22:58.4,15.76,
01/03/2023 12:19:11.3,15.73,
01/03/2023 12:09:11.3,15.73,
01/03/2023 11:59:11.3,15.73,
01/03/2023 11:49:11.3,15.73,
01/03/2023 11:39:11.3,15.73,
01/03/2023 11:29:11.3,15.73,
01/03/2023 11:19:11.3,15.73,
01/03/2023 11:09:11.3,15.73,
01/03/2023 10:59:11.3,15.73,
01/03/2023 10:49:11.3,15.73,
01/03/2023 10:39:11.3,15.73,
01/03/2023 10:29:11.3,15.73,
01/03/2023 10:19:11.3,15.73,
01/03/2023 10:09:11.3,15.73,
01/03/2023 09:59:11.3,15.73,
01/03/2023 09:50:45.2,15.7,
01/03/2023 09:40:45.2,15.7,
01/03/2023 09:30:45.2,15.7,
01/03/2023 09:20:45.2,15.7,
01/03/2023 09:10:45.2,15.7,
01/03/2023 09:00:45.2,15.7,
01/03/2023 08:55:42.6,15.55,
01/03/2023 08:45:42.6,15.55,
01/03/2023 08:35:42.6,15.55,
01/03/2023 08:25:42.6,15.55,
01/03/2023 08:15:42.6,15.55,
01/03/2023 08:05:42.6,15.55,
01/03/2023 07:55:42.6,15.55,
01/03/2023 07:45:42.6,15.55,
01/03/2023 07:35:42.6,15.55,
01/03/2023 07:25:42.6,15.55,
01/03/2023 07:15:42.6,15.55,
01/03/2023 07:05:42.6,15.55,
01/03/2023 06:55:42.6,15.55,
01/03/2023 06:45:42.6,15.55,
01/03/2023 06:35:42.6,15.55,
01/03/2023 06:25:42.6,15.55,
01/03/2023 06:21:42.8,15.4,
01/03/2023 06:11:42.8,15.4,
01/03/2023 06:01:42.8,15.4,
01/03/2023 05:51:42.8,15.4,
01/03/2023 05:41:42.8,15.4,
01/03/2023 05:31:42.8,15.4,
01/03/2023 05:21:42.8,15.4,
01/03/2023 05:11:42.8,15.4,
01/03/2023 05:01:42.8,15.4,
01/03/2023 04:51:42.8,15.4,
01/03/2023 04:41:42.8,15.4,
01/03/2023 04:31:42.8,15.4,
01/03/2023 04:21:42.8,15.4,
01/03/2023 04:11:42.8,15.4,
01/03/2023 04:01:42.8,15.4,
01/03/2023 03:51:42.8,15.4,
01/03/2023 03:49:33.1,15.45,
01/03/2023 03:39:33.1,15.45,
01/03/2023 03:29:33.1,15.45,
01/03/2023 03:19:33.1,15.45,
01/03/2023 03:09:33.1,15.45,
01/03/2023 02:59:33.1,15.45,
01/03/2023 02:49:33.1,15.45,
01/03/2023 02:39:33.1,15.45,
01/03/2023 02:29:33.1,15.45,
01/03/2023 02:19:33.1,15.45,
01/03/2023 02:09:33.1,15.45,
01/03/2023 01:59:33.1,15.45,
01/03/2023 01:49:33.1,15.45,
01/03/2023 01:39:33.1,15.45,
01/03/2023 01:34:11.6,15.25,
01/03/2023 01:24:11.6,15.25,
01/03/2023 01:14:11.6,15.25,
01/03/2023 01:04:11.6,15.25,
01/03/2023 00:54:11.6,15.25,
01/03/2023 00:44:11.6,15.25,
01/03/2023 00:34:11.6,15.25,
01/03/2023 00:24:11.6,15.25,
01/03/2023 00:14:11.6,15.25,
01/03/2023 00:04:11.6,15.25,
28/02/2023 23:54:11.6,15.25,
28/02/2023 23:44:11.6,15.25,
28/02/2023 23:34:11.6,15.25,
28/02/2023 23:24:11.6,15.25,
28/02/2023 23:14:11.6,15.25,
28/02/2023 23:04:11.6,15.25,
28/02/2023 22:54:11.6,15.25,
28/02/2023 22:44:11.6,15.25,
28/02/2023 22:34:11.6,15.25,
28/02/2023 22:24:11.6,15.25,
28/02/2023 22:14:11.6,15.25,
28/02/2023 22:08:27.3,15.38,
28/02/2023 21:58:27.3,15.38,
28/02/2023 21:48:27.3,15.38,
28/02/2023 21:38:27.3,15.38,
28/02/2023 21:28:27.3,15.38,
28/02/2023 21:18:27.3,15.38,
28/02/2023 21:08:27.3,15.38,
28/02/2023 20:58:27.3,15.38,
28/02/2023 20:48:27.3,15.38,
28/02/2023 20:38:27.3,15.38,
28/02/2023 20:28:27.3,15.38,
28/02/2023 20:18:27.3,15.38,
28/02/2023 20:08:27.3,15.38,
28/02/2023 19:58:27.3,15.38,
28/02/2023 19:48:27.3,15.38,
28/02/2023 19:38:27.3,15.38,
28/02/2023 19:28:27.3,15.38,
28/02/2023 19:18:27.3,15.38,
28/02/2023 19:08:27.3,15.38,
28/02/2023 18:58:27.3,15.38,
28/02/2023 18:48:27.3,15.38,
28/02/2023 18:38:27.3,15.38,
28/02/2023 18:28:27.3,15.38,
28/02/2023 18:18:27.3,15.38,
28/02/2023 18:08:27.3,15.38,
28/02/2023 17:58:27.3,15.38,
28/02/2023 17:48:27.3,15.38,
28/02/2023 17:38:27.3,15.38,
28/02/2023 17:28:27.3,15.38,
28/02/2023 17:18:27.3,15.38,
28/02/2023 17:08:27.3,15.38,
28/02/2023 16:58:27.3,15.38,
28/02/2023 16:48:27.3,15.38,
28/02/2023 16:38:27.3,15.38,
28/02/2023 16:28:27.3,15.38,
28/02/2023 16:18:27.3,15.38,
28/02/2023 16:08:27.3,15.38,
28/02/2023 15:58:27.3,15.38,
28/02/2023 15:48:27.3,15.38,
28/02/2023 15:38:27.3,15.38,
28/02/2023 15:28:27.3,15.38,
28/02/2023 15:18:27.3,15.38,
28/02/2023 15:08:27.3,15.38,
28/02/2023 14:58:27.3,15.38,
28/02/2023 14:48:27.3,15.38,
28/02/2023 14:38:27.3,15.38,
28/02/2023 14:28:27.3,15.38,
28/02/2023 14:18:27.3,15.38,
28/02/2023 14:18:11.2,15.45,
28/02/2023 14:08:11.2,15.45,
28/02/2023 13:58:11.2,15.45,
28/02/2023 13:48:11.2,15.45,
28/02/2023 13:38:11.2,15.45,
28/02/2023 13:28:11.2,15.45,
28/02/2023 13:18:11.2,15.45,
28/02/2023 13:08:11.2,15.45,
28/02/2023 12:58:11.2,15.45,
28/02/2023 12:48:11.2,15.45,
28/02/2023 12:38:11.2,15.45,
28/02/2023 12:28:11.2,15.45,
28/02/2023 12:18:11.2,15.45,
28/02/2023 12:08:11.2,15.45,
28/02/2023 11:58:11.2,15.45,
28/02/2023 11:48:11.2,15.45,
28/02/2023 11:38:11.2,15.45,
28/02/2023 11:28:11.2,15.45,
28/02/2023 11:18:11.2,15.45,
28/02/2023 11:08:11.2,15.45,
28/02/2023 10:58:11.2,15.45,
28/02/2023 10:48:11.2,15.45,
28/02/2023 10:38:11.2,15.45,
28/02/2023 10:28:11.2,15.45,
28/02/2023 10:18:11.2,15.45,
28/02/2023 10:08:11.2,15.45,
28/02/2023 09:58:11.2,15.45,
28/02/2023 09:48:11.2,15.45,
28/02/2023 09:38:11.2,15.45,
28/02/2023 09:28:11.2,15.45,
28/02/2023 09:18:11.2,15.45,
28/02/2023 09:11:49.7,14.8,
28/02/2023 09:01:49.7,14.8,
28/02/2023 08:51:49.7,14.8,
28/02/2023 08:41:49.7,14.8,
28/02/2023 08:31:49.7,14.8,
28/02/2023 08:21:49.7,14.8,
28/02/2023 08:11:49.7,14.8,
28/02/2023 08:01:49.7,14.8,
28/02/2023 07:51:49.7,14.8,
28/02/2023 07:41:49.7,14.8,
28/02/2023 07:31:49.7,14.8,
28/02/2023 07:21:49.7,14.8,
28/02/2023 07:11:49.7,14.8,
28/02/2023 07:01:49.7,14.8,
28/02/2023 06:51:49.7,14.8,
28/02/2023 06:41:49.7,14.8,
28/02/2023 06:31:49.7,14.8,
28/02/2023 06:21:49.7,14.8,
28/02/2023 06:11:49.7,14.8,
28/02/2023 06:10:50.5,15.1,
28/02/2023 06:00:50.5,15.1,
28/02/2023 05:50:50.5,15.1,
28/02/2023 05:40:50.5,15.1,
28/02/2023 05:30:50.5,15.1,
28/02/2023 05:20:50.5,15.1,
28/02/2023 05:10:50.5,15.1,
28/02/2023 05:00:50.5,15.1,
28/02/2023 04:50:50.5,15.1,
28/02/2023 04:40:50.5,15.1,
28/02/2023 04:30:50.5,15.1,
28/02/2023 04:20:50.5,15.1,
28/02/2023 04:10:50.5,15.1,
28/02/2023 04:00:50.5,15.1,
28/02/2023 03:58:38.2,15.2,
28/02/2023 03:48:38.2,15.2,
28/02/2023 03:38:38.2,15.2,
28/02/2023 03:28:38.2,15.2,
28/02/2023 03:18:38.2,15.2,
28/02/2023 03:08:38.2,15.2,
28/02/2023 02:58:38.2,15.2,
28/02/2023 02:48:38.2,15.2,
28/02/2023 02:38:38.2,15.2,
28/02/2023 02:28:38.2,15.2,
28/02/2023 02:18:38.2,15.2,
28/02/2023 02:08:38.2,15.2,
28/02/2023 02:02:28.8,15.4,
28/02/2023 01:52:28.8,15.4,
28/02/2023 01:42:28.8,15.4,
28/02/2023 01:32:28.8,15.4,
28/02/2023 01:22:28.8,15.4,
28/02/2023 01:12:28.8,15.4,
28/02/2023 01:02:28.8,15.4,
28/02/2023 00:52:28.8,15.4,
28/02/2023 00:42:28.8,15.4,
28/02/2023 00:32:28.8,15.4,
28/02/2023 00:22:28.8,15.4,
28/02/2023 00:12:28.8,15.4,
28/02/2023 00:02:28.8,15.4,
27/02/2023 23:52:28.8,15.4,
27/02/2023 23:47:44.0,15.5,
27/02/2023 23:37:44.0,15.5,
27/02/2023 23:27:44.0,15.5,
27/02/2023 23:17:44.0,15.5,
27/02/2023 23:07:44.0,15.5,
27/02/2023 22:57:44.0,15.5,
27/02/2023 22:47:44.0,15.5,
27/02/2023 22:37:44.0,15.5,
27/02/2023 22:27:44.0,15.5,
27/02/2023 22:17:44.0,15.5,
27/02/2023 22:07:44.0,15.5,
27/02/2023 21:57:44.0,15.5,
27/02/2023 21:52:00.6,15.4,
27/02/2023 21:42:00.6,15.4,
27/02/2023 21:32:00.6,15.4,
27/02/2023 21:22:00.6,15.4,
27/02/2023 21:12:00.6,15.4,
27/02/2023 21:02:00.6,15.4,
27/02/2023 20:52:00.6,15.4,
27/02/2023 20:42:00.6,15.4,
27/02/2023 20:32:00.6,15.4,
27/02/2023 20:22:00.6,15.4,
27/02/2023 20:12:00.6,15.4,
27/02/2023 20:02:00.6,15.4,
27/02/2023 19:52:00.6,15.4,
27/02/2023 19:42:00.6,15.4,
27/02/2023 19:32:09.7,15.7,
27/02/2023 19:22:09.7,15.7,
27/02/2023 19:12:09.7,15.7,
27/02/2023 19:02:09.7,15.7,
27/02/2023 18:52:09.7,15.7,
27/02/2023 18:42:09.7,15.7,
27/02/2023 18:32:09.7,15.7,
27/02/2023 18:22:09.7,15.7,
27/02/2023 18:12:09.7,15.7,
27/02/2023 18:05:15.3,15.65,
27/02/2023 17:55:15.3,15.65,
27/02/2023 17:45:15.3,15.65,
27/02/2023 17:35:15.3,15.65,
27/02/2023 17:25:15.3,15.65,
27/02/2023 17:15:15.3,15.65,
27/02/2023 17:05:15.3,15.65,
27/02/2023 16:55:15.3,15.65,
27/02/2023 16:45:15.3,15.65,
27/02/2023 16:35:15.3,15.65,
27/02/2023 16:25:15.3,15.65,
27/02/2023 16:15:15.3,15.65,
27/02/2023 16:05:57.1,15.8,
27/02/2023 15:55:57.1,15.8,
27/02/2023 15:45:57.1,15.8,
27/02/2023 15:35:57.1,15.8,
27/02/2023 15:25:57.1,15.8,
27/02/2023 15:15:57.1,15.8,
27/02/2023 15:05:57.1,15.8,
27/02/2023 14:55:57.1,15.8,
27/02/2023 14:45:57.1,15.8,
27/02/2023 14:35:57.1,15.8,
27/02/2023 14:25:57.1,15.8,
27/02/2023 14:15:57.1,15.8,
27/02/2023 14:05:57.1,15.8,
27/02/2023 13:55:57.1,15.8,
27/02/2023 13:45:57.1,15.8,
27/02/2023 13:35:57.1,15.8,
27/02/2023 13:25:57.1,15.8,
27/02/2023 13:15:57.1,15.8,
27/02/2023 13:05:57.1,15.8,
27/02/2023 12:55:57.1,15.8,
27/02/2023 12:45:57.1,15.8,
27/02/2023 12:35:57.1,15.8,
27/02/2023 12:25:57.1,15.8,
27/02/2023 12:15:57.1,15.8,
27/02/2023 12:05:57.1,15.8,
27/02/2023 11:55:57.1,15.8,
27/02/2023 11:45:57.1,15.8,
27/02/2023 11:35:57.1,15.8,
27/02/2023 11:25:57.1,15.8,
27/02/2023 11:19:48.2,15.9,
27/02/2023 11:09:48.2,15.9,
27/02/2023 10:59:48.2,15.9,
27/02/2023 10:49:48.2,15.9,
27/02/2023 10:39:48.2,15.9,
27/02/2023 10:29:48.2,15.9,
27/02/2023 10:19:48.2,15.9,
27/02/2023 10:09:48.2,15.9,
27/02/2023 09:59:48.2,15.9,
27/02/2023 09:49:48.2,15.9,
27/02/2023 09:39:48.2,15.9,
27/02/2023 09:29:48.2,15.9,
27/02/2023 09:19:48.2,15.9,
27/02/2023 09:09:48.2,15.9,
27/02/2023 08:59:48.2,15.9,
27/02/2023 08:57:32.8,15.3,
27/02/2023 08:47:32.8,15.3,
27/02/2023 08:37:32.8,15.3,
27/02/2023 08:27:32.8,15.3,
27/02/2023 08:17:32.8,15.3,
27/02/2023 08:07:32.8,15.3,
27/02/2023 07:57:32.8,15.3,
27/02/2023 07:47:32.8,15.3,
27/02/2023 07:37:32.8,15.3,
27/02/2023 07:27:32.8,15.3,
27/02/2023 07:17:32.8,15.3,
27/02/2023 07:07:32.8,15.3,
27/02/2023 06:57:32.8,15.3,
27/02/2023 06:47:32.8,15.3,
27/02/2023 06:37:32.8,15.3,
27/02/2023 06:27:32.8,15.3,
27/02/2023 06:17:32.8,15.3,
27/02/2023 06:08:48.3,15.5,
27/02/2023 05:58:48.3,15.5,
27/02/2023 05:48:48.3,15.5,
27/02/2023 05:38:48.3,15.5,
27/02/2023 05:28:48.3,15.5,
27/02/2023 05:18:48.3,15.5,
27/02/2023 05:08:48.3,15.5,
27/02/2023 04:58:48.3,15.5,
27/02/2023 04:48:48.3,15.5,
27/02/2023 04:38:48.3,15.5,
27/02/2023 04:28:48.3,15.5,
27/02/2023 04:18:48.3,15.5,
27/02/2023 04:08:48.3,15.5,
27/02/2023 03:58:48.3,15.5,
27/02/2023 03:48:48.3,15.5,
27/02/2023 03:38:48.3,15.5,
27/02/2023 03:38:26.0,15.3,
27/02/2023 03:28:26.0,15.3,
27/02/2023 03:18:26.0,15.3,
27/02/2023 03:08:26.0,15.3,
27/02/2023 02:58:26.0,15.3,
27/02/2023 02:48:26.0,15.3,
27/02/2023 02:38:26.0,15.3,
27/02/2023 02:28:26.0,15.3,
27/02/2023 02:18:26.0,15.3,
27/02/2023 02:08:26.0,15.3,
27/02/2023 01:58:26.0,15.3,
27/02/2023 01:55:29.3,15.5,
27/02/2023 01:45:29.3,15.5,
27/02/2023 01:35:29.3,15.5,
27/02/2023 01:25:29.3,15.5,
27/02/2023 01:15:29.3,15.5,
27/02/2023 01:05:29.3,15.5,
27/02/2023 00:55:29.3,15.5,
27/02/2023 00:45:29.3,15.5,
27/02/2023 00:35:29.3,15.5,
27/02/2023 00:25:29.3,15.5,
27/02/2023 00:15:29.3,15.5,
27/02/2023 00:05:29.3,15.5,
26/02/2023 23:55:29.3,15.5,
26/02/2023 23:45:29.3,15.5,
26/02/2023 23:44:50.1,15,
26/02/2023 23:34:50.1,15,
26/02/2023 23:24:50.1,15,
26/02/2023 23:14:50.1,15,
26/02/2023 23:04:50.1,15,
26/02/2023 22:54:50.1,15,
26/02/2023 22:44:50.1,15,
26/02/2023 22:34:50.1,15,
26/02/2023 22:24:50.1,15,
26/02/2023 22:14:50.1,15,
26/02/2023 22:04:50.1,15,
26/02/2023 22:04:04.0,14.9,
26/02/2023 21:54:04.0,14.9,
26/02/2023 21:44:04.0,14.9,
26/02/2023 21:34:04.0,14.9,
26/02/2023 21:24:04.0,14.9,
26/02/2023 21:14:04.0,14.9,
26/02/2023 21:04:04.0,14.9,
26/02/2023 20:54:04.0,14.9,
26/02/2023 20:44:04.0,14.9,
26/02/2023 20:34:04.0,14.9,
26/02/2023 20:24:04.0,14.9,
26/02/2023 20:14:04.0,14.9,
26/02/2023 20:04:04.0,14.9,
26/02/2023 19:54:04.0,14.9,
26/02/2023 19:48:30.6,15.7,
26/02/2023 19:38:30.6,15.7,
26/02/2023 19:28:30.6,15.7,
26/02/2023 19:18:30.6,15.7,
26/02/2023 19:08:30.6,15.7,
26/02/2023 18:58:30.6,15.7,
26/02/2023 18:48:30.6,15.7,
26/02/2023 18:38:30.6,15.7,
26/02/2023 18:28:30.6,15.7,
26/02/2023 18:18:30.6,15.7,
26/02/2023 18:08:30.6,15.7,
26/02/2023 17:58:30.6,15.7,
26/02/2023 17:48:30.6,15.7,
26/02/2023 17:38:30.6,15.7,
26/02/2023 17:28:30.6,15.7,
26/02/2023 17:18:30.6,15.7,
26/02/2023 17:08:30.6,15.7,
26/02/2023 16:58:30.6,15.7,
26/02/2023 16:48:30.6,15.7,
26/02/2023 16:38:30.6,15.7,
26/02/2023 16:28:30.6,15.7,
26/02/2023 16:23:37.9,15.6,
26/02/2023 16:18:30.6,15.7,
26/02/2023 16:13:37.9,15.6,
26/02/2023 16:03:37.9,15.6,
26/02/2023 15:53:37.9,15.6,
26/02/2023 15:43:37.9,15.6,
26/02/2023 15:33:37.9,15.6,
26/02/2023 15:23:37.9,15.6,
26/02/2023 15:13:37.9,15.6,
26/02/2023 15:03:37.9,15.6,
26/02/2023 14:53:37.9,15.6,
26/02/2023 14:43:37.9,15.6,
26/02/2023 14:33:37.9,15.6,
26/02/2023 14:23:37.9,15.6,
26/02/2023 14:13:37.9,15.6,
26/02/2023 14:03:37.9,15.6,
26/02/2023 13:53:37.9,15.6,
26/02/2023 13:43:37.9,15.6,
26/02/2023 13:33:37.9,15.6,
26/02/2023 13:23:37.9,15.6,
26/02/2023 13:13:37.9,15.6,
26/02/2023 13:03:37.9,15.6,
26/02/2023 12:53:37.9,15.6,
26/02/2023 12:43:37.9,15.6,
26/02/2023 12:33:37.9,15.6,
26/02/2023 12:23:37.9,15.6,
26/02/2023 12:13:37.9,15.6,
26/02/2023 12:03:37.9,15.6,
26/02/2023 11:53:37.9,15.6,
26/02/2023 11:43:37.9,15.6,
26/02/2023 11:38:34.1,15,
26/02/2023 11:28:34.1,15,
26/02/2023 11:18:34.1,15,
26/02/2023 11:08:34.1,15,
26/02/2023 10:58:34.1,15,
26/02/2023 10:48:34.1,15,
26/02/2023 10:38:34.1,15,
26/02/2023 10:28:34.1,15,
26/02/2023 10:18:34.1,15,
26/02/2023 10:08:34.1,15,
26/02/2023 10:00:54.8,15.55,
26/02/2023 09:50:54.8,15.55,
26/02/2023 09:40:54.8,15.55,
26/02/2023 09:30:54.8,15.55,
26/02/2023 09:20:54.8,15.55,
26/02/2023 09:10:54.8,15.55,
26/02/2023 09:00:54.8,15.55,
26/02/2023 09:00:38.7,15.4,
26/02/2023 08:50:38.7,15.4,
26/02/2023 08:40:38.7,15.4,
26/02/2023 08:30:38.7,15.4,
26/02/2023 08:20:38.7,15.4,
26/02/2023 08:10:38.7,15.4,
26/02/2023 08:00:38.7,15.4,
26/02/2023 07:50:38.7,15.4,
26/02/2023 07:40:38.7,15.4,
26/02/2023 07:30:38.7,15.4,
26/02/2023 07:20:38.7,15.4,
26/02/2023 07:10:38.7,15.4,
26/02/2023 07:00:38.7,15.4,
26/02/2023 06:50:38.7,15.4,
26/02/2023 06:40:38.7,15.4,
26/02/2023 06:30:38.7,15.4,
26/02/2023 06:27:03.9,15.6,
26/02/2023 06:17:03.9,15.6,
26/02/2023 06:07:03.9,15.6,
26/02/2023 05:57:03.9,15.6,
26/02/2023 05:47:03.9,15.6,
26/02/2023 05:37:03.9,15.6,
26/02/2023 05:27:03.9,15.6,
26/02/2023 05:17:03.9,15.6,
26/02/2023 05:07:03.9,15.6,
26/02/2023 04:57:03.9,15.6,
26/02/2023 04:47:03.9,15.6,
26/02/2023 04:37:03.9,15.6,
26/02/2023 04:27:03.9,15.6,
26/02/2023 04:17:03.9,15.6,
26/02/2023 04:07:03.9,15.6,
26/02/2023 03:57:03.9,15.6,
26/02/2023 03:47:03.9,15.6,
26/02/2023 03:37:03.9,15.6,
26/02/2023 03:27:03.9,15.6,
26/02/2023 03:17:03.9,15.6,
26/02/2023 03:07:03.9,15.6,
26/02/2023 02:57:03.9,15.6,
26/02/2023 02:47:03.9,15.6,
26/02/2023 02:37:03.9,15.6,
26/02/2023 02:27:03.9,15.6,
26/02/2023 02:17:03.9,15.6,
26/02/2023 02:07:03.9,15.6,
26/02/2023 01:57:03.9,15.6,
26/02/2023 01:47:03.9,15.6,
26/02/2023 01:37:03.9,15.6,
26/02/2023 01:27:03.9,15.6,
26/02/2023 01:17:03.9,15.6,
26/02/2023 01:07:03.9,15.6,
26/02/2023 00:57:03.9,15.6,
26/02/2023 00:47:03.9,15.6,
26/02/2023 00:37:03.9,15.6,
26/02/2023 00:27:03.9,15.6,
26/02/2023 00:17:03.9,15.6,
26/02/2023 00:07:03.9,15.6,
25/02/2023 23:59:32.6,15.5,
25/02/2023 23:49:32.6,15.5,
