Name,\\pi3\LR09144901L%P2O5,
Data Type,Float 32,
Number of Values,15682,
Time,Value,Value Attributes
12/02/2023 23:39:38.9,16.65,
12/02/2023 23:29:38.9,16.65,
12/02/2023 23:19:38.9,16.65,
12/02/2023 23:09:38.9,16.65,
12/02/2023 22:59:38.9,16.65,
12/02/2023 22:49:38.9,16.65,
12/02/2023 22:39:38.9,16.65,
12/02/2023 22:29:38.9,16.65,
12/02/2023 22:19:38.9,16.65,
12/02/2023 22:09:38.9,16.65,
12/02/2023 21:59:38.9,16.65,
12/02/2023 21:49:38.9,16.65,
12/02/2023 21:47:28.8,16.6,
12/02/2023 21:37:28.8,16.6,
12/02/2023 21:27:28.8,16.6,
12/02/2023 21:17:28.8,16.6,
12/02/2023 21:07:28.8,16.6,
12/02/2023 20:57:28.8,16.6,
12/02/2023 20:47:28.8,16.6,
12/02/2023 20:37:28.8,16.6,
12/02/2023 20:27:28.8,16.6,
12/02/2023 20:17:28.8,16.6,
12/02/2023 20:07:28.8,16.6,
12/02/2023 19:57:28.8,16.6,
12/02/2023 19:50:35.6,16.68,
12/02/2023 19:40:35.6,16.68,
12/02/2023 19:30:35.6,16.68,
12/02/2023 19:20:35.6,16.68,
12/02/2023 19:10:35.6,16.68,
12/02/2023 19:00:35.6,16.68,
12/02/2023 18:50:35.6,16.68,
12/02/2023 18:40:35.6,16.68,
12/02/2023 18:30:35.6,16.68,
12/02/2023 18:20:35.6,16.68,
12/02/2023 18:10:35.6,16.68,
12/02/2023 18:00:35.6,16.68,
12/02/2023 18:00:26.9,16.79,
12/02/2023 17:50:26.9,16.79,
12/02/2023 17:40:26.9,16.79,
12/02/2023 17:30:26.9,16.79,
12/02/2023 17:20:26.9,16.79,
12/02/2023 17:10:26.9,16.79,
12/02/2023 17:00:26.9,16.79,
12/02/2023 16:50:26.9,16.79,
12/02/2023 16:40:26.9,16.79,
12/02/2023 16:30:26.9,16.79,
12/02/2023 16:20:26.9,16.79,
12/02/2023 16:10:26.9,16.79,
12/02/2023 16:00:26.9,16.79,
12/02/2023 15:53:31.7,16.83,
12/02/2023 15:43:31.7,16.83,
12/02/2023 15:33:31.7,16.83,
12/02/2023 15:23:31.7,16.83,
12/02/2023 15:13:31.7,16.83,
12/02/2023 15:03:31.7,16.83,
12/02/2023 14:53:31.7,16.83,
12/02/2023 14:43:31.7,16.83,
12/02/2023 14:33:31.7,16.83,
12/02/2023 14:25:31.0,16.67,
12/02/2023 14:15:31.0,16.67,
12/02/2023 14:05:31.0,16.67,
12/02/2023 13:55:31.0,16.67,
12/02/2023 13:45:31.0,16.67,
12/02/2023 13:35:31.0,16.67,
12/02/2023 13:25:31.0,16.67,
12/02/2023 13:15:31.0,16.67,
12/02/2023 13:05:31.0,16.67,
12/02/2023 12:55:31.0,16.67,
12/02/2023 12:45:31.0,16.67,
12/02/2023 12:35:31.0,16.67,
12/02/2023 12:25:31.0,16.67,
12/02/2023 12:15:31.0,16.67,
12/02/2023 12:05:31.0,16.67,
12/02/2023 11:55:31.0,16.67,
12/02/2023 11:45:31.0,16.67,
12/02/2023 11:35:31.0,16.67,
12/02/2023 11:25:31.0,16.67,
12/02/2023 11:15:31.0,16.67,
12/02/2023 11:05:31.0,16.67,
12/02/2023 10:55:31.0,16.67,
12/02/2023 10:45:31.0,16.67,
12/02/2023 10:35:31.0,16.67,
12/02/2023 10:25:31.0,16.67,
12/02/2023 10:15:31.0,16.67,
12/02/2023 10:05:31.0,16.67,
12/02/2023 10:00:23.9,16.7,
12/02/2023 09:50:23.9,16.7,
12/02/2023 09:40:23.9,16.7,
12/02/2023 09:30:23.9,16.7,
12/02/2023 09:20:23.9,16.7,
12/02/2023 09:10:23.9,16.7,
12/02/2023 09:06:24.2,16.3,
12/02/2023 08:56:24.2,16.3,
12/02/2023 08:46:24.2,16.3,
12/02/2023 08:36:24.2,16.3,
12/02/2023 08:26:24.2,16.3,
12/02/2023 08:16:24.2,16.3,
12/02/2023 08:06:24.2,16.3,
12/02/2023 07:56:24.2,16.3,
12/02/2023 07:46:24.2,16.3,
12/02/2023 07:36:24.2,16.3,
12/02/2023 07:26:24.2,16.3,
12/02/2023 07:16:24.2,16.3,
12/02/2023 07:06:24.2,16.3,
12/02/2023 06:56:24.2,16.3,
12/02/2023 06:46:24.2,16.3,
12/02/2023 06:36:24.2,16.3,
12/02/2023 06:26:24.2,16.3,
12/02/2023 06:16:24.2,16.3,
12/02/2023 06:14:15.3,16.2,
12/02/2023 06:04:15.3,16.2,
12/02/2023 05:54:15.3,16.2,
12/02/2023 05:44:15.3,16.2,
12/02/2023 05:34:15.3,16.2,
12/02/2023 05:24:15.3,16.2,
12/02/2023 05:14:15.3,16.2,
12/02/2023 05:04:15.3,16.2,
12/02/2023 04:54:15.3,16.2,
12/02/2023 04:44:15.3,16.2,
12/02/2023 04:34:15.3,16.2,
12/02/2023 04:24:15.3,16.2,
12/02/2023 04:14:15.3,16.2,
12/02/2023 04:04:15.3,16.2,
12/02/2023 03:54:15.3,16.2,
12/02/2023 03:44:15.3,16.2,
12/02/2023 03:37:46.3,16.15,
12/02/2023 03:27:46.3,16.15,
12/02/2023 03:17:46.3,16.15,
12/02/2023 03:07:46.3,16.15,
12/02/2023 02:57:46.3,16.15,
12/02/2023 02:47:46.3,16.15,
12/02/2023 02:37:46.3,16.15,
12/02/2023 02:27:46.3,16.15,
12/02/2023 02:17:46.3,16.15,
12/02/2023 02:07:46.3,16.15,
12/02/2023 01:57:46.3,16.15,
12/02/2023 01:47:46.3,16.15,
12/02/2023 01:37:46.3,16.15,
12/02/2023 01:36:11.0,16.1,
12/02/2023 01:26:11.0,16.1,
12/02/2023 01:16:11.0,16.1,
12/02/2023 01:06:11.0,16.1,
12/02/2023 00:56:11.0,16.1,
12/02/2023 00:46:11.0,16.1,
12/02/2023 00:36:11.0,16.1,
12/02/2023 00:26:11.0,16.1,
12/02/2023 00:16:11.0,16.1,
12/02/2023 00:06:11.0,16.1,
11/02/2023 23:56:11.0,16.1,
11/02/2023 23:46:11.0,16.1,
11/02/2023 23:36:11.0,16.1,
11/02/2023 23:35:29.6,15.9,
11/02/2023 23:25:29.6,15.9,
11/02/2023 23:15:29.6,15.9,
11/02/2023 23:05:29.6,15.9,
11/02/2023 22:55:29.6,15.9,
11/02/2023 22:45:29.6,15.9,
11/02/2023 22:35:29.6,15.9,
11/02/2023 22:25:29.6,15.9,
11/02/2023 22:15:29.6,15.9,
11/02/2023 22:05:29.6,15.9,
11/02/2023 21:55:29.6,15.9,
11/02/2023 21:50:33.4,15.75,
11/02/2023 21:40:33.4,15.75,
11/02/2023 21:30:33.4,15.75,
11/02/2023 21:20:33.4,15.75,
11/02/2023 21:10:33.4,15.75,
11/02/2023 21:00:33.4,15.75,
11/02/2023 20:50:33.4,15.75,
11/02/2023 20:40:33.4,15.75,
11/02/2023 20:30:33.4,15.75,
11/02/2023 20:20:33.4,15.75,
11/02/2023 20:10:33.4,15.75,
11/02/2023 20:00:33.4,15.75,
11/02/2023 19:50:33.4,15.75,
11/02/2023 19:40:33.4,15.75,
11/02/2023 19:30:33.4,15.75,
11/02/2023 19:20:33.4,15.75,
11/02/2023 19:10:33.4,15.75,
11/02/2023 19:00:33.4,15.75,
11/02/2023 18:50:33.4,15.75,
11/02/2023 18:40:33.4,15.75,
11/02/2023 18:30:33.4,15.75,
11/02/2023 18:20:33.4,15.75,
11/02/2023 18:10:33.4,15.75,
11/02/2023 18:00:33.4,15.75,
11/02/2023 17:50:33.4,15.75,
11/02/2023 17:40:33.4,15.75,
11/02/2023 17:30:33.4,15.75,
11/02/2023 17:20:33.4,15.75,
11/02/2023 17:10:33.4,15.75,
11/02/2023 17:00:33.4,15.75,
11/02/2023 16:50:33.4,15.75,
11/02/2023 16:40:33.4,15.75,
11/02/2023 16:30:33.4,15.75,
11/02/2023 16:20:33.4,15.75,
11/02/2023 16:12:26.2,15.65,
11/02/2023 16:02:26.2,15.65,
11/02/2023 15:52:26.2,15.65,
11/02/2023 15:42:26.2,15.65,
11/02/2023 15:32:26.2,15.65,
11/02/2023 15:22:26.2,15.65,
11/02/2023 15:12:26.2,15.65,
11/02/2023 15:02:26.2,15.65,
11/02/2023 14:52:26.2,15.65,
11/02/2023 14:42:26.2,15.65,
11/02/2023 14:32:26.2,15.65,
11/02/2023 14:22:26.2,15.65,
11/02/2023 14:12:26.2,15.65,
11/02/2023 14:02:26.2,15.65,
11/02/2023 13:52:26.2,15.65,
11/02/2023 13:42:26.2,15.65,
11/02/2023 13:32:26.2,15.65,
11/02/2023 13:22:26.2,15.65,
11/02/2023 13:12:26.2,15.65,
11/02/2023 13:02:26.2,15.65,
11/02/2023 12:52:26.2,15.65,
11/02/2023 12:42:26.2,15.65,
11/02/2023 12:32:56.0,15.7,
11/02/2023 12:22:56.0,15.7,
11/02/2023 12:12:56.0,15.7,
11/02/2023 12:02:56.0,15.7,
11/02/2023 11:52:56.0,15.7,
11/02/2023 11:42:56.0,15.7,
11/02/2023 11:32:56.0,15.7,
11/02/2023 11:22:56.0,15.7,
11/02/2023 11:12:56.0,15.7,
11/02/2023 11:02:56.0,15.7,
11/02/2023 10:52:56.0,15.7,
11/02/2023 10:42:56.0,15.7,
11/02/2023 10:32:56.0,15.7,
11/02/2023 10:22:56.0,15.7,
11/02/2023 10:12:56.0,15.7,
11/02/2023 10:02:56.0,15.7,
11/02/2023 09:52:56.0,15.7,
11/02/2023 09:42:56.0,15.7,
11/02/2023 09:32:56.0,15.7,
11/02/2023 09:22:56.0,15.7,
11/02/2023 09:12:56.0,15.7,
11/02/2023 09:02:56.0,15.7,
11/02/2023 08:52:56.0,15.7,
11/02/2023 08:42:56.0,15.7,
11/02/2023 08:32:56.0,15.7,
11/02/2023 08:22:56.0,15.7,
11/02/2023 08:12:56.0,15.7,
11/02/2023 08:02:56.0,15.7,
11/02/2023 08:01:37.0,15.59,
11/02/2023 07:51:37.0,15.59,
11/02/2023 07:41:37.0,15.59,
11/02/2023 07:31:37.0,15.59,
11/02/2023 07:21:37.0,15.59,
11/02/2023 07:11:37.0,15.59,
11/02/2023 07:01:37.0,15.59,
11/02/2023 06:51:37.0,15.59,
11/02/2023 06:41:37.0,15.59,
11/02/2023 06:31:37.0,15.59,
11/02/2023 06:21:37.0,15.59,
11/02/2023 06:14:59.0,14.91,
11/02/2023 06:04:59.0,14.91,
11/02/2023 05:54:59.0,14.91,
11/02/2023 05:44:59.0,14.91,
11/02/2023 05:34:59.0,14.91,
11/02/2023 05:24:59.0,14.91,
11/02/2023 05:14:59.0,14.91,
11/02/2023 05:04:59.0,14.91,
11/02/2023 04:54:59.0,14.91,
11/02/2023 04:44:59.0,14.91,
11/02/2023 04:34:59.0,14.91,
11/02/2023 04:24:59.0,14.91,
11/02/2023 04:16:22.6,14.94,
11/02/2023 04:06:22.6,14.94,
11/02/2023 03:56:22.6,14.94,
11/02/2023 03:46:22.6,14.94,
11/02/2023 03:36:22.6,14.94,
11/02/2023 03:26:22.6,14.94,
11/02/2023 03:16:22.6,14.94,
11/02/2023 03:06:22.6,14.94,
11/02/2023 02:56:22.6,14.94,
11/02/2023 02:46:22.6,14.94,
11/02/2023 02:36:22.6,14.94,
11/02/2023 02:26:22.6,14.94,
11/02/2023 02:16:22.6,14.94,
11/02/2023 02:06:22.6,14.94,
11/02/2023 02:00:48.8,15.78,
11/02/2023 01:50:48.8,15.78,
11/02/2023 01:40:48.8,15.78,
11/02/2023 01:30:48.8,15.78,
11/02/2023 01:20:48.8,15.78,
11/02/2023 01:10:48.8,15.78,
11/02/2023 01:00:48.8,15.78,
11/02/2023 00:50:48.8,15.78,
11/02/2023 00:40:48.8,15.78,
11/02/2023 00:30:48.8,15.78,
11/02/2023 00:20:48.8,15.78,
11/02/2023 00:10:48.8,15.78,
11/02/2023 00:00:48.8,15.78,
10/02/2023 23:50:48.8,15.78,
10/02/2023 23:40:48.8,15.78,
10/02/2023 23:30:48.8,15.78,
10/02/2023 23:20:48.8,15.78,
10/02/2023 23:10:48.8,15.78,
10/02/2023 23:00:48.8,15.78,
10/02/2023 22:50:48.8,15.78,
10/02/2023 22:40:48.8,15.78,
10/02/2023 22:30:48.8,15.78,
10/02/2023 22:20:48.8,15.78,
10/02/2023 22:10:48.8,15.78,
10/02/2023 22:00:48.8,15.78,
10/02/2023 21:50:48.8,15.78,
10/02/2023 21:40:48.8,15.78,
10/02/2023 21:30:48.8,15.78,
10/02/2023 21:20:48.8,15.78,
10/02/2023 21:10:48.8,15.78,
10/02/2023 21:00:48.8,15.78,
10/02/2023 20:50:48.8,15.78,
10/02/2023 20:40:48.8,15.78,
10/02/2023 20:30:48.8,15.78,
10/02/2023 20:20:48.8,15.78,
10/02/2023 20:10:48.8,15.78,
10/02/2023 20:00:48.8,15.78,
10/02/2023 19:50:48.8,15.78,
10/02/2023 19:46:28.9,15.9,
10/02/2023 19:36:28.9,15.9,
10/02/2023 19:26:28.9,15.9,
10/02/2023 19:16:28.9,15.9,
10/02/2023 19:06:28.9,15.9,
10/02/2023 18:56:28.9,15.9,
10/02/2023 18:46:28.9,15.9,
10/02/2023 18:36:28.9,15.9,
10/02/2023 18:26:28.9,15.9,
10/02/2023 18:16:28.9,15.9,
10/02/2023 18:06:28.9,15.9,
10/02/2023 18:03:16.1,16,
10/02/2023 17:53:16.1,16,
10/02/2023 17:43:16.1,16,
10/02/2023 17:33:16.1,16,
10/02/2023 17:23:16.1,16,
10/02/2023 17:13:16.1,16,
10/02/2023 17:03:16.1,16,
10/02/2023 16:53:16.1,16,
10/02/2023 16:43:16.1,16,
10/02/2023 16:33:16.1,16,
10/02/2023 16:23:16.1,16,
10/02/2023 16:13:16.1,16,
10/02/2023 16:03:16.1,16,
10/02/2023 15:53:16.1,16,
10/02/2023 15:43:16.1,16,
10/02/2023 15:36:34.6,15.7,
10/02/2023 15:26:34.6,15.7,
10/02/2023 15:16:34.6,15.7,
10/02/2023 15:06:34.6,15.7,
10/02/2023 14:56:34.6,15.7,
10/02/2023 14:46:34.6,15.7,
10/02/2023 14:36:34.6,15.7,
10/02/2023 14:26:34.6,15.7,
10/02/2023 14:16:34.6,15.7,
10/02/2023 14:06:34.6,15.7,
10/02/2023 13:58:19.4,15.75,
10/02/2023 13:48:19.4,15.75,
10/02/2023 13:38:19.4,15.75,
10/02/2023 13:28:19.4,15.75,
10/02/2023 13:18:19.4,15.75,
10/02/2023 13:08:19.4,15.75,
10/02/2023 12:58:19.4,15.75,
10/02/2023 12:48:19.4,15.75,
10/02/2023 12:38:19.4,15.75,
10/02/2023 12:28:19.4,15.75,
10/02/2023 12:18:19.4,15.75,
10/02/2023 12:12:04.9,15.65,
10/02/2023 12:02:04.9,15.65,
10/02/2023 11:52:04.9,15.65,
10/02/2023 11:42:04.9,15.65,
10/02/2023 11:32:04.9,15.65,
10/02/2023 11:22:04.9,15.65,
10/02/2023 11:12:04.9,15.65,
10/02/2023 11:02:04.9,15.65,
10/02/2023 10:52:04.9,15.65,
10/02/2023 10:42:04.9,15.65,
10/02/2023 10:32:04.9,15.65,
10/02/2023 10:22:04.9,15.65,
10/02/2023 10:12:04.9,15.65,
10/02/2023 10:02:04.9,15.65,
10/02/2023 09:52:04.9,15.65,
10/02/2023 09:42:04.9,15.65,
10/02/2023 09:32:04.9,15.65,
10/02/2023 09:22:04.9,15.65,
10/02/2023 09:12:04.9,15.65,
10/02/2023 09:02:04.9,15.65,
10/02/2023 08:52:04.9,15.65,
10/02/2023 08:42:04.9,15.65,
10/02/2023 08:32:04.9,15.65,
10/02/2023 08:22:04.9,15.65,
10/02/2023 08:12:04.9,15.65,
10/02/2023 08:02:04.9,15.65,
10/02/2023 07:52:04.9,15.65,
10/02/2023 07:42:04.9,15.65,
10/02/2023 07:32:04.9,15.65,
10/02/2023 07:22:04.9,15.65,
10/02/2023 07:12:04.9,15.65,
10/02/2023 07:02:04.9,15.65,
10/02/2023 06:52:04.9,15.65,
10/02/2023 06:42:04.9,15.65,
10/02/2023 06:32:04.9,15.65,
10/02/2023 06:24:05.2,15.8,
10/02/2023 06:14:05.2,15.8,
10/02/2023 06:04:05.2,15.8,
10/02/2023 05:54:05.2,15.8,
10/02/2023 05:44:05.2,15.8,
10/02/2023 05:34:05.2,15.8,
10/02/2023 05:24:05.2,15.8,
10/02/2023 05:14:05.2,15.8,
10/02/2023 05:04:05.2,15.8,
10/02/2023 04:54:05.2,15.8,
10/02/2023 04:44:05.2,15.8,
10/02/2023 04:34:05.2,15.8,
10/02/2023 04:24:05.2,15.8,
10/02/2023 04:14:05.2,15.8,
10/02/2023 04:04:05.2,15.8,
10/02/2023 03:54:05.2,15.8,
10/02/2023 03:44:05.2,15.8,
10/02/2023 03:40:57.4,15.85,
10/02/2023 03:30:57.4,15.85,
10/02/2023 03:20:57.4,15.85,
10/02/2023 03:10:57.4,15.85,
10/02/2023 03:00:57.4,15.85,
10/02/2023 02:50:57.4,15.85,
10/02/2023 02:40:57.4,15.85,
10/02/2023 02:30:57.4,15.85,
10/02/2023 02:20:57.4,15.85,
10/02/2023 02:10:57.4,15.85,
10/02/2023 02:00:57.4,15.85,
10/02/2023 01:50:57.4,15.85,
10/02/2023 01:40:57.4,15.85,
10/02/2023 01:30:57.4,15.85,
10/02/2023 01:27:24.4,15.7,
10/02/2023 01:17:24.4,15.7,
10/02/2023 01:07:24.4,15.7,
10/02/2023 00:57:24.4,15.7,
10/02/2023 00:47:24.4,15.7,
10/02/2023 00:37:24.4,15.7,
10/02/2023 00:27:24.4,15.7,
10/02/2023 00:17:24.4,15.7,
10/02/2023 00:07:24.4,15.7,
09/02/2023 23:57:24.4,15.7,
09/02/2023 23:57:13.1,15.5,
09/02/2023 23:47:13.1,15.5,
09/02/2023 23:37:13.1,15.5,
09/02/2023 23:27:13.1,15.5,
09/02/2023 23:17:13.1,15.5,
09/02/2023 23:07:13.1,15.5,
09/02/2023 22:57:13.1,15.5,
09/02/2023 22:47:13.1,15.5,
09/02/2023 22:37:13.1,15.5,
09/02/2023 22:27:13.1,15.5,
09/02/2023 22:17:13.1,15.5,
09/02/2023 22:07:13.1,15.5,
09/02/2023 21:57:13.1,15.5,
09/02/2023 21:55:39.7,15.8,
09/02/2023 21:45:39.7,15.8,
09/02/2023 21:35:39.7,15.8,
09/02/2023 21:25:39.7,15.8,
09/02/2023 21:15:39.7,15.8,
09/02/2023 21:05:39.7,15.8,
09/02/2023 20:55:39.7,15.8,
09/02/2023 20:45:39.7,15.8,
09/02/2023 20:35:39.7,15.8,
09/02/2023 20:25:39.7,15.8,
09/02/2023 20:15:39.7,15.8,
09/02/2023 20:05:39.7,15.8,
09/02/2023 20:01:50.6,15.6,
09/02/2023 19:51:50.6,15.6,
09/02/2023 19:41:50.6,15.6,
09/02/2023 19:31:50.6,15.6,
09/02/2023 19:21:50.6,15.6,
09/02/2023 19:11:50.6,15.6,
09/02/2023 19:01:50.6,15.6,
09/02/2023 18:51:50.6,15.6,
09/02/2023 18:41:50.6,15.6,
09/02/2023 18:31:50.6,15.6,
09/02/2023 18:21:50.6,15.6,
09/02/2023 18:11:50.6,15.6,
09/02/2023 18:01:50.6,15.6,
09/02/2023 17:51:50.6,15.6,
09/02/2023 17:41:50.6,15.6,
09/02/2023 17:31:50.6,15.6,
09/02/2023 17:21:50.6,15.6,
09/02/2023 17:11:50.6,15.6,
09/02/2023 17:01:50.6,15.6,
09/02/2023 16:51:50.6,15.6,
09/02/2023 16:41:50.6,15.6,
09/02/2023 16:31:50.6,15.6,
09/02/2023 16:21:50.6,15.6,
09/02/2023 16:11:50.6,15.6,
09/02/2023 16:01:50.6,15.6,
09/02/2023 15:51:50.6,15.6,
09/02/2023 15:41:50.6,15.6,
09/02/2023 15:36:21.5,15.5,
09/02/2023 15:26:21.5,15.5,
09/02/2023 15:16:21.5,15.5,
09/02/2023 15:06:21.5,15.5,
09/02/2023 14:56:21.5,15.5,
09/02/2023 14:46:21.5,15.5,
09/02/2023 14:36:21.5,15.5,
09/02/2023 14:26:21.5,15.5,
09/02/2023 14:16:21.5,15.5,
09/02/2023 14:06:21.5,15.5,
09/02/2023 13:56:21.5,15.5,
09/02/2023 13:53:55.8,15.6,
09/02/2023 13:43:55.8,15.6,
09/02/2023 13:33:55.8,15.6,
09/02/2023 13:23:55.8,15.6,
09/02/2023 13:13:55.8,15.6,
09/02/2023 13:03:55.8,15.6,
09/02/2023 12:53:55.8,15.6,
09/02/2023 12:43:55.8,15.6,
09/02/2023 12:33:55.8,15.6,
09/02/2023 12:23:55.8,15.6,
09/02/2023 12:13:55.8,15.6,
09/02/2023 12:10:52.6,15.8,
09/02/2023 12:00:52.6,15.8,
09/02/2023 11:50:52.6,15.8,
09/02/2023 11:40:52.6,15.8,
09/02/2023 11:30:52.6,15.8,
09/02/2023 11:20:52.6,15.8,
09/02/2023 11:10:52.6,15.8,
09/02/2023 11:00:52.6,15.8,
09/02/2023 10:50:52.6,15.8,
09/02/2023 10:40:52.6,15.8,
09/02/2023 10:30:52.6,15.8,
09/02/2023 10:20:52.6,15.8,
09/02/2023 10:10:52.6,15.8,
09/02/2023 10:00:52.6,15.8,
09/02/2023 09:50:52.6,15.8,
09/02/2023 09:40:52.6,15.8,
09/02/2023 09:30:52.6,15.8,
09/02/2023 09:20:52.6,15.8,
09/02/2023 09:10:52.6,15.8,
09/02/2023 09:00:52.6,15.8,
09/02/2023 08:50:52.6,15.8,
09/02/2023 08:45:12.3,15.6,
09/02/2023 08:35:12.3,15.6,
09/02/2023 08:25:12.3,15.6,
09/02/2023 08:15:12.3,15.6,
09/02/2023 08:05:12.3,15.6,
09/02/2023 07:55:12.3,15.6,
09/02/2023 07:45:12.3,15.6,
09/02/2023 07:35:12.3,15.6,
09/02/2023 07:25:12.3,15.6,
09/02/2023 07:15:12.3,15.6,
09/02/2023 07:05:12.3,15.6,
09/02/2023 06:55:12.3,15.6,
09/02/2023 06:45:12.3,15.6,
09/02/2023 06:35:12.3,15.6,
09/02/2023 06:25:18.3,15.8,
09/02/2023 06:15:18.3,15.8,
09/02/2023 06:05:18.3,15.8,
09/02/2023 05:55:18.3,15.8,
09/02/2023 05:45:18.3,15.8,
09/02/2023 05:35:18.3,15.8,
09/02/2023 05:25:18.3,15.8,
09/02/2023 05:15:18.3,15.8,
09/02/2023 05:05:18.3,15.8,
09/02/2023 04:55:18.3,15.8,
09/02/2023 04:45:18.3,15.8,
09/02/2023 04:35:18.3,15.8,
09/02/2023 04:25:18.3,15.8,
09/02/2023 04:15:18.3,15.8,
09/02/2023 04:05:18.3,15.8,
09/02/2023 03:59:54.1,15.6,
09/02/2023 03:49:54.1,15.6,
09/02/2023 03:39:54.1,15.6,
09/02/2023 03:29:54.1,15.6,
09/02/2023 03:19:54.1,15.6,
09/02/2023 03:09:54.1,15.6,
09/02/2023 02:59:54.1,15.6,
09/02/2023 02:49:54.1,15.6,
09/02/2023 02:39:54.1,15.6,
09/02/2023 02:29:54.1,15.6,
09/02/2023 02:19:54.1,15.6,
09/02/2023 02:09:54.1,15.6,
09/02/2023 01:59:54.1,15.6,
09/02/2023 01:49:54.1,15.6,
09/02/2023 01:39:54.1,15.6,
09/02/2023 01:35:30.2,15.75,
09/02/2023 01:25:30.2,15.75,
09/02/2023 01:15:30.2,15.75,
09/02/2023 01:05:30.2,15.75,
09/02/2023 00:55:30.2,15.75,
09/02/2023 00:45:30.2,15.75,
09/02/2023 00:35:30.2,15.75,
09/02/2023 00:25:30.2,15.75,
09/02/2023 00:15:30.2,15.75,
09/02/2023 00:05:30.2,15.75,
08/02/2023 23:55:30.2,15.75,
08/02/2023 23:45:30.2,15.75,
08/02/2023 23:45:27.3,15.6,
08/02/2023 23:35:27.3,15.6,
08/02/2023 23:25:27.3,15.6,
08/02/2023 23:15:27.3,15.6,
08/02/2023 23:05:27.3,15.6,
08/02/2023 22:55:27.3,15.6,
08/02/2023 22:45:27.3,15.6,
08/02/2023 22:35:27.3,15.6,
08/02/2023 22:25:27.3,15.6,
08/02/2023 22:15:27.3,15.6,
08/02/2023 22:06:53.4,15.7,
08/02/2023 21:56:53.4,15.7,
08/02/2023 21:46:53.4,15.7,
08/02/2023 21:36:53.4,15.7,
08/02/2023 21:26:53.4,15.7,
08/02/2023 21:16:53.4,15.7,
08/02/2023 21:06:53.4,15.7,
08/02/2023 20:56:53.4,15.7,
08/02/2023 20:46:53.4,15.7,
08/02/2023 20:36:53.4,15.7,
08/02/2023 20:26:53.4,15.7,
08/02/2023 20:21:04.4,15.6,
08/02/2023 20:11:04.4,15.6,
08/02/2023 20:01:04.4,15.6,
08/02/2023 19:51:04.4,15.6,
08/02/2023 19:41:04.4,15.6,
08/02/2023 19:31:04.4,15.6,
08/02/2023 19:21:04.4,15.6,
08/02/2023 19:11:04.4,15.6,
08/02/2023 19:01:04.4,15.6,
08/02/2023 18:51:04.4,15.6,
08/02/2023 18:41:04.4,15.6,
08/02/2023 18:31:04.4,15.6,
08/02/2023 18:21:04.4,15.6,
08/02/2023 18:11:04.4,15.6,
08/02/2023 18:01:04.4,15.6,
08/02/2023 17:51:04.4,15.6,
08/02/2023 17:48:08.1,15.7,
08/02/2023 17:38:08.1,15.7,
08/02/2023 17:28:08.1,15.7,
08/02/2023 17:18:08.1,15.7,
08/02/2023 17:08:08.1,15.7,
08/02/2023 16:58:08.1,15.7,
08/02/2023 16:48:08.1,15.7,
08/02/2023 16:38:08.1,15.7,
08/02/2023 16:28:08.1,15.7,
08/02/2023 16:18:08.1,15.7,
08/02/2023 16:08:08.1,15.7,
08/02/2023 15:58:08.1,15.7,
08/02/2023 15:55:02.7,15.5,
08/02/2023 15:45:02.7,15.5,
08/02/2023 15:35:02.7,15.5,
08/02/2023 15:25:02.7,15.5,
08/02/2023 15:15:02.7,15.5,
08/02/2023 15:05:02.7,15.5,
08/02/2023 14:55:02.7,15.5,
08/02/2023 14:45:02.7,15.5,
08/02/2023 14:35:02.7,15.5,
08/02/2023 14:25:02.7,15.5,
08/02/2023 14:15:02.7,15.5,
08/02/2023 14:05:02.7,15.5,
08/02/2023 13:55:02.7,15.5,
08/02/2023 13:48:07.1,15.6,
08/02/2023 13:38:07.1,15.6,
08/02/2023 13:28:07.1,15.6,
08/02/2023 13:18:07.1,15.6,
08/02/2023 13:08:07.1,15.6,
08/02/2023 12:58:07.1,15.6,
08/02/2023 12:48:07.1,15.6,
08/02/2023 12:38:07.1,15.6,
08/02/2023 12:28:07.1,15.6,
08/02/2023 12:18:07.1,15.6,
08/02/2023 12:08:07.1,15.6,
08/02/2023 11:58:07.1,15.6,
08/02/2023 11:48:07.1,15.6,
08/02/2023 11:46:22.5,15.7,
08/02/2023 11:36:22.5,15.7,
08/02/2023 11:26:22.5,15.7,
08/02/2023 11:16:22.5,15.7,
08/02/2023 11:06:22.5,15.7,
08/02/2023 10:56:22.5,15.7,
08/02/2023 10:46:22.5,15.7,
08/02/2023 10:36:22.5,15.7,
08/02/2023 10:26:22.5,15.7,
08/02/2023 10:16:22.5,15.7,
08/02/2023 10:06:22.5,15.7,
08/02/2023 09:56:22.5,15.7,
08/02/2023 09:46:22.5,15.7,
08/02/2023 09:38:24.9,15.67,
08/02/2023 09:28:24.9,15.67,
08/02/2023 09:18:24.9,15.67,
08/02/2023 09:08:24.9,15.67,
08/02/2023 08:58:24.9,15.67,
08/02/2023 08:48:24.9,15.67,
08/02/2023 08:38:24.9,15.67,
08/02/2023 08:28:24.9,15.67,
08/02/2023 08:18:24.9,15.67,
08/02/2023 08:08:24.9,15.67,
08/02/2023 07:58:24.9,15.67,
08/02/2023 07:48:24.9,15.67,
08/02/2023 07:38:24.9,15.67,
08/02/2023 07:28:24.9,15.67,
08/02/2023 07:18:24.9,15.67,
