Name,\\pi3\mkp_dt_40450
Data Type,Float 32
Number of Values,38085
Time,Value,Value Attributes
22-Mar-2023 05:47:59.51331,1.2891
22-Mar-2023 05:37:49.06143,1.2907
22-Mar-2023 05:33:42.52072,1.2894
22-Mar-2023 05:28:20.62822,1.2932
22-Mar-2023 05:22:29.25685,1.2871
22-Mar-2023 05:21:23.04962,1.291
22-Mar-2023 05:13:08.83914,1.2882
22-Mar-2023 05:08:46.1214,1.291
22-Mar-2023 05:05:40.85861,1.2908
22-Mar-2023 05:00:01.625,1.2888
22-Mar-2023 04:56:26.5903,1.2905
22-Mar-2023 04:51:48.4926,1.2889
22-Mar-2023 04:48:56.46463,1.2905
22-Mar-2023 04:43:27.39368,1.289
22-Mar-2023 04:39:50.44286,1.2914
22-Mar-2023 04:34:30.55849,1.2883
22-Mar-2023 04:25:20.64845,1.2902
22-Mar-2023 04:21:58.7666,1.2901
22-Mar-2023 04:14:33.65924,1.2894
22-Mar-2023 04:07:01.40643,1.2876
22-Mar-2023 03:58:07.50243,1.2914
22-Mar-2023 03:56:55.98286,1.285
22-Mar-2023 03:54:29.04251,1.2894
22-Mar-2023 03:48:59.27451,1.2879
22-Mar-2023 03:45:36.62859,1.2904
22-Mar-2023 03:40:10.66383,1.2906
22-Mar-2023 03:37:42.06836,1.2845
22-Mar-2023 03:36:23.72838,1.29
22-Mar-2023 03:29:23.97464,1.2874
22-Mar-2023 03:26:10.41231,1.2914
22-Mar-2023 03:23:55.83073,1.2869
22-Mar-2023 03:21:00.71959,1.2883
22-Mar-2023 03:15:24.85719,1.287
22-Mar-2023 03:11:53.0537,1.2893
22-Mar-2023 03:06:14.20911,1.288
22-Mar-2023 03:02:53.63034,1.2879
22-Mar-2023 02:57:32.90891,1.2877
22-Mar-2023 02:51:17.27899,1.2907
22-Mar-2023 02:47:13.99149,1.2845
22-Mar-2023 02:44:03.46635,1.2884
22-Mar-2023 02:38:03.82845,1.2868
22-Mar-2023 02:34:44.41675,1.2888
22-Mar-2023 02:28:49.08511,1.2856
22-Mar-2023 02:25:58.99428,1.2874
22-Mar-2023 02:18:53.24316,1.2861
22-Mar-2023 02:11:19.10223,1.2897
22-Mar-2023 02:09:40.37395,1.2849
22-Mar-2023 02:06:59.42169,1.2882
22-Mar-2023 01:56:36.76251,1.2865
22-Mar-2023 01:52:22.17004,1.289
22-Mar-2023 01:40:29.61888,1.2872
22-Mar-2023 01:35:05.87224,1.2859
22-Mar-2023 01:31:48.08698,1.288
22-Mar-2023 01:26:01.7019,1.2846
22-Mar-2023 01:22:38.09795,1.2862
22-Mar-2023 01:12:40.97792,1.2855
22-Mar-2023 01:01:44.88115,1.2845
22-Mar-2023 00:55:51.48465,1.2864
22-Mar-2023 00:45:44.67801,1.2855
22-Mar-2023 00:36:22.22319,1.2844
22-Mar-2023 00:29:23.87354,1.2829
22-Mar-2023 00:23:37.80949,1.2846
22-Mar-2023 00:11:28.67805,1.2835
22-Mar-2023 00:02:36.27516,1.2821
21-Mar-2023 23:48:45.02621,1.2827
21-Mar-2023 23:41:07.9021,1.279
21-Mar-2023 23:38:32.06216,1.2833
21-Mar-2023 23:37:28.99216,1.041
21-Mar-2023 23:36:28.94533,1.2792
21-Mar-2023 23:33:24.54659,1.2808
21-Mar-2023 23:25:29.23831,1.2802
21-Mar-2023 23:19:58.27423,1.2765
21-Mar-2023 23:18:58.10339,1.2783
21-Mar-2023 23:17:17.27997,1.2772
21-Mar-2023 23:10:01.58623,1.2801
21-Mar-2023 22:59:27.17781,1.279
21-Mar-2023 22:41:03.76453,1.2782
21-Mar-2023 22:29:12.62724,1.2768
21-Mar-2023 22:17:18.28773,1.2755
21-Mar-2023 21:37:38.60216,1.2715
21-Mar-2023 21:03:38.20718,1.2672
21-Mar-2023 20:44:25.59277,1.2661
21-Mar-2023 20:34:02.75511,1.2608
21-Mar-2023 20:27:09.08775,1.2634
21-Mar-2023 20:21:34.03242,1.2619
21-Mar-2023 20:15:58.00401,1.2603
21-Mar-2023 20:08:03.16377,1.2598
21-Mar-2023 19:50:41.50543,1.2584
21-Mar-2023 19:45:50.05386,1.259
21-Mar-2023 19:42:30.37714,1.2569
21-Mar-2023 19:37:41.87877,1.2585
21-Mar-2023 19:33:20.90915,1.257
21-Mar-2023 19:08:51.93465,1.2586
21-Mar-2023 18:52:17.24629,1.257
21-Mar-2023 18:31:25.72859,1.2449
21-Mar-2023 18:14:38.83846,1.2095
21-Mar-2023 18:12:18.2016,1.2249
21-Mar-2023 18:09:29.09071,1.2341
21-Mar-2023 18:03:25.41956,1.2434
21-Mar-2023 18:00:09.64209,1.2624
21-Mar-2023 17:51:09.31067,1.2808
21-Mar-2023 17:47:59.79959,1.281
21-Mar-2023 17:45:53.55154,1.2695
21-Mar-2023 17:44:49.40047,1.2509
21-Mar-2023 17:43:48.20557,1.2184
21-Mar-2023 17:42:38.99815,1.2279
21-Mar-2023 17:41:36.8942,1.2804
21-Mar-2023 17:34:19.84937,1.2805
21-Mar-2023 17:33:10.58995,1.2702
21-Mar-2023 17:32:02.3576,1.2805
21-Mar-2023 17:27:27.38908,1.2725
21-Mar-2023 17:26:09.98016,1.279
21-Mar-2023 17:24:21.94328,1.2815
21-Mar-2023 17:21:27.80719,1.2405
21-Mar-2023 17:20:27.58936,1.2152
21-Mar-2023 17:19:27.44852,1.2183
21-Mar-2023 17:18:25.43057,1.275
21-Mar-2023 17:15:33.12859,1.2612
21-Mar-2023 17:14:26.93938,1.2734
21-Mar-2023 17:10:11.4061,1.2745
21-Mar-2023 17:08:27.77649,1.2048
21-Mar-2023 17:07:25.69754,1.1232
21-Mar-2023 17:06:24.53064,1.1318
21-Mar-2023 17:05:21.37161,1.2895
21-Mar-2023 16:57:14.02357,1.2862
21-Mar-2023 16:49:40.72897,1.2923
21-Mar-2023 16:48:21.37639,1.2724
21-Mar-2023 16:47:21.20241,1.2948
21-Mar-2023 16:45:54.67072,1.2997
21-Mar-2023 16:38:14.15553,1.2989
21-Mar-2023 16:32:28.4585,1.2944
21-Mar-2023 16:30:24.89767,1.2904
21-Mar-2023 16:27:34.80646,1.3
21-Mar-2023 16:24:13.97359,1.2959
21-Mar-2023 16:22:52.32138,1.2907
21-Mar-2023 16:20:11.22412,1.2941
21-Mar-2023 16:19:08.0401,1.3026
21-Mar-2023 16:16:18.85031,1.2977
21-Mar-2023 16:13:27.59142,1.2912
21-Mar-2023 16:10:47.53922,1.3019
21-Mar-2023 16:07:29.94063,1.2995
21-Mar-2023 16:04:03.17946,1.2946
21-Mar-2023 16:03:02.04056,1.3025
21-Mar-2023 15:59:47.43716,1.3024
21-Mar-2023 15:57:39.07498,1.2978
21-Mar-2023 15:56:23.60718,1.3032
21-Mar-2023 15:53:17.2133,1.3
21-Mar-2023 15:49:23.93346,1.2937
21-Mar-2023 15:47:45.01915,1.3056
21-Mar-2023 15:44:08.17934,1.3059
21-Mar-2023 15:42:33.38231,1.2997
21-Mar-2023 15:39:10.7804,1.3051
21-Mar-2023 15:34:28.41541,1.302
21-Mar-2023 15:32:26.10262,1.3042
21-Mar-2023 15:27:20.66815,1.301
21-Mar-2023 15:24:24.24391,1.3037
21-Mar-2023 15:20:31.81111,1.3059
21-Mar-2023 15:19:04.12654,1.2998
21-Mar-2023 15:16:08.80836,1.3031
21-Mar-2023 15:10:14.21979,1.3048
21-Mar-2023 15:07:21.04974,1.2986
21-Mar-2023 15:05:48.44685,1.3055
21-Mar-2023 15:00:58.14037,1.3071
21-Mar-2023 14:59:34.53304,1.3006
21-Mar-2023 14:56:23.76988,1.3034
21-Mar-2023 14:53:23.30339,1.307
21-Mar-2023 14:51:12.98509,1.3007
21-Mar-2023 14:48:38.9883,1.3039
21-Mar-2023 14:47:01.31306,1.3086
21-Mar-2023 14:43:44.77055,1.3007
21-Mar-2023 14:41:30.33199,1.3026
21-Mar-2023 14:37:50.98303,1.3077
21-Mar-2023 14:36:04.08722,1.3015
21-Mar-2023 14:33:00.54353,1.3065
21-Mar-2023 14:29:37.79962,1.3051
21-Mar-2023 14:26:21.80615,1.3033
21-Mar-2023 14:24:31.81714,1.3079
21-Mar-2023 14:21:24.49921,1.3016
21-Mar-2023 14:18:55.26874,1.3024
21-Mar-2023 14:15:03.776,1.3075
21-Mar-2023 14:13:42.03479,1.3013
21-Mar-2023 14:10:20.92899,1.3032
21-Mar-2023 14:07:29.01306,1.3079
21-Mar-2023 14:03:54.74641,1.3002
21-Mar-2023 14:00:33.08157,1.3043
21-Mar-2023 13:55:07.9369,1.306
21-Mar-2023 13:52:49.24307,1.2983
21-Mar-2023 13:51:46.03304,1.3026
21-Mar-2023 13:47:42.14153,1.3075
21-Mar-2023 13:45:05.24054,1.2982
21-Mar-2023 13:42:09.09631,1.3046
21-Mar-2023 13:38:46.25639,1.3033
21-Mar-2023 13:33:10.01797,1.3065
21-Mar-2023 13:31:54.60817,1.3017
21-Mar-2023 13:29:02.52319,1.304
21-Mar-2023 13:23:28.09988,1.3076
21-Mar-2023 13:21:42.05214,1.2984
21-Mar-2023 13:18:53.26337,1.3044
21-Mar-2023 13:15:09.67613,1.31
21-Mar-2023 13:13:40.95547,1
21-Mar-2023 13:10:57.91508,1.0049
21-Mar-2023 13:09:56.76419,1.3059
21-Mar-2023 13:07:23.97644,1.3092
21-Mar-2023 13:05:33.97743,1.3031
21-Mar-2023 13:02:17.80495,1.3067
21-Mar-2023 12:57:13.25453,1.3051
21-Mar-2023 12:54:35.38248,1.299
21-Mar-2023 12:53:29.05424,1.3046
21-Mar-2023 12:49:33.51025,1.308
21-Mar-2023 12:48:23.46178,1.3002
21-Mar-2023 12:46:00.9507,1.3052
21-Mar-2023 12:43:09.62778,1.3084
21-Mar-2023 12:40:48.85582,1.2994
21-Mar-2023 12:38:50.63329,1.3045
21-Mar-2023 12:34:38.89926,1.3079
21-Mar-2023 12:33:18.34712,1.3
21-Mar-2023 12:30:48.64359,1.3048
21-Mar-2023 12:29:25.16827,1.3097
21-Mar-2023 12:26:28.92505,1.3019
21-Mar-2023 12:24:09.27315,1.305
21-Mar-2023 12:20:55.3768,1.3086
21-Mar-2023 12:19:36.99881,1.3007
21-Mar-2023 12:16:35.62425,1.3063
21-Mar-2023 12:12:48.43777,1.3079
21-Mar-2023 12:11:15.66887,1.2984
21-Mar-2023 12:10:06.35947,1.0306
21-Mar-2023 12:08:23.44189,1.0058
21-Mar-2023 12:07:05.01091,1.3078
21-Mar-2023 12:05:37.50732,1.306
21-Mar-2023 12:03:10.82999,1.2898
21-Mar-2023 12:02:08.75003,1.2968
21-Mar-2023 12:00:27.78661,1.3039
21-Mar-2023 11:49:57.30945,1.2993
21-Mar-2023 11:42:36.58437,1.3018
21-Mar-2023 11:40:46.71338,1.294
21-Mar-2023 11:37:19.01114,1.298
21-Mar-2023 11:31:38.63747,1.2977
21-Mar-2023 11:29:30.4393,1.2923
21-Mar-2023 11:27:37.4641,1.2969
21-Mar-2023 11:21:04.53506,1.0329
21-Mar-2023 11:12:57.77707,1.2993
21-Mar-2023 11:09:32.07697,1.303
21-Mar-2023 11:08:11.66084,1.2453
21-Mar-2023 11:06:11.43819,1.2487
21-Mar-2023 11:05:08.30215,1.2745
21-Mar-2023 11:04:07.17229,1.3036
21-Mar-2023 11:03:05.05331,1.2491
21-Mar-2023 11:02:00.90422,1.2342
21-Mar-2023 11:00:57.78421,1.25
21-Mar-2023 10:59:56.59831,1.0004
21-Mar-2023 10:51:29.43001,1.0001
21-Mar-2023 10:50:26.34299,1.3
21-Mar-2023 10:48:03.97792,1.2949
21-Mar-2023 10:46:52.76538,1.3015
21-Mar-2023 10:38:18.46262,1.3049
21-Mar-2023 10:37:12.26941,1.2996
21-Mar-2023 10:35:58.95573,1.2873
21-Mar-2023 10:34:55.83472,1.3033
21-Mar-2023 10:33:42.57605,1.2742
21-Mar-2023 10:32:40.36209,1.2902
21-Mar-2023 10:31:29.13655,1.2822
21-Mar-2023 10:30:21.89928,1.2982
21-Mar-2023 10:29:05.62141,1.3017
21-Mar-2023 10:27:20.69173,1.2771
21-Mar-2023 10:26:06.37799,1.2856
21-Mar-2023 10:25:00.20378,1.3005
21-Mar-2023 10:23:13.33397,1.3047
21-Mar-2023 10:20:18.15381,1.2992
21-Mar-2023 10:19:06.03221,1.3074
21-Mar-2023 10:15:46.4635,1.304
21-Mar-2023 10:14:46.34868,1.3075
21-Mar-2023 10:03:32.24374,1.3099
21-Mar-2023 10:02:11.79062,1.273
21-Mar-2023 10:01:05.6734,1.2533
21-Mar-2023 10:00:02.54738,1.3093
21-Mar-2023 09:50:49.51616,1.3007
21-Mar-2023 09:49:37.29356,1.2944
21-Mar-2023 09:48:35.30859,1.2025
21-Mar-2023 09:47:23.02299,1.2389
21-Mar-2023 09:46:20.94504,1.3058
21-Mar-2023 09:34:51.37613,1.3069
21-Mar-2023 09:25:14.15636,1.3085
21-Mar-2023 09:16:26.47874,1.3057
21-Mar-2023 09:12:54.59726,1.3103
21-Mar-2023 09:11:10.45963,1.2848
21-Mar-2023 09:10:07.3576,1.3081
21-Mar-2023 06:40:44.80022,1.3114
21-Mar-2023 06:38:36.66805,1.3141
21-Mar-2023 06:36:10.82076,1.3104
21-Mar-2023 06:33:45.00847,1.2287
21-Mar-2023 06:32:43.84135,1
21-Mar-2023 06:22:30.59251,1.3112
21-Mar-2023 06:09:01.60498,1.3122
21-Mar-2023 01:59:43.07127,1.3108
21-Mar-2023 01:57:09.15947,1.0212
21-Mar-2023 01:49:04.32259,1.3086
21-Mar-2023 00:13:18.92561,1.3077
21-Mar-2023 00:08:55.23882,1.0572
21-Mar-2023 00:00:51.336,1.3095
20-Mar-2023 22:19:39.01154,1.307
20-Mar-2023 22:17:54.98907,1.0056
20-Mar-2023 22:14:52.54546,1.3039
20-Mar-2023 17:25:51.69171,1.2931
20-Mar-2023 17:23:50.573,1.2919
20-Mar-2023 17:15:27.23193,1.2903
20-Mar-2023 17:13:18.77975,1.2899
20-Mar-2023 17:05:43.46976,1.2917
20-Mar-2023 16:55:30.01369,1.2902
20-Mar-2023 16:53:47.13513,1.2899
20-Mar-2023 16:34:25.64716,1.2901
20-Mar-2023 16:14:39.62164,1.2887
20-Mar-2023 16:12:19.14769,1.2838
20-Mar-2023 16:05:31.19972,1.2895
20-Mar-2023 15:06:16.47432,1.2758
20-Mar-2023 14:28:41.49567,1.2469
20-Mar-2023 14:18:30.83577,1.2484
20-Mar-2023 14:17:16.49304,1.2599
20-Mar-2023 14:08:52.14191,1.2667
20-Mar-2023 13:59:39.93173,1.262
20-Mar-2023 13:49:30.11288,1.2495
20-Mar-2023 13:48:22.8956,1.2337
20-Mar-2023 13:44:16.53891,1.2346
20-Mar-2023 13:38:34.24146,1.2332
20-Mar-2023 13:33:45.84624,1.2351
20-Mar-2023 13:23:16.7375,1.2374
20-Mar-2023 13:15:25.36179,1.2348
20-Mar-2023 13:12:46.3333,1.2348
20-Mar-2023 13:02:17.64412,1.2379
20-Mar-2023 12:54:05.9998,1.236
20-Mar-2023 12:51:45.53287,1.2364
20-Mar-2023 12:41:16.53079,1.2518
20-Mar-2023 12:40:06.0123,1.2538
20-Mar-2023 12:38:18.08241,1.2494
20-Mar-2023 12:36:16.13565,1.2463
20-Mar-2023 12:33:15.86617,1.2523
20-Mar-2023 12:31:17.0146,1.2432
20-Mar-2023 12:30:10.37038,1.2382
20-Mar-2023 12:27:48.16426,1.2495
20-Mar-2023 12:25:17.55768,1.2468
20-Mar-2023 12:23:33.02802,1.2514
20-Mar-2023 12:20:34.50964,1.2562
20-Mar-2023 12:19:32.85672,1.2449
20-Mar-2023 12:18:05.60519,1.2386
20-Mar-2023 12:16:46.74615,1.2452
20-Mar-2023 12:14:09.77615,1.2501
20-Mar-2023 12:12:48.03395,1.2436
20-Mar-2023 12:10:54.30971,1.2473
20-Mar-2023 12:09:45.67833,1.2552
20-Mar-2023 12:07:56.35538,1.2562
20-Mar-2023 12:06:41.74364,1.251
20-Mar-2023 12:03:23.99004,1.2465
20-Mar-2023 12:00:56.68365,1.2393
20-Mar-2023 11:59:15.2672,1.241
20-Mar-2023 11:58:02.39156,1.2475
20-Mar-2023 11:56:49.84294,1.2609
20-Mar-2023 11:55:11.72668,1.265
20-Mar-2023 11:54:09.03369,1.2521
20-Mar-2023 11:49:55.17352,1.2395
20-Mar-2023 11:48:43.41199,1.2379
20-Mar-2023 11:45:37.2771,1.2417
20-Mar-2023 11:44:35.80818,1.2665
20-Mar-2023 11:41:32.78552,1.2626
20-Mar-2023 11:39:16.66986,1.2489
20-Mar-2023 11:38:14.96994,1.2428
20-Mar-2023 11:35:45.2364,1.24
20-Mar-2023 11:32:48.00412,1.2478
20-Mar-2023 11:31:41.35988,1.2651
20-Mar-2023 11:22:50.95711,1.2686
20-Mar-2023 11:12:42.60539,1.2479
20-Mar-2023 11:11:05.26419,1.2435
20-Mar-2023 11:07:18.6888,1.2533
20-Mar-2023 11:06:04.91508,1.2608
20-Mar-2023 11:05:01.39204,1.2664
20-Mar-2023 11:03:13.75519,1.2656
20-Mar-2023 10:53:44.30797,1.2701
20-Mar-2023 10:43:01.94507,1.2385
20-Mar-2023 10:36:53.26059,1.2387
20-Mar-2023 10:35:09.646,1.2417
20-Mar-2023 10:32:55.50845,1.2412
20-Mar-2023 10:24:39.45683,1.2432
20-Mar-2023 10:16:05.48409,1.2424
20-Mar-2023 10:14:09.77571,1.2449
20-Mar-2023 10:03:41.53868,1.2484
20-Mar-2023 09:58:24.75949,1.2454
20-Mar-2023 09:53:10.37447,1.2488
20-Mar-2023 09:49:53.72394,1.2482
20-Mar-2023 09:42:40.36533,1.2501
20-Mar-2023 09:33:49.81454,1.2479
20-Mar-2023 09:32:09.12512,1.251
20-Mar-2023 09:25:26.9465,1.2492
20-Mar-2023 09:21:39.27303,1.2519
20-Mar-2023 09:17:04.3595,1.2498
20-Mar-2023 09:11:09.10986,1.2539
20-Mar-2023 09:02:44.83875,1.2522
20-Mar-2023 09:00:37.88666,1.2542
20-Mar-2023 08:50:45.52792,1.2638
20-Mar-2023 08:45:35.42517,1.2801
20-Mar-2023 06:58:59.15178,1.2851
20-Mar-2023 06:40:11.89198,1.2902
20-Mar-2023 04:30:42.54916,1.2895
20-Mar-2023 04:19:31.45326,1.291
20-Mar-2023 04:01:23.78365,1.2986
20-Mar-2023 00:12:55.49353,1.2916
20-Mar-2023 00:01:56.8316,1.2901
19-Mar-2023 23:25:46.31236,1.2915
19-Mar-2023 22:14:18.54025,1.2901
19-Mar-2023 20:24:53.7081,1.2842
19-Mar-2023 19:54:23.41452,1.2826
19-Mar-2023 19:35:05.22076,1.2796
19-Mar-2023 19:32:53.45236,1.2734
19-Mar-2023 19:31:32.98524,1.2807
19-Mar-2023 19:28:03.34689,1.2826
19-Mar-2023 19:26:16.11307,1.2746
19-Mar-2023 19:22:54.0732,1.2789
19-Mar-2023 19:19:32.02272,1.2807
19-Mar-2023 19:18:23.12979,1.2744
19-Mar-2023 19:15:20.40459,1.2778
19-Mar-2023 19:13:42.53285,1.281
19-Mar-2023 19:11:01.37871,1.2714
19-Mar-2023 19:08:12.0788,1.2746
19-Mar-2023 19:04:51.4019,1.2793
19-Mar-2023 19:03:36.81308,1.2747
19-Mar-2023 19:01:40.55728,1.2683
19-Mar-2023 19:00:19.16328,1.276
19-Mar-2023 18:56:48.01639,1.2743
19-Mar-2023 18:51:01.68269,1.2745
19-Mar-2023 18:48:26.51881,1.2664
19-Mar-2023 18:46:44.52933,1.2733
19-Mar-2023 18:42:17.31331,1.2699
19-Mar-2023 18:39:29.91165,1.2637
19-Mar-2023 18:38:29.73181,1.2684
19-Mar-2023 18:35:52.89981,1.27
19-Mar-2023 18:33:52.73618,1.2571
19-Mar-2023 18:31:14.80611,1.2619
19-Mar-2023 18:28:17.38081,1.2638
19-Mar-2023 18:26:42.62077,1.2525
19-Mar-2023 18:24:04.60371,1.2555
19-Mar-2023 18:20:46.87212,1.2586
19-Mar-2023 18:19:34.46751,1.2467
19-Mar-2023 18:17:08.59023,1.2393
19-Mar-2023 18:15:05.34038,1.252
19-Mar-2023 18:11:07.90324,1.0167
19-Mar-2023 18:08:10.63995,1.0513
19-Mar-2023 18:07:08.491,1.2303
19-Mar-2023 18:05:50.008,1.2398
19-Mar-2023 18:00:01.28679,1.2353
19-Mar-2023 17:58:46.77106,1.2224
19-Mar-2023 17:56:20.84575,1.2272
19-Mar-2023 17:52:47.9792,1.2318
19-Mar-2023 17:49:33.4458,1.2211
19-Mar-2023 17:46:59.37599,1.2226
19-Mar-2023 17:42:33.40605,1.2211
19-Mar-2023 17:40:51.62958,1.2102
19-Mar-2023 17:37:09.51942,1.2164
19-Mar-2023 17:35:05.1985,1.0618
19-Mar-2023 17:33:58.95929,1.0051
19-Mar-2023 17:32:57.9774,1.0638
19-Mar-2023 17:31:55.84944,1.023
19-Mar-2023 17:30:54.81256,1.292
19-Mar-2023 17:29:46.61322,1.2921
19-Mar-2023 17:27:34.30379,1.3112
19-Mar-2023 17:26:34.26396,1.3348
19-Mar-2023 17:25:34.15314,1.4085
19-Mar-2023 17:24:33.9333,1.5142
19-Mar-2023 17:20:52.87422,1.0272
19-Mar-2023 17:14:30.71649,1
19-Mar-2023 16:44:30.71649,1
19-Mar-2023 08:44:30.71649,1
19-Mar-2023 08:34:21.42888,1.5155
19-Mar-2023 08:33:19.14191,1.0003
19-Mar-2023 08:31:31.81808,1.0279
19-Mar-2023 08:30:24.3528,1.5155
19-Mar-2023 08:28:57.08224,1.255
19-Mar-2023 08:27:56.70038,1.2605
19-Mar-2023 08:26:55.34747,1.3495
19-Mar-2023 08:25:54.88263,1.2821
19-Mar-2023 08:18:26.49211,1.2876
19-Mar-2023 08:16:22.87224,1.2639
19-Mar-2023 08:15:17.34206,1.268
19-Mar-2023 08:14:17.15723,1.2861
19-Mar-2023 07:27:35.96587,1.2872
19-Mar-2023 06:51:09.97957,1.2945
19-Mar-2023 06:31:38.75496,1.29
19-Mar-2023 06:16:59.89598,1.296
19-Mar-2023 06:06:21.04729,1.3006
19-Mar-2023 05:47:32.4304,1.3021
19-Mar-2023 05:45:49.47185,1.2975
19-Mar-2023 05:39:12.29955,1.2991
19-Mar-2023 05:35:25.14807,1.2992
19-Mar-2023 05:27:45.96582,1.2961
19-Mar-2023 05:26:37.60648,1.3004
19-Mar-2023 05:11:27.67351,1.2959
19-Mar-2023 05:09:58.08981,1.3006
19-Mar-2023 05:00:18.36089,1.2976
19-Mar-2023 04:45:13.53624,1.2961
19-Mar-2023 04:40:33.31439,1.3009
19-Mar-2023 04:39:12.95828,1.2963
19-Mar-2023 04:34:28.83517,1.2978
19-Mar-2023 04:29:21.2636,1.2963
19-Mar-2023 04:26:01.71088,1.2978
19-Mar-2023 04:21:02.33382,1.2947
19-Mar-2023 04:17:56.03995,1.3024
19-Mar-2023 04:10:31.1436,1.2932
19-Mar-2023 04:09:13.70868,1.2978
19-Mar-2023 04:03:25.33348,1.2998
19-Mar-2023 03:57:59.52274,1.2949
19-Mar-2023 03:56:17.67624,1.2995
19-Mar-2023 03:44:45.26915,1.2963
19-Mar-2023 03:41:06.77322,1.301
19-Mar-2023 03:38:07.13879,1.2947
19-Mar-2023 03:34:02.59322,1.2977
19-Mar-2023 03:28:15.1111,1.2964
19-Mar-2023 03:23:56.0676,1.3015
19-Mar-2023 03:19:21.75813,1.2938
19-Mar-2023 03:17:41.63676,1.2985
19-Mar-2023 03:07:00.33894,1.2955
19-Mar-2023 03:03:52.89101,1.297
19-Mar-2023 03:00:18.92038,1.3017
19-Mar-2023 02:54:54.65973,1.2941
19-Mar-2023 02:53:21.99083,1.2998
19-Mar-2023 02:48:25.29095,1.2993
19-Mar-2023 02:44:55.41858,1.293
19-Mar-2023 02:43:47.18423,1.2996
19-Mar-2023 02:37:05.77866,1.2977
19-Mar-2023 02:31:36.7747,1.2945
19-Mar-2023 02:30:13.29539,1.2993
19-Mar-2023 02:19:22.20192,1.2963
19-Mar-2023 02:11:42.07861,1.298
19-Mar-2023 02:01:18.43188,1.2965
19-Mar-2023 01:55:46.23572,1.3011
19-Mar-2023 01:54:44.17976,1.2949
19-Mar-2023 01:50:28.89851,1.2968
19-Mar-2023 01:47:56.91083,1.3002
19-Mar-2023 01:46:27.23412,1.2956
19-Mar-2023 01:43:46.13385,1.2971
19-Mar-2023 01:39:23.42813,1.2971
19-Mar-2023 01:34:50.07571,1.2988
19-Mar-2023 01:28:35.05582,1.2956
19-Mar-2023 01:23:42.5282,1.2971
19-Mar-2023 01:21:06.56425,1.2961
19-Mar-2023 01:17:24.59912,1.2976
19-Mar-2023 01:14:37.26045,1.3023
19-Mar-2023 01:13:17.73839,1.2976
19-Mar-2023 01:09:10.25262,1.2913
19-Mar-2023 01:08:01.18112,1.2963
19-Mar-2023 01:02:07.35686,1.2979
19-Mar-2023 00:58:34.31856,1.2932
19-Mar-2023 00:57:19.90337,1.2979
19-Mar-2023 00:54:48.05287,1.2964
19-Mar-2023 00:50:59.70779,1.2981
19-Mar-2023 00:43:27.04169,1.2935
19-Mar-2023 00:41:51.31497,1.2997
19-Mar-2023 00:37:10.18005,1.2982
19-Mar-2023 00:32:57.33696,1.2921
19-Mar-2023 00:31:40.93208,1.2971
19-Mar-2023 00:25:46.58652,1.3005
19-Mar-2023 00:24:38.29817,1.2943
19-Mar-2023 00:20:21.2258,1.296
19-Mar-2023 00:17:26.9917,1.2959
