ts,Flow_421,P2O5_421,SO4_421,Flow_426,Den_426,P2O5_426,SO4_426,Cl_426,Flow_449,Den_449,Den_449_avg,P2O5_449,SO4_449,Cl_449,Flow_int,MKP_Yield_426_Avg,MKP_Yield_avg,SP,SO4_s,SO4_m
04/06/2024 18:32:55,78,8.5,1.316,30.737,1.385,22.1,3.54,10483,22.298,1.29,1.29,15.2,4.15,35944,796.865,56.368,56.422,58,0.40,0.42
04/06/2024 18:30:31,78,8.5,1.316,30.738,1.385,22.1,3.54,10483,22.213,1.29,1.29,15.2,4.15,35944,798.302,56.383,56.428,58,0.40,0.42
04/06/2024 18:28:07,77.9,8.5,1.316,30.739,1.385,22.1,3.54,10483,21.193,1.29,1.29,15.2,4.15,35944,800.544,56.398,56.433,58,0.40,0.42
04/06/2024 18:25:43,77.9,8.5,1.316,30.74,1.385,22.1,3.54,10483,21.128,1.29,1.29,15.2,4.15,35944,806.172,56.413,56.438,58,0.40,0.42
04/06/2024 18:23:19,77.9,8.5,1.316,30.742,1.385,22.1,3.54,10483,19.61,1.29,1.288,15.2,4.15,35944,808.719,56.428,56.444,58,0.40,0.42
04/06/2024 18:20:55,78,8.5,1.316,30.743,1.385,22.1,3.54,10483,16.694,1.29,1.288,15.2,4.15,35944,804.092,56.443,56.449,58,0.40,0.42
04/06/2024 18:18:31,78,8.5,1.316,30.744,1.385,22.1,3.54,10483,16.759,1.29,1.288,15.2,4.15,35944,803.23,56.459,56.454,58,0.40,0.42
04/06/2024 18:16:07,78.1,8.5,1.316,30.745,1.385,22,3.54,10483,20.562,1.29,1.288,15.25,4.15,35944,805.164,56.474,56.459,58,0.40,0.42
04/06/2024 18:13:43,78.1,8.5,1.316,30.747,1.385,22,3.54,10483,20.506,1.29,1.288,15.25,4.15,35944,800.261,56.489,56.465,58,0.40,0.42
04/06/2024 18:11:19,78,8.5,1.316,30.748,1.385,22,3.54,10483,21.085,1.29,1.288,15.25,4.15,35944,797.899,56.504,56.47,58,0.40,0.42
04/06/2024 18:08:55,78,8.5,1.316,30.749,1.385,22,3.54,10483,16.4,1.29,1.288,15.25,4.15,35944,800.007,56.519,56.475,58,0.40,0.42
04/06/2024 18:06:31,78,8.5,1.316,30.75,1.385,22,3.54,10483,16.035,1.29,1.288,15.25,4.15,35944,793.598,56.534,56.48,58,0.40,0.42
04/06/2024 18:04:07,77.9,8.5,1.316,30.751,1.385,22,3.54,10483,20.537,1.29,1.288,15.25,4.15,35944,792.896,56.549,56.486,58,0.40,0.42
04/06/2024 18:01:43,78.1,8.5,1.316,30.753,1.385,22,3.54,10483,18.984,1.23,1.288,15.25,4.15,35944,788.743,56.565,56.491,58,0.40,0.42
04/06/2024 17:59:19,78,8.5,1.316,30.754,1.385,22,3.54,10483,21.173,1.169,1.288,15.25,4.15,35944,780.692,56.58,56.496,58,0.40,0.42
04/06/2024 17:56:55,78,8.5,1.316,30.755,1.385,22,3.54,10483,21.169,1.109,1.288,15.25,4.15,35944,783.08,56.595,56.501,58,0.40,0.42
04/06/2024 17:54:31,77.9,8.5,1.316,30.756,1.385,22,3.54,10483,21.258,1.049,1.288,15.25,4.15,35944,780.515,56.61,56.507,58,0.40,0.42
04/06/2024 17:52:07,78,8.5,1.316,30.757,1.385,22,3.54,10483,22.315,1.182,1.289,15.25,4.15,35944,784.842,56.625,56.512,58,0.40,0.42
04/06/2024 17:49:43,78,8.5,1.316,30.759,1.385,22,3.54,10483,20.794,1.291,1.29,15.25,4.15,35944,784.028,56.64,56.517,58,0.40,0.42
04/06/2024 17:47:19,77.9,8.5,1.316,30.76,1.385,22,3.54,10483,17.706,1.291,1.29,15.25,4.15,35944,781.418,56.655,56.522,58,0.40,0.42
04/06/2024 17:44:55,78,8.5,1.316,30.761,1.385,22,3.54,10483,12.382,1.291,1.29,15.25,4.15,35944,779.581,56.67,56.528,58,0.40,0.42
04/06/2024 17:42:31,77.9,8.5,1.316,30.762,1.385,22,3.54,10483,17.677,1.291,1.29,15.25,4.15,35944,785.064,56.686,56.533,58,0.40,0.42
04/06/2024 17:40:07,77.9,8.5,1.316,30.763,1.385,22,3.54,10483,19.618,1.291,1.29,15.25,4.15,35944,781.284,56.701,56.538,58,0.40,0.42
04/06/2024 17:37:43,78,8.5,1.316,30.765,1.385,22,3.54,10483,19.54,1.291,1.29,15.25,4.15,35944,781.106,56.716,56.543,58,0.40,0.42
04/06/2024 17:35:19,78,8.5,1.316,30.766,1.385,22,3.54,10483,16.913,1.291,1.29,15.25,4.15,35944,782.419,56.731,56.549,58,0.40,0.42
04/06/2024 17:32:55,78.1,8.5,1.316,30.767,1.385,22,3.54,10483,20.792,1.291,1.29,15.25,4.15,35944,776.638,56.746,56.554,58,0.40,0.42
04/06/2024 17:30:31,78.2,8.5,1.316,30.768,1.385,22,3.54,10483,20.747,1.291,1.29,15.25,4.15,35944,784.189,56.761,56.559,58,0.40,0.42
04/06/2024 17:28:07,78,8.5,1.316,30.77,1.385,22,3.54,10483,20.87,1.291,1.29,15.25,4.15,35944,777.669,56.776,56.565,58,0.40,0.42
04/06/2024 17:25:43,77.9,8.5,1.316,30.771,1.385,22,3.54,10483,16.559,1.291,1.29,15.25,4.15,35944,783.053,56.792,56.57,58,0.40,0.42
04/06/2024 17:23:19,77.8,8.5,1.316,30.772,1.385,22,3.54,10483,16.572,1.291,1.29,15.25,4.15,35944,784.489,56.807,56.575,58,0.40,0.42
04/06/2024 17:20:55,77.9,8.5,1.316,30.773,1.385,22,3.54,10483,17.841,1.291,1.29,15.25,4.15,35944,783.184,56.822,56.58,58,0.40,0.42
04/06/2024 17:18:31,77.9,8.5,1.316,30.774,1.385,22,3.54,10483,18.956,1.291,1.29,15.25,4.15,35944,782.066,56.837,56.586,58,0.40,0.42
04/06/2024 17:16:07,77.9,8.5,1.316,30.776,1.385,22,3.54,10483,21.156,1.291,1.29,15.25,4.15,35944,784.273,56.852,56.591,58,0.40,0.42
04/06/2024 17:13:43,77.9,8.5,1.316,30.777,1.385,22,3.54,10483,21.083,1.291,1.29,15.25,4.15,35944,780.248,56.867,56.596,58,0.40,0.42
04/06/2024 17:11:19,78,8.5,1.316,30.778,1.385,22,3.54,10483,21.099,1.291,1.29,15.25,4.15,35944,782.261,56.882,56.601,58,0.40,0.42
04/06/2024 17:08:55,78.1,8.5,1.316,30.779,1.385,22,3.54,10483,21.154,1.291,1.29,15.25,4.15,35944,776.125,56.898,56.607,58,0.40,0.42
04/06/2024 17:06:31,78.2,8.5,1.316,30.78,1.385,22,3.54,10483,19.712,1.291,1.29,15.25,4.15,35944,775.295,56.913,56.612,58,0.40,0.42
04/06/2024 17:04:07,78.1,8.5,1.316,30.782,1.385,22,3.54,10483,19.665,1.291,1.29,15.25,4.15,35944,780.33,56.928,56.617,58,0.40,0.42
04/06/2024 17:01:43,78,8.5,1.316,30.783,1.385,22,3.54,10483,20.321,1.291,1.29,15.25,4.15,35944,788.9,56.943,56.622,58,0.40,0.42
04/06/2024 16:59:19,77.9,8.5,1.316,30.784,1.385,22,3.54,10483,21.162,1.291,1.29,15.25,4.15,35944,786.038,56.958,56.628,58,0.40,0.42
04/06/2024 16:56:55,78,8.5,1.316,30.785,1.385,22,3.54,10483,16.56,1.291,1.29,15.25,4.15,35944,776.73,56.973,56.633,58,0.40,0.42
04/06/2024 16:54:31,78,8.5,1.316,30.787,1.385,22,3.54,10483,16.512,1.291,1.29,15.25,4.15,35944,773.73,56.988,56.638,58,0.40,0.42
04/06/2024 16:52:07,78,8.5,1.316,30.788,1.385,22,3.54,10483,20.123,1.291,1.29,15.25,4.15,35944,783.721,57.004,56.643,58,0.40,0.42
04/06/2024 16:49:43,78,8.5,1.316,30.789,1.385,22,3.54,10483,16.818,1.291,1.29,15.25,4.15,35944,779.053,57.019,56.649,58,0.40,0.42
04/06/2024 16:47:19,77.9,8.5,1.316,30.79,1.385,22,3.54,10483,19.774,1.291,1.29,15.25,4.15,35944,785.109,57.034,56.654,58,0.40,0.42
04/06/2024 16:44:55,77.9,8.5,1.316,30.791,1.385,22,3.54,10483,19.789,1.291,1.29,15.25,4.15,35944,778.247,57.049,56.659,58,0.40,0.42
04/06/2024 16:42:31,78,8.5,1.316,30.793,1.386,22,3.54,10483,19.848,1.291,1.29,15.25,4.15,35944,784.721,57.064,56.665,58,0.40,0.42
04/06/2024 16:40:07,78,8.5,1.316,30.794,1.386,22,3.54,10483,19.776,1.291,1.29,15.25,4.15,35944,783.243,57.079,56.67,58,0.40,0.42
04/06/2024 16:37:43,78.1,8.5,1.316,30.795,1.386,22,3.54,10483,19.715,1.291,1.29,15.25,4.15,35944,778.892,57.094,56.675,58,0.40,0.42
04/06/2024 16:35:19,78,8.5,1.316,30.796,1.386,22,3.54,10483,20.845,1.291,1.29,15.25,4.15,35944,776.034,57.11,56.68,58,0.40,0.42
04/06/2024 16:32:55,77.9,8.5,1.316,30.797,1.386,22,3.54,10483,20.938,1.291,1.29,15.25,4.15,35944,779.484,57.125,56.686,58,0.40,0.42
04/06/2024 16:30:31,78,8.5,1.316,30.799,1.386,22,3.54,10483,17.749,1.291,1.29,15.25,4.15,35944,781.616,57.14,56.691,58,0.40,0.42
04/06/2024 16:28:07,78,8.5,1.316,30.8,1.386,22,3.54,10483,17.716,1.291,1.29,15.25,4.15,35944,783.254,57.155,56.696,58,0.40,0.42
04/06/2024 16:25:43,77.9,8.5,1.316,30.801,1.386,22,3.54,10483,17.77,1.291,1.29,15.25,4.15,35944,784.303,57.17,56.701,58,0.40,0.42
04/06/2024 16:23:19,77.9,8.5,1.316,30.802,1.386,22,3.54,10483,14.56,1.291,1.29,15.25,4.15,35944,784.471,57.185,56.707,58,0.40,0.42
04/06/2024 16:20:55,77.9,8.5,1.316,30.803,1.386,22,3.54,10483,14.57,1.291,1.29,15.25,4.15,35944,783.034,57.2,56.712,58,0.40,0.42
04/06/2024 16:18:31,77.9,8.5,1.316,30.805,1.386,22,3.54,10483,18.168,1.291,1.288,15.25,4.15,35944,780.788,57.216,56.717,58,0.40,0.42
04/06/2024 16:16:07,78,8.5,1.316,30.806,1.386,22,3.54,10483,20.051,1.291,1.288,15.25,4.15,35944,784.64,57.231,56.722,58,0.40,0.42
04/06/2024 16:13:43,78,8.5,1.316,30.807,1.386,22,3.54,10483,21.296,1.291,1.288,15.25,4.15,35944,776.913,57.246,56.728,58,0.40,0.42
04/06/2024 16:11:19,78,8.5,1.316,30.808,1.386,22,3.54,10483,21.372,1.291,1.288,15.25,4.15,35944,779.822,57.261,56.733,58,0.40,0.42
04/06/2024 16:08:55,78,8.5,1.316,30.81,1.386,22,3.54,10483,21.294,1.291,1.288,15.25,4.15,35944,773.213,57.276,56.738,58,0.40,0.42
04/06/2024 16:06:31,78.1,8.5,1.316,30.811,1.386,22,3.54,10483,21.082,1.29,1.288,15.25,4.15,35944,784.282,57.291,56.743,58,0.40,0.42
04/06/2024 16:04:07,78.2,8.5,1.316,30.812,1.386,22,3.54,10483,15.162,1.29,1.288,15.25,4.15,35944,779.183,57.306,56.749,58,0.40,0.42
04/06/2024 16:01:43,78.5,8.5,1.316,30.813,1.386,22,3.54,10483,20.129,1.29,1.288,15.25,4.15,35944,782.317,57.322,56.754,58,0.40,0.42
04/06/2024 15:59:19,77.9,8.5,1.316,30.814,1.386,22,3.64,10483,16.697,1.29,1.288,15.25,4.1,35944,783.304,57.337,56.759,58,0.40,0.42
04/06/2024 15:56:55,77.9,8.5,1.26,30.816,1.386,22,3.64,10483,16.703,1.265,1.288,15.25,4.1,35944,779.854,57.352,56.765,58,0.40,0.42
04/06/2024 15:54:31,78,8.5,1.26,30.817,1.386,22,3.64,10483,17.912,1.204,1.288,15.25,4.1,35944,779.611,57.367,56.77,58,0.40,0.42
04/06/2024 15:52:07,78,8.5,1.26,30.818,1.386,22,3.64,10483,21.078,1.144,1.288,15.25,4.1,35944,782.137,57.382,56.775,58,0.40,0.42
04/06/2024 15:49:43,78,8.5,1.26,30.819,1.386,22.3,3.64,10594,20.408,1.083,1.286,15.3,4.1,36000,782.026,57.397,56.78,58,0.40,0.42
04/06/2024 15:47:19,78,8.75,1.26,30.82,1.386,22.3,3.64,10594,18.232,1.068,1.286,15.3,4.1,36000,786.871,57.412,56.786,58,0.40,0.42
04/06/2024 15:44:55,78.1,8.75,1.26,30.822,1.386,22.3,3.64,10594,18.774,1.289,1.288,15.3,4.1,36000,779.682,57.428,56.791,58,0.40,0.42
04/06/2024 15:42:31,78.2,8.75,1.26,30.823,1.387,22.3,3.64,10594,17.881,1.29,1.288,15.3,4.1,36000,782.548,57.443,56.796,58,0.40,0.42
04/06/2024 15:40:07,77.8,8.75,1.26,30.824,1.387,22.3,3.64,10594,17.92,1.29,1.288,15.3,4.1,36000,782.66,57.458,56.801,58,0.40,0.42
04/06/2024 15:37:43,77.8,8.75,1.26,30.825,1.387,22.3,3.64,10594,21.014,1.29,1.288,15.3,4.1,36000,785.733,57.473,56.807,58,0.40,0.42
04/06/2024 15:35:19,77.9,8.75,1.26,30.826,1.387,22.3,3.64,10594,21.03,1.29,1.288,15.3,4.1,36000,776.105,57.488,56.812,58,0.40,0.42
04/06/2024 15:32:55,78,8.75,1.26,30.828,1.387,22.3,3.64,10594,21.04,1.291,1.288,15.3,4.1,36000,781.63,57.503,56.806,58,0.40,0.42
04/06/2024 15:30:31,78.1,8.75,1.26,30.829,1.387,22.3,3.64,10594,20.914,1.291,1.288,15.3,4.1,36000,782.308,57.518,56.797,58,0.40,0.42
04/06/2024 15:28:07,78,8.75,1.26,30.83,1.387,22.3,3.64,10594,21.041,1.291,1.288,15.3,4.1,36000,779.496,57.534,56.787,58,0.40,0.42
04/06/2024 15:25:43,78,8.75,1.26,30.831,1.387,22.3,3.64,10594,20.818,1.291,1.288,15.3,4.1,36000,774.143,57.549,56.778,58,0.40,0.42
04/06/2024 15:23:19,78,8.75,1.26,30.833,1.387,22.3,3.64,10594,19.467,1.292,1.288,15.3,4.1,36000,782.674,57.564,56.768,58,0.40,0.42
04/06/2024 15:20:55,77.9,8.75,1.26,30.834,1.387,22.3,3.64,10594,11.41,1.292,1.288,15.3,4.1,36000,786.088,57.579,56.759,58,0.40,0.42
04/06/2024 15:18:31,77.9,8.75,1.26,30.835,1.387,22.3,3.64,10594,16.832,1.183,1.288,15.3,4.1,36000,778.303,57.594,56.749,58,0.40,0.42
04/06/2024 15:16:07,78,8.75,1.26,30.836,1.387,22.3,3.64,10594,18.18,1.039,1.288,15.3,4.1,36000,781.591,57.609,56.74,58,0.40,0.42
04/06/2024 15:13:43,78.1,8.75,1.26,30.837,1.387,22.3,3.64,10594,22.547,1.229,1.29,15.3,4.1,36000,776.719,57.624,56.73,58,0.40,0.42
04/06/2024 15:11:19,78,8.75,1.26,30.839,1.387,22.3,3.64,10594,21.664,1.291,1.291,15.3,4.1,36000,784.78,57.639,56.721,58,0.40,0.42
04/06/2024 15:08:55,78,8.75,1.26,30.84,1.387,22.3,3.64,10594,20.577,1.291,1.291,15.3,4.1,36000,777.582,57.655,56.712,58,0.40,0.42
04/06/2024 15:06:31,78,8.75,1.26,30.841,1.387,22.3,3.64,10594,18.821,1.291,1.291,15.3,4.1,36000,776.455,57.67,56.702,58,0.40,0.42
04/06/2024 15:04:07,78,8.75,1.26,30.842,1.387,22.3,3.64,10594,21.692,1.291,1.291,15.3,4.1,36000,778.503,57.685,56.693,58,0.40,0.42
04/06/2024 15:01:43,78,8.75,1.26,30.843,1.387,22.3,3.64,10594,21.702,1.291,1.291,15.3,4.1,36000,777.755,57.7,56.683,58,0.40,0.42
04/06/2024 14:59:19,78,8.75,1.26,30.845,1.387,22.3,3.64,10594,21.809,1.291,1.291,15.3,4.1,36000,779.693,57.715,56.674,58,0.40,0.42
04/06/2024 14:56:55,77.8,8.75,1.26,30.846,1.387,22.3,3.64,10594,21.701,1.291,1.291,15.3,4.1,36000,783.637,57.716,56.664,58,0.40,0.42
04/06/2024 14:54:31,77.9,8.75,1.26,30.847,1.387,22.3,3.64,10594,17.726,1.291,1.291,15.3,4.1,36000,784.704,57.717,56.655,58,0.40,0.42
04/06/2024 14:52:07,77.9,8.75,1.26,30.848,1.387,22.3,3.64,10594,17.696,1.291,1.291,15.3,4.1,36000,777.235,57.718,56.645,58,0.40,0.42
04/06/2024 14:49:43,78,8.75,1.26,30.85,1.387,22.3,3.64,10594,17.737,1.291,1.291,15.3,4.1,36000,779.531,57.719,56.636,58,0.40,0.42
04/06/2024 14:47:19,77.9,8.75,1.26,30.851,1.387,22.3,3.64,10594,21.681,1.291,1.291,15.3,4.1,36000,772.989,57.72,56.627,58,0.40,0.42
04/06/2024 14:44:55,78,8.75,1.26,30.852,1.388,22.3,3.64,10594,16.767,1.291,1.291,15.3,4.1,36000,768.879,57.721,56.617,58,0.40,0.42
04/06/2024 14:42:31,78.1,8.75,1.26,30.853,1.388,22.3,3.64,10594,19.762,1.291,1.291,15.3,4.1,36000,762.316,57.722,56.608,58,0.40,0.42
04/06/2024 14:40:07,78,8.75,1.26,30.854,1.388,22.3,3.64,10594,19.831,1.291,1.291,15.3,4.1,36000,765.725,57.723,56.598,58,0.40,0.42
04/06/2024 14:37:43,77.9,8.75,1.26,30.856,1.388,22.3,3.64,10594,12.864,1.291,1.291,15.3,4.1,36000,670.84,57.724,56.589,58,0.40,0.42
04/06/2024 14:35:19,77.9,8.75,1.26,30.857,1.388,22.3,3.64,10594,19.158,1.291,1.291,15.3,4.1,36000,738.125,57.724,56.579,58,0.40,0.42
04/06/2024 14:32:55,77.9,8.75,1.26,30.858,1.388,22.3,3.64,10594,19.863,1.291,1.291,15.3,4.1,36000,730.087,57.725,56.57,58,0.40,0.42
04/06/2024 14:30:31,77.9,8.75,1.26,30.859,1.388,22.3,3.64,10594,21.027,1.291,1.291,15.3,4.1,36000,701.257,57.726,56.56,58,0.40,0.42
04/06/2024 14:28:07,78,8.75,1.26,30.86,1.388,22.3,3.64,10594,21.053,1.291,1.291,15.3,4.1,36000,686.698,57.727,56.551,58,0.40,0.42
04/06/2024 14:25:43,78.1,8.75,1.26,30.862,1.388,22.3,3.64,10594,18.929,1.29,1.291,15.3,4.1,36000,675.253,57.728,56.542,58,0.40,0.42
04/06/2024 14:23:19,78.1,8.75,1.26,30.863,1.388,22.3,3.64,10594,17.361,1.29,1.288,15.3,4.1,36000,791.436,57.729,56.532,58,0.40,0.42
04/06/2024 14:20:55,77.9,8.75,1.26,30.864,1.388,22.3,3.64,10594,20.384,1.29,1.288,15.3,4.1,36000,736.696,57.73,56.523,58,0.40,0.42
04/06/2024 14:18:31,78,8.75,1.26,30.865,1.388,22.3,3.64,10594,20.754,1.29,1.288,15.3,4.1,36000,720.867,57.731,56.513,58,0.40,0.42
04/06/2024 14:16:07,78,8.75,1.26,30.866,1.388,22.3,3.64,10594,21.342,1.29,1.288,15.3,4.1,36000,713.372,57.732,56.504,58,0.40,0.42
04/06/2024 14:13:43,78,8.75,1.26,30.868,1.388,22.3,3.64,10594,22.686,1.29,1.288,15.3,4.1,36000,730.79,57.733,56.494,58,0.40,0.42
04/06/2024 14:11:19,77.9,8.75,1.26,30.869,1.388,22.3,3.64,10594,15.583,1.29,1.288,15.3,4.1,36000,753.403,57.734,56.485,58,0.40,0.42
04/06/2024 14:08:55,77.9,8.75,1.26,30.87,1.388,22.3,3.64,10594,14.739,1.29,1.288,15.3,4.1,36000,753.458,57.734,56.476,58,0.40,0.42
04/06/2024 14:06:31,78,8.75,1.26,30.871,1.388,22.3,3.64,10594,13.777,1.29,1.288,15.3,4.1,36000,743.172,57.735,56.466,58,0.40,0.42
04/06/2024 14:04:07,78,8.75,1.26,30.873,1.388,22.3,3.64,10594,19.007,1.29,1.288,15.3,4.1,36000,739.276,57.736,56.457,58,0.40,0.42
04/06/2024 14:01:43,78,8.75,1.26,30.874,1.388,22.3,3.64,10594,21.943,1.29,1.288,15.3,4.1,36000,740.943,57.737,56.447,58,0.40,0.42
04/06/2024 13:59:19,77.9,8.75,1.26,30.875,1.388,22.3,3.64,10594,10.006,1.29,1.288,15.3,4.1,36000,744.962,57.738,56.438,58,0.40,0.42
04/06/2024 13:56:55,77.9,8.75,1.26,30.876,1.388,22.1,3.64,10594,18.119,1.29,1.288,15.3,4.1,36000,749.814,57.739,56.428,58,0.40,0.42
04/06/2024 13:54:31,78,8.75,1.26,30.877,1.388,22.1,3.64,10594,18.031,1.29,1.288,15.3,4.1,36000,745.507,57.74,56.419,58,0.40,0.42
04/06/2024 13:52:07,78,8.75,1.26,30.879,1.388,22.1,3.64,10594,22.168,1.29,1.288,15.3,4.1,36000,748.843,57.741,56.409,58,0.40,0.42
04/06/2024 13:49:43,77.9,8.75,1.26,30.88,1.388,22.1,3.64,10594,20.641,1.29,1.29,15.3,4.1,36000,747.98,57.742,56.4,58,0.40,0.42
04/06/2024 13:47:19,77.9,8.75,1.26,30.881,1.389,22.1,3.64,10594,17.9,1.29,1.29,15.3,4.1,36000,747.677,57.743,56.391,58,0.40,0.42
04/06/2024 13:44:55,77.8,8.75,1.26,30.882,1.389,22.1,3.64,10594,17.998,1.29,1.29,15.3,4.1,36000,743.978,57.744,56.381,58,0.40,0.42
04/06/2024 13:42:31,77.9,8.75,1.26,30.883,1.389,22.1,3.64,10594,18.001,1.29,1.29,15.3,4.1,36000,746.407,57.744,56.372,58,0.40,0.42
04/06/2024 13:40:07,78,8.75,1.26,30.885,1.389,22.1,3.64,10594,17.934,1.29,1.29,15.3,4.1,36000,744.762,57.745,56.362,58,0.40,0.42
04/06/2024 13:37:43,77.9,8.75,1.26,30.886,1.389,22.1,3.64,10594,17.943,1.29,1.29,15.3,4.1,36000,752.336,57.746,56.353,58,0.40,0.42
04/06/2024 13:35:19,78.1,8.75,1.26,30.887,1.389,22.1,3.64,10594,18.188,1.29,1.29,15.3,4.1,36000,744.481,57.747,56.343,58,0.49,0.42
04/06/2024 13:32:55,77.9,8.75,1.26,30.888,1.389,22.1,3.64,10594,13.33,1.29,1.29,15.3,4.1,36000,745.511,57.748,56.334,58,0.49,0.42
04/06/2024 13:30:31,78.1,8.75,1.26,30.889,1.389,22.1,3.64,10594,20.962,1.29,1.29,15.3,4.1,36000,743.888,57.749,56.324,58,0.49,0.42
04/06/2024 13:28:07,78,8.75,1.26,30.891,1.389,22.1,3.64,10594,13.363,1.29,1.29,15.3,4.1,36000,749.313,57.75,56.315,58,0.49,0.42
04/06/2024 13:25:43,78,8.75,1.26,30.892,1.389,22.1,3.64,10594,19.767,1.29,1.29,15.3,4.1,36000,747.483,57.751,56.306,58,0.49,0.42
04/06/2024 13:23:19,77.9,8.75,1.26,30.893,1.389,22.1,3.64,10594,19.797,1.29,1.29,15.3,4.1,36000,745.332,57.752,56.296,58,0.49,0.42
04/06/2024 13:20:55,77.9,8.75,1.26,30.894,1.389,22.1,3.64,10594,21.511,1.29,1.29,15.3,4.1,36000,746.559,57.753,56.287,58,0.49,0.42
04/06/2024 13:18:31,78,8.75,1.26,30.896,1.389,22.1,3.64,10594,21.525,1.29,1.29,15.3,4.1,36000,751.733,57.754,56.277,58,0.49,0.42
04/06/2024 13:16:07,78,8.75,1.26,30.897,1.389,22.1,3.64,10594,16.347,1.29,1.29,15.3,4.1,36000,754.871,57.754,56.268,58,0.49,0.42
04/06/2024 13:13:43,77.9,8.75,1.26,30.898,1.389,22.1,3.64,10594,16.36,1.289,1.29,15.3,4.1,36000,754.214,57.755,56.258,58,0.49,0.42
04/06/2024 13:11:19,78,8.75,1.26,30.899,1.389,22.1,3.64,10594,21.709,1.289,1.29,15.3,4.1,36000,747.053,57.756,56.249,58,0.49,0.42
04/06/2024 13:08:55,78,8.75,1.26,30.9,1.389,22.1,3.64,10594,22.475,1.289,1.29,15.3,4.1,36000,753.961,57.757,56.239,58,0.49,0.42
04/06/2024 13:06:31,78,8.75,1.26,30.902,1.389,22.1,3.64,10594,20.641,1.289,1.29,15.3,4.1,36000,747.279,57.758,56.23,58,0.49,0.42
04/06/2024 13:04:07,78,8.75,1.26,30.903,1.389,22.1,3.64,10594,12.612,1.289,1.29,15.3,4.1,36000,748.823,57.759,56.221,58,0.49,0.42
04/06/2024 13:01:43,77.9,8.75,1.26,30.904,1.389,22.1,3.64,10594,19.586,1.289,1.29,15.3,4.1,36000,747.32,57.76,56.211,58,0.49,0.42
04/06/2024 12:59:19,78,8.75,1.26,30.905,1.389,22.1,3.64,10594,18.107,1.289,1.29,15.3,4.1,36000,752.794,57.761,56.202,58,0.49,0.42
