Name,\\pi3\MKP_LAB449SO4%
Data Type,Float 32
Number of Values,30581
Time,Value,Value Attributes
21-Mar-2023 06:37:17.12929,3.7
21-Mar-2023 06:27:17.12929,3.7
21-Mar-2023 06:17:17.12929,3.7
21-Mar-2023 06:07:17.12929,3.7
21-Mar-2023 05:57:17.12929,3.7
21-Mar-2023 05:47:17.12929,3.7
21-Mar-2023 05:37:17.12929,3.7
21-Mar-2023 05:27:17.12929,3.7
21-Mar-2023 05:17:17.12929,3.7
21-Mar-2023 05:07:17.12929,3.7
21-Mar-2023 04:57:17.12929,3.7
21-Mar-2023 04:47:17.12929,3.7
21-Mar-2023 04:37:17.12929,3.7
21-Mar-2023 04:27:17.12929,3.7
21-Mar-2023 04:17:17.12929,3.7
21-Mar-2023 04:07:17.12929,3.7
21-Mar-2023 03:57:17.12929,3.7
21-Mar-2023 03:47:17.12929,3.7
21-Mar-2023 03:42:01.10127,3.8
21-Mar-2023 03:32:01.10127,3.8
21-Mar-2023 03:22:01.10127,3.8
21-Mar-2023 03:12:01.10127,3.8
21-Mar-2023 03:02:01.10127,3.8
21-Mar-2023 02:52:01.10127,3.8
21-Mar-2023 02:42:01.10127,3.8
21-Mar-2023 02:32:01.10127,3.8
21-Mar-2023 02:22:01.10127,3.8
21-Mar-2023 02:12:01.10127,3.8
21-Mar-2023 02:02:01.10127,3.8
21-Mar-2023 01:52:01.10127,3.8
21-Mar-2023 01:42:01.10127,3.8
21-Mar-2023 01:32:01.10127,3.8
21-Mar-2023 01:22:01.10127,3.8
21-Mar-2023 01:12:01.10127,3.8
21-Mar-2023 01:02:01.10127,3.8
21-Mar-2023 00:52:01.10127,3.8
21-Mar-2023 00:42:01.10127,3.8
21-Mar-2023 00:32:01.10127,3.8
21-Mar-2023 00:22:01.10127,3.8
21-Mar-2023 00:12:01.10127,3.8
21-Mar-2023 00:02:01.10127,3.8
20-Mar-2023 23:52:01.10127,3.8
20-Mar-2023 23:42:01.10127,3.8
20-Mar-2023 23:32:01.10127,3.8
20-Mar-2023 23:22:01.10127,3.8
20-Mar-2023 23:12:01.10127,3.8
20-Mar-2023 23:02:01.10127,3.8
20-Mar-2023 22:52:01.10127,3.8
20-Mar-2023 22:42:01.10127,3.8
20-Mar-2023 22:32:01.10127,3.8
20-Mar-2023 22:22:01.10127,3.8
20-Mar-2023 22:12:01.10127,3.8
20-Mar-2023 22:02:01.10127,3.8
20-Mar-2023 21:52:01.10127,3.8
20-Mar-2023 21:42:01.10127,3.8
20-Mar-2023 21:32:01.10127,3.8
20-Mar-2023 21:22:01.10127,3.8
20-Mar-2023 21:12:01.10127,3.8
20-Mar-2023 21:02:01.10127,3.8
20-Mar-2023 20:52:01.10127,3.8
20-Mar-2023 20:42:01.10127,3.8
20-Mar-2023 20:32:01.10127,3.8
20-Mar-2023 20:22:01.10127,3.8
20-Mar-2023 20:12:01.10127,3.8
20-Mar-2023 20:02:01.10127,3.8
20-Mar-2023 19:52:01.10127,3.8
20-Mar-2023 19:51:29.85403,3.745
20-Mar-2023 19:41:29.85403,3.745
20-Mar-2023 19:31:29.85403,3.745
20-Mar-2023 19:21:29.85403,3.745
20-Mar-2023 19:11:29.85403,3.745
20-Mar-2023 19:01:29.85403,3.745
20-Mar-2023 18:51:29.85403,3.745
20-Mar-2023 18:41:29.85403,3.745
20-Mar-2023 18:31:29.85403,3.745
20-Mar-2023 18:21:29.85403,3.745
20-Mar-2023 18:11:29.85403,3.745
20-Mar-2023 18:01:29.85403,3.745
20-Mar-2023 17:51:29.85403,3.745
20-Mar-2023 17:41:29.85403,3.745
20-Mar-2023 17:31:29.85403,3.745
20-Mar-2023 17:21:29.85403,3.745
20-Mar-2023 17:11:29.85403,3.745
20-Mar-2023 17:01:29.85403,3.745
20-Mar-2023 16:51:29.85403,3.745
20-Mar-2023 16:41:29.85403,3.745
20-Mar-2023 16:31:29.85403,3.745
20-Mar-2023 16:21:29.85403,3.745
20-Mar-2023 16:11:29.85403,3.745
20-Mar-2023 16:01:29.85403,3.745
20-Mar-2023 15:51:29.85403,3.745
20-Mar-2023 15:41:29.85403,3.745
20-Mar-2023 15:31:29.85403,3.745
20-Mar-2023 15:21:29.85403,3.745
20-Mar-2023 15:11:29.85403,3.745
20-Mar-2023 15:01:29.85403,3.745
20-Mar-2023 14:51:29.85403,3.745
20-Mar-2023 14:41:29.85403,3.745
20-Mar-2023 14:31:29.85403,3.745
20-Mar-2023 14:21:29.85403,3.745
20-Mar-2023 14:11:29.85403,3.745
20-Mar-2023 14:01:29.85403,3.745
20-Mar-2023 13:51:29.85403,3.745
20-Mar-2023 13:41:29.85403,3.745
20-Mar-2023 13:31:29.85403,3.745
20-Mar-2023 13:21:29.85403,3.745
20-Mar-2023 13:11:29.85403,3.745
20-Mar-2023 13:01:29.85403,3.745
20-Mar-2023 12:51:29.85403,3.745
20-Mar-2023 12:41:29.85403,3.745
20-Mar-2023 12:31:29.85403,3.745
20-Mar-2023 12:21:29.85403,3.745
20-Mar-2023 12:11:29.85403,3.745
20-Mar-2023 12:01:29.85403,3.745
20-Mar-2023 11:51:29.85403,3.745
20-Mar-2023 11:41:29.85403,3.745
20-Mar-2023 11:31:29.85403,3.745
20-Mar-2023 11:21:29.85403,3.745
20-Mar-2023 11:11:29.85403,3.745
20-Mar-2023 11:01:29.85403,3.745
20-Mar-2023 10:51:29.85403,3.745
20-Mar-2023 10:41:29.85403,3.745
20-Mar-2023 10:31:29.85403,3.745
20-Mar-2023 10:21:29.85403,3.745
20-Mar-2023 10:11:29.85403,3.745
20-Mar-2023 10:01:29.85403,3.745
20-Mar-2023 09:51:29.85403,3.745
20-Mar-2023 09:41:29.85403,3.745
20-Mar-2023 09:31:29.85403,3.745
20-Mar-2023 09:21:29.85403,3.745
20-Mar-2023 09:11:29.85403,3.745
20-Mar-2023 09:01:29.85403,3.745
20-Mar-2023 08:51:29.85403,3.745
20-Mar-2023 08:41:29.85403,3.745
20-Mar-2023 08:31:29.85403,3.745
20-Mar-2023 08:21:29.85403,3.745
20-Mar-2023 08:11:29.85403,3.745
20-Mar-2023 08:01:29.85403,3.745
20-Mar-2023 07:51:29.85403,3.745
20-Mar-2023 07:41:29.85403,3.745
20-Mar-2023 07:31:29.85403,3.745
20-Mar-2023 07:21:29.85403,3.745
20-Mar-2023 07:11:29.85403,3.745
20-Mar-2023 07:01:29.85403,3.745
20-Mar-2023 06:51:29.85403,3.745
20-Mar-2023 06:41:29.85403,3.745
20-Mar-2023 06:31:29.85403,3.745
20-Mar-2023 06:21:29.85403,3.745
20-Mar-2023 06:11:29.85403,3.745
20-Mar-2023 06:01:29.85403,3.745
20-Mar-2023 05:51:29.85403,3.745
20-Mar-2023 05:41:29.85403,3.745
20-Mar-2023 05:31:29.85403,3.745
20-Mar-2023 05:21:29.85403,3.745
20-Mar-2023 05:11:29.85403,3.745
20-Mar-2023 05:01:29.85403,3.745
20-Mar-2023 04:51:29.85403,3.745
20-Mar-2023 04:41:29.85403,3.745
20-Mar-2023 04:31:29.85403,3.745
20-Mar-2023 04:21:29.85403,3.745
20-Mar-2023 04:11:29.85403,3.745
20-Mar-2023 04:01:29.85403,3.745
20-Mar-2023 03:51:29.85403,3.745
20-Mar-2023 03:41:29.85403,3.745
20-Mar-2023 03:31:29.85403,3.745
20-Mar-2023 03:21:29.85403,3.745
20-Mar-2023 03:11:29.85403,3.745
20-Mar-2023 03:01:29.85403,3.745
20-Mar-2023 02:51:29.85403,3.745
20-Mar-2023 02:41:29.85403,3.745
20-Mar-2023 02:31:29.85403,3.745
20-Mar-2023 02:21:29.85403,3.745
20-Mar-2023 02:11:29.85403,3.745
20-Mar-2023 02:01:29.85403,3.745
20-Mar-2023 01:51:29.85403,3.745
20-Mar-2023 01:41:29.85403,3.745
20-Mar-2023 01:31:29.85403,3.745
20-Mar-2023 01:21:29.85403,3.745
20-Mar-2023 01:11:29.85403,3.745
20-Mar-2023 01:01:29.85403,3.745
20-Mar-2023 00:51:29.85403,3.745
20-Mar-2023 00:41:29.85403,3.745
20-Mar-2023 00:31:29.85403,3.745
20-Mar-2023 00:21:29.85403,3.745
20-Mar-2023 00:11:29.85403,3.745
20-Mar-2023 00:01:29.85403,3.745
19-Mar-2023 23:51:29.85403,3.745
19-Mar-2023 23:41:29.85403,3.745
19-Mar-2023 23:31:29.85403,3.745
19-Mar-2023 23:21:29.85403,3.745
19-Mar-2023 23:11:29.85403,3.745
19-Mar-2023 23:01:29.85403,3.745
19-Mar-2023 22:51:29.85403,3.745
19-Mar-2023 22:41:29.85403,3.745
19-Mar-2023 22:31:29.85403,3.745
19-Mar-2023 22:21:29.85403,3.745
19-Mar-2023 22:11:29.85403,3.745
19-Mar-2023 22:01:29.85403,3.745
19-Mar-2023 21:51:29.85403,3.745
19-Mar-2023 21:41:29.85403,3.745
19-Mar-2023 21:31:29.85403,3.745
19-Mar-2023 21:21:29.85403,3.745
19-Mar-2023 21:11:29.85403,3.745
19-Mar-2023 21:01:29.85403,3.745
19-Mar-2023 20:51:29.85403,3.745
19-Mar-2023 20:41:29.85403,3.745
19-Mar-2023 20:31:29.85403,3.745
19-Mar-2023 20:21:29.85403,3.745
19-Mar-2023 20:11:29.85403,3.745
19-Mar-2023 20:01:29.85403,3.745
19-Mar-2023 19:51:29.85403,3.745
19-Mar-2023 19:41:29.85403,3.745
19-Mar-2023 19:31:29.85403,3.745
19-Mar-2023 19:21:29.85403,3.745
19-Mar-2023 19:11:29.85403,3.745
19-Mar-2023 19:01:29.85403,3.745
19-Mar-2023 18:51:29.85403,3.745
19-Mar-2023 18:41:29.85403,3.745
19-Mar-2023 18:31:29.85403,3.745
19-Mar-2023 18:21:29.85403,3.745
19-Mar-2023 18:11:29.85403,3.745
19-Mar-2023 18:01:29.85403,3.745
19-Mar-2023 17:51:29.85403,3.745
19-Mar-2023 17:41:29.85403,3.745
19-Mar-2023 17:31:29.85403,3.745
19-Mar-2023 17:21:29.85403,3.745
19-Mar-2023 17:11:29.85403,3.745
19-Mar-2023 17:01:29.85403,3.745
19-Mar-2023 16:51:29.85403,3.745
19-Mar-2023 16:41:29.85403,3.745
19-Mar-2023 16:31:29.85403,3.745
19-Mar-2023 16:21:29.85403,3.745
19-Mar-2023 16:11:29.85403,3.745
19-Mar-2023 16:01:29.85403,3.745
19-Mar-2023 15:51:29.85403,3.745
19-Mar-2023 15:41:29.85403,3.745
19-Mar-2023 15:31:29.85403,3.745
19-Mar-2023 15:21:29.85403,3.745
19-Mar-2023 15:11:29.85403,3.745
19-Mar-2023 15:01:29.85403,3.745
19-Mar-2023 14:51:29.85403,3.745
19-Mar-2023 14:41:29.85403,3.745
19-Mar-2023 14:31:29.85403,3.745
19-Mar-2023 14:21:29.85403,3.745
19-Mar-2023 14:11:29.85403,3.745
19-Mar-2023 14:01:29.85403,3.745
19-Mar-2023 13:51:29.85403,3.745
19-Mar-2023 13:41:29.85403,3.745
19-Mar-2023 13:31:29.85403,3.745
19-Mar-2023 13:21:29.85403,3.745
19-Mar-2023 13:11:29.85403,3.745
19-Mar-2023 13:01:29.85403,3.745
19-Mar-2023 12:51:29.85403,3.745
19-Mar-2023 12:41:29.85403,3.745
19-Mar-2023 12:31:29.85403,3.745
19-Mar-2023 12:21:29.85403,3.745
19-Mar-2023 12:11:29.85403,3.745
19-Mar-2023 12:01:29.85403,3.745
19-Mar-2023 11:51:29.85403,3.745
19-Mar-2023 11:41:29.85403,3.745
19-Mar-2023 11:31:29.85403,3.745
19-Mar-2023 11:21:29.85403,3.745
19-Mar-2023 11:11:29.85403,3.745
19-Mar-2023 11:01:29.85403,3.745
19-Mar-2023 10:51:29.85403,3.745
19-Mar-2023 10:41:29.85403,3.745
19-Mar-2023 10:31:29.85403,3.745
19-Mar-2023 10:21:29.85403,3.745
19-Mar-2023 10:11:29.85403,3.745
19-Mar-2023 10:01:29.85403,3.745
19-Mar-2023 09:51:29.85403,3.745
19-Mar-2023 09:41:29.85403,3.745
19-Mar-2023 09:31:29.85403,3.745
19-Mar-2023 09:21:29.85403,3.745
19-Mar-2023 09:11:29.85403,3.745
19-Mar-2023 09:01:29.85403,3.745
19-Mar-2023 08:51:29.85403,3.745
19-Mar-2023 08:41:29.85403,3.745
19-Mar-2023 08:31:29.85403,3.745
19-Mar-2023 08:21:29.85403,3.745
19-Mar-2023 08:11:29.85403,3.745
19-Mar-2023 08:01:29.85403,3.745
19-Mar-2023 07:51:29.85403,3.745
19-Mar-2023 07:41:29.85403,3.745
19-Mar-2023 07:31:29.85403,3.745
19-Mar-2023 07:21:29.85403,3.745
19-Mar-2023 07:11:29.85403,3.745
19-Mar-2023 07:01:29.85403,3.745
19-Mar-2023 06:51:29.85403,3.745
19-Mar-2023 06:41:29.85403,3.745
19-Mar-2023 06:31:29.85403,3.745
19-Mar-2023 06:21:29.85403,3.745
19-Mar-2023 06:11:29.85403,3.745
19-Mar-2023 06:01:29.85403,3.745
19-Mar-2023 05:51:29.85403,3.745
19-Mar-2023 05:41:29.85403,3.745
19-Mar-2023 05:31:29.85403,3.745
19-Mar-2023 05:21:29.85403,3.745
19-Mar-2023 05:11:29.85403,3.745
19-Mar-2023 05:01:29.85403,3.745
19-Mar-2023 04:51:29.85403,3.745
19-Mar-2023 04:41:29.85403,3.745
19-Mar-2023 04:31:29.85403,3.745
19-Mar-2023 04:21:29.85403,3.745
19-Mar-2023 04:11:29.85403,3.745
19-Mar-2023 04:01:29.85403,3.745
19-Mar-2023 03:51:29.85403,3.745
19-Mar-2023 03:41:29.85403,3.745
19-Mar-2023 03:31:29.85403,3.745
19-Mar-2023 03:21:29.85403,3.745
19-Mar-2023 03:11:29.85403,3.745
19-Mar-2023 03:01:29.85403,3.745
19-Mar-2023 02:51:29.85403,3.745
19-Mar-2023 02:41:29.85403,3.745
19-Mar-2023 02:31:29.85403,3.745
19-Mar-2023 02:21:29.85403,3.745
19-Mar-2023 02:11:29.85403,3.745
19-Mar-2023 02:01:29.85403,3.745
19-Mar-2023 01:51:29.85403,3.745
19-Mar-2023 01:41:29.85403,3.745
19-Mar-2023 01:31:29.85403,3.745
19-Mar-2023 01:21:29.85403,3.745
19-Mar-2023 01:11:29.85403,3.745
19-Mar-2023 01:01:29.85403,3.745
19-Mar-2023 00:51:29.85403,3.745
19-Mar-2023 00:41:29.85403,3.745
19-Mar-2023 00:31:29.85403,3.745
19-Mar-2023 00:21:29.85403,3.745
19-Mar-2023 00:11:29.85403,3.745
19-Mar-2023 00:01:29.85403,3.745
18-Mar-2023 23:51:29.85403,3.745
18-Mar-2023 23:41:29.85403,3.745
18-Mar-2023 23:31:29.85403,3.745
18-Mar-2023 23:21:29.85403,3.745
18-Mar-2023 23:11:29.85403,3.745
18-Mar-2023 23:01:29.85403,3.745
18-Mar-2023 22:51:29.85403,3.745
18-Mar-2023 22:41:29.85403,3.745
18-Mar-2023 22:31:29.85403,3.745
18-Mar-2023 22:21:29.85403,3.745
18-Mar-2023 22:11:29.85403,3.745
18-Mar-2023 22:01:29.85403,3.745
18-Mar-2023 21:51:29.85403,3.745
18-Mar-2023 21:41:29.85403,3.745
18-Mar-2023 21:31:29.85403,3.745
18-Mar-2023 21:21:29.85403,3.745
18-Mar-2023 21:11:29.85403,3.745
18-Mar-2023 21:01:29.85403,3.745
18-Mar-2023 20:51:29.85403,3.745
18-Mar-2023 20:41:29.85403,3.745
18-Mar-2023 20:31:29.85403,3.745
18-Mar-2023 20:21:29.85403,3.745
18-Mar-2023 20:19:44.95079,3.9
18-Mar-2023 20:09:44.95079,3.9
18-Mar-2023 19:59:44.95079,3.9
18-Mar-2023 19:49:44.95079,3.9
18-Mar-2023 19:39:44.95079,3.9
18-Mar-2023 19:29:44.95079,3.9
18-Mar-2023 19:19:44.95079,3.9
18-Mar-2023 19:09:44.95079,3.9
18-Mar-2023 18:59:44.95079,3.9
18-Mar-2023 18:49:44.95079,3.9
18-Mar-2023 18:39:44.95079,3.9
18-Mar-2023 18:29:44.95079,3.9
18-Mar-2023 18:19:44.95079,3.9
18-Mar-2023 18:09:44.95079,3.9
18-Mar-2023 17:59:44.95079,3.9
18-Mar-2023 17:49:44.95079,3.9
18-Mar-2023 17:39:44.95079,3.9
18-Mar-2023 17:29:44.95079,3.9
18-Mar-2023 17:19:44.95079,3.9
18-Mar-2023 17:09:44.95079,3.9
18-Mar-2023 16:59:44.95079,3.9
18-Mar-2023 16:49:44.95079,3.9
18-Mar-2023 16:39:44.95079,3.9
18-Mar-2023 16:29:44.95079,3.9
18-Mar-2023 16:19:44.95079,3.9
18-Mar-2023 16:09:44.95079,3.9
18-Mar-2023 15:59:44.95079,3.9
18-Mar-2023 15:49:44.95079,3.9
18-Mar-2023 15:39:44.95079,3.9
18-Mar-2023 15:29:44.95079,3.9
18-Mar-2023 15:19:44.95079,3.9
18-Mar-2023 15:09:44.95079,3.9
18-Mar-2023 14:59:44.95079,3.9
18-Mar-2023 14:49:44.95079,3.9
18-Mar-2023 14:39:44.95079,3.9
18-Mar-2023 14:29:44.95079,3.9
18-Mar-2023 14:19:44.95079,3.9
18-Mar-2023 14:09:44.95079,3.9
18-Mar-2023 13:59:44.95079,3.9
18-Mar-2023 13:49:44.95079,3.9
18-Mar-2023 13:39:44.95079,3.9
18-Mar-2023 13:29:44.95079,3.9
18-Mar-2023 13:19:44.95079,3.9
18-Mar-2023 13:09:44.95079,3.9
18-Mar-2023 12:59:44.95079,3.9
18-Mar-2023 12:49:44.95079,3.9
18-Mar-2023 12:39:44.95079,3.9
18-Mar-2023 12:29:44.95079,3.9
18-Mar-2023 12:19:44.95079,3.9
18-Mar-2023 12:09:44.95079,3.9
18-Mar-2023 11:59:44.95079,3.9
18-Mar-2023 11:49:44.95079,3.9
18-Mar-2023 11:39:44.95079,3.9
18-Mar-2023 11:29:44.95079,3.9
18-Mar-2023 11:19:44.95079,3.9
18-Mar-2023 11:09:44.95079,3.9
18-Mar-2023 10:59:44.95079,3.9
18-Mar-2023 10:49:44.95079,3.9
18-Mar-2023 10:39:44.95079,3.9
18-Mar-2023 10:29:44.95079,3.9
18-Mar-2023 10:19:44.95079,3.9
18-Mar-2023 10:09:44.95079,3.9
18-Mar-2023 09:59:44.95079,3.9
18-Mar-2023 09:49:44.95079,3.9
18-Mar-2023 09:39:44.95079,3.9
18-Mar-2023 09:29:44.95079,3.9
18-Mar-2023 09:19:44.95079,3.9
18-Mar-2023 09:09:44.95079,3.9
18-Mar-2023 08:59:44.95079,3.9
18-Mar-2023 08:49:44.95079,3.9
18-Mar-2023 08:39:44.95079,3.9
18-Mar-2023 08:29:44.95079,3.9
18-Mar-2023 08:19:44.95079,3.9
18-Mar-2023 08:10:36.67912,3.94
18-Mar-2023 08:00:36.67912,3.94
18-Mar-2023 07:50:36.67912,3.94
18-Mar-2023 07:40:36.67912,3.94
18-Mar-2023 07:30:36.67912,3.94
18-Mar-2023 07:20:36.67912,3.94
18-Mar-2023 07:10:36.67912,3.94
18-Mar-2023 07:00:36.67912,3.94
18-Mar-2023 06:50:36.67912,3.94
18-Mar-2023 06:40:36.67912,3.94
18-Mar-2023 06:30:36.67912,3.94
18-Mar-2023 06:20:36.67912,3.94
18-Mar-2023 06:10:36.67912,3.94
18-Mar-2023 06:00:36.67912,3.94
18-Mar-2023 05:50:36.67912,3.94
18-Mar-2023 05:40:36.67912,3.94
18-Mar-2023 05:30:36.67912,3.94
18-Mar-2023 05:20:36.67912,3.94
18-Mar-2023 05:10:36.67912,3.94
18-Mar-2023 05:00:36.67912,3.94
18-Mar-2023 04:50:36.67912,3.94
18-Mar-2023 04:40:36.67912,3.94
18-Mar-2023 04:30:36.67912,3.94
18-Mar-2023 04:20:36.67912,3.94
18-Mar-2023 04:10:36.67912,3.94
18-Mar-2023 04:00:36.67912,3.94
18-Mar-2023 03:50:36.67912,3.94
18-Mar-2023 03:40:36.67912,3.94
18-Mar-2023 03:35:21.96077,3.85
18-Mar-2023 03:25:21.96077,3.85
18-Mar-2023 03:15:21.96077,3.85
18-Mar-2023 03:05:21.96077,3.85
18-Mar-2023 02:55:21.96077,3.85
18-Mar-2023 02:45:21.96077,3.85
18-Mar-2023 02:35:21.96077,3.85
18-Mar-2023 02:25:21.96077,3.85
18-Mar-2023 02:15:21.96077,3.85
18-Mar-2023 02:05:21.96077,3.85
18-Mar-2023 01:55:21.96077,3.85
18-Mar-2023 01:45:21.96077,3.85
18-Mar-2023 01:35:21.96077,3.85
18-Mar-2023 01:25:21.96077,3.85
18-Mar-2023 01:15:21.96077,3.85
18-Mar-2023 01:05:21.96077,3.85
18-Mar-2023 00:55:21.96077,3.85
18-Mar-2023 00:45:21.96077,3.85
18-Mar-2023 00:35:21.96077,3.85
18-Mar-2023 00:25:21.96077,3.85
