Name,\\rotem3\FIC-40425
Data Type,Float 32
Number of Values,50407
Time,Value,Value Attributes
30-Dec-2022 19:13:42.64441,29.91
30-Dec-2022 19:12:42.57259,33.57
30-Dec-2022 19:11:42.47375,32.414
30-Dec-2022 19:10:41.42387,34.519
30-Dec-2022 19:07:44.24835,35.087
30-Dec-2022 19:06:43.21507,33.388
30-Dec-2022 19:05:43.19087,34.894
30-Dec-2022 19:04:41.14352,33.314
30-Dec-2022 19:03:27.83438,35.593
30-Dec-2022 19:02:27.70883,34.737
30-Dec-2022 19:00:17.41988,34.507
30-Dec-2022 18:59:16.3882,34.182
30-Dec-2022 18:58:05.05847,35.546
30-Dec-2022 18:57:05.02972,34.085
30-Dec-2022 18:54:36.3425,35.152
30-Dec-2022 18:53:35.30966,34.581
30-Dec-2022 18:52:35.22935,35.053
30-Dec-2022 18:49:34.04056,34.529
30-Dec-2022 18:48:33.98135,35.541
30-Dec-2022 18:47:33.86923,34.088
30-Dec-2022 18:39:27.08853,35.199
30-Dec-2022 18:35:51.19078,35.545
30-Dec-2022 18:34:49.09483,35.52
30-Dec-2022 18:33:43.87868,33.793
30-Dec-2022 18:32:43.79884,33.481
